Date,Season,Round,Venue,Player,Team,Opposition,Status,GA,Match_id,CP,UP,ED,DE,CM,MI5,One.Percenters,BO,CCL,SCL,SI,MG,TO,ITC,T5,TOG,K,HB,D,M,G,B,T,HO,I50,CL,CG,R50,FF,FA,AF,SC
22/03/2018,2018,Round 1,MCG,Dustin Martin,Richmond,Carlton,Home,2,9514,17,15,23,71.9,2,2,1,0,4,2,13,567,5,2,0,87,20,12,32,5,1,3,1,0,6,6,3,0,1,1,110,139
22/03/2018,2018,Round 1,MCG,Trent Cotchin,Richmond,Carlton,Home,2,9514,13,12,15,62.5,0,1,1,0,2,5,10,293,5,3,1,81,14,10,24,2,0,0,4,0,5,7,2,0,2,0,86,94
22/03/2018,2018,Round 1,MCG,Josh Caddy,Richmond,Carlton,Home,0,9514,11,10,14,73.7,1,2,0,1,3,1,6,424,2,1,0,80,13,6,19,5,3,2,2,0,8,4,2,0,5,0,99,84
22/03/2018,2018,Round 1,MCG,Kamdyn Mcintosh,Richmond,Carlton,Home,0,9514,3,15,11,57.9,0,1,1,1,1,0,7,644,5,4,0,69,19,0,19,5,0,1,1,0,8,1,5,3,0,1,74,50
22/03/2018,2018,Round 1,MCG,Jack Riewoldt,Richmond,Carlton,Home,2,9514,5,14,12,66.7,1,5,1,0,0,0,13,322,3,1,0,96,12,6,18,7,4,2,1,0,6,0,2,0,1,0,100,101
22/03/2018,2018,Round 1,MCG,Brandon Ellis,Richmond,Carlton,Home,0,9514,3,14,13,72.2,0,0,0,2,0,0,6,417,5,5,0,79,11,7,18,3,0,1,3,0,4,0,5,2,0,0,69,51
22/03/2018,2018,Round 1,MCG,Shaun Grigg,Richmond,Carlton,Home,1,9514,2,15,12,70.6,0,0,1,0,0,2,7,197,3,1,0,83,7,10,17,4,0,1,2,0,2,2,4,0,0,1,59,45
22/03/2018,2018,Round 1,MCG,Shane Edwards,Richmond,Carlton,Home,0,9514,9,7,14,87.5,1,0,2,0,0,2,5,270,4,6,0,75,5,11,16,3,0,0,4,0,4,2,1,3,0,0,62,79
22/03/2018,2018,Round 1,MCG,David Astbury,Richmond,Carlton,Home,0,9514,9,8,15,93.8,3,0,4,0,0,1,7,330,2,8,0,100,9,7,16,7,0,0,2,0,0,1,2,5,1,1,68,104
22/03/2018,2018,Round 1,MCG,Reece Conca,Richmond,Carlton,Home,0,9514,6,10,10,62.5,0,0,1,1,1,1,5,334,5,4,1,77,9,7,16,0,0,0,7,0,6,2,7,2,0,2,63,64
22/03/2018,2018,Round 1,MCG,Jayden Short,Richmond,Carlton,Home,1,9514,4,12,13,81.2,0,0,1,4,0,1,4,419,2,3,0,79,12,4,16,2,0,1,1,0,4,1,1,2,0,1,52,76
22/03/2018,2018,Round 1,MCG,Alex Rance,Richmond,Carlton,Home,0,9514,8,5,12,80,1,0,6,2,0,0,4,327,4,10,0,100,9,6,15,3,0,0,1,0,0,0,2,5,3,0,55,83
22/03/2018,2018,Round 1,MCG,Jason Castagna,Richmond,Carlton,Home,1,9514,7,8,14,93.3,0,2,2,0,2,1,9,251,2,1,3,76,7,8,15,4,2,1,4,0,3,3,0,0,1,0,79,97
22/03/2018,2018,Round 1,MCG,Toby Nankervis,Richmond,Carlton,Home,0,9514,12,4,8,57.1,0,0,3,0,2,3,4,65,0,2,1,86,7,7,14,2,0,0,5,33,1,5,5,1,2,5,81,95
22/03/2018,2018,Round 1,MCG,Kane Lambert,Richmond,Carlton,Home,1,9514,6,6,11,78.6,0,0,1,0,2,1,6,181,1,1,1,85,7,7,14,1,0,0,2,0,2,3,1,1,1,0,47,71
22/03/2018,2018,Round 1,MCG,Daniel Butler,Richmond,Carlton,Home,2,9514,7,6,10,76.9,0,1,1,2,0,0,9,344,3,4,2,76,10,3,13,2,3,0,7,0,6,0,3,0,3,1,88,109
22/03/2018,2018,Round 1,MCG,Jack Graham,Richmond,Carlton,Home,1,9514,9,6,10,76.9,0,0,0,0,1,1,4,135,0,2,1,69,7,6,13,0,0,1,13,0,2,2,0,1,1,0,87,100
22/03/2018,2018,Round 1,MCG,Nick Vlastuin,Richmond,Carlton,Home,0,9514,3,7,8,66.7,1,0,4,0,0,0,4,257,1,6,0,80,10,2,12,3,0,0,3,0,2,0,3,2,1,3,47,54
22/03/2018,2018,Round 1,MCG,Corey Ellis,Richmond,Carlton,Home,1,9514,7,6,8,66.7,0,0,5,1,0,1,2,174,3,5,0,72,6,6,12,2,0,0,4,0,1,1,2,1,0,0,52,59
22/03/2018,2018,Round 1,MCG,Jacob Townsend,Richmond,Carlton,Home,0,9514,6,3,6,66.7,2,5,1,0,0,0,7,166,2,0,1,90,6,3,9,5,4,2,1,0,0,0,2,0,0,1,66,78
22/03/2018,2018,Round 1,MCG,Dylan Grimes,Richmond,Carlton,Home,0,9514,3,2,3,50,1,0,3,0,0,0,0,118,3,5,0,84,4,2,6,1,0,0,2,0,0,0,1,1,0,0,27,28
22/03/2018,2018,Round 1,MCG,Shai Bolton,Richmond,Carlton,Home,0,9514,3,3,5,83.3,0,0,1,0,0,1,3,93,1,0,0,77,3,3,6,2,0,0,0,1,1,1,3,0,0,3,13,20
22/03/2018,2018,Round 1,MCG,Patrick Cripps,Carlton,Richmond,Away,1,9514,25,11,24,66.7,4,0,0,0,4,5,4,281,8,2,1,94,13,23,36,5,0,1,7,0,5,9,7,3,4,1,130,130
22/03/2018,2018,Round 1,MCG,Kade Simpson,Carlton,Richmond,Away,0,9514,10,21,30,85.7,2,0,2,5,0,1,8,903,6,9,0,91,24,11,35,6,0,0,4,0,2,1,3,10,1,0,129,150
22/03/2018,2018,Round 1,MCG,Edward Curnow,Carlton,Richmond,Away,0,9514,15,15,21,72.4,1,0,0,0,1,6,6,438,5,0,0,86,15,14,29,2,0,0,4,0,6,7,6,4,2,3,88,95
22/03/2018,2018,Round 1,MCG,Dale Thomas,Carlton,Richmond,Away,0,9514,10,15,17,70.8,0,0,1,0,0,3,0,262,3,5,0,83,10,14,24,5,0,0,1,0,3,3,3,3,0,1,74,73
22/03/2018,2018,Round 1,MCG,Marc Murphy,Carlton,Richmond,Away,1,9514,8,15,16,69.6,0,0,0,1,2,4,6,370,7,1,0,89,10,13,23,3,0,0,1,0,2,6,3,1,2,1,68,61
22/03/2018,2018,Round 1,MCG,Zac Fisher,Carlton,Richmond,Away,1,9514,8,15,17,81,0,0,4,0,3,0,8,377,2,1,0,81,13,8,21,2,1,0,1,0,5,3,3,2,1,0,72,93
22/03/2018,2018,Round 1,MCG,Caleb Marchbank,Carlton,Richmond,Away,0,9514,6,14,16,84.2,1,0,8,0,0,0,2,411,4,6,0,86,13,6,19,6,0,0,4,0,3,0,1,5,1,0,86,105
22/03/2018,2018,Round 1,MCG,Charlie Curnow,Carlton,Richmond,Away,1,9514,7,12,14,73.7,1,3,4,0,0,0,9,464,4,1,0,90,14,5,19,10,5,0,2,0,5,0,2,0,1,2,115,126
22/03/2018,2018,Round 1,MCG,Matthew Kreuzer,Carlton,Richmond,Away,0,9514,8,8,10,58.8,0,0,1,0,1,3,4,126,2,2,0,66,7,10,17,1,0,1,1,23,1,4,1,1,1,0,73,74
22/03/2018,2018,Round 1,MCG,Jarrod Garlett,Carlton,Richmond,Away,0,9514,6,12,9,52.9,0,1,0,0,0,0,3,264,3,3,0,75,9,8,17,7,2,0,0,0,3,0,2,0,1,1,74,61
22/03/2018,2018,Round 1,MCG,Jed Lamb,Carlton,Richmond,Away,1,9514,3,11,10,62.5,0,0,2,3,0,0,2,164,2,1,0,80,10,6,16,5,0,1,0,0,1,0,2,0,0,0,58,58
22/03/2018,2018,Round 1,MCG,Aaron Mullett,Carlton,Richmond,Away,0,9514,6,9,13,81.2,0,0,1,0,0,0,3,268,3,5,0,88,10,6,16,3,0,0,1,0,3,0,4,3,0,2,49,57
22/03/2018,2018,Round 1,MCG,Sam P-Seton,Carlton,Richmond,Away,0,9514,6,12,12,75,0,0,0,0,1,1,6,210,1,0,2,77,11,5,16,4,1,0,5,0,1,2,2,4,1,2,76,65
22/03/2018,2018,Round 1,MCG,Ciaran Byrne,Carlton,Richmond,Away,0,9514,4,9,7,50,0,0,2,0,0,1,0,242,5,4,0,85,6,8,14,4,0,0,1,0,0,1,2,4,0,0,50,48
22/03/2018,2018,Round 1,MCG,Lachlan Plowman,Carlton,Richmond,Away,0,9514,2,9,12,92.3,0,0,8,0,0,0,1,165,3,4,0,96,7,6,13,5,0,0,3,0,0,0,1,2,0,0,60,88
22/03/2018,2018,Round 1,MCG,Matthew Wright,Carlton,Richmond,Away,0,9514,5,6,8,72.7,1,4,0,0,1,1,7,198,2,0,2,83,8,3,11,5,5,0,2,0,1,2,1,0,1,0,84,84
22/03/2018,2018,Round 1,MCG,Paddy Dow,Carlton,Richmond,Away,0,9514,4,7,3,27.3,0,0,2,0,1,0,2,150,5,1,0,71,5,6,11,1,0,0,5,0,1,1,2,0,0,1,47,35
22/03/2018,2018,Round 1,MCG,Liam Jones,Carlton,Richmond,Away,0,9514,5,4,7,70,0,0,8,0,0,0,2,100,2,8,0,97,6,4,10,2,0,0,1,0,0,0,1,3,0,1,33,54
22/03/2018,2018,Round 1,MCG,Levi Casboult,Carlton,Richmond,Away,0,9514,6,5,8,80,2,0,2,0,0,3,3,233,2,1,0,91,7,3,10,4,1,0,1,19,1,3,2,1,3,1,68,78
22/03/2018,2018,Round 1,MCG,Jacob Weitering,Carlton,Richmond,Away,0,9514,6,3,6,66.7,0,0,5,0,0,0,1,82,3,6,0,86,4,5,9,3,0,0,3,0,1,0,3,1,1,2,38,55
22/03/2018,2018,Round 1,MCG,Jack Silvagni,Carlton,Richmond,Away,0,9514,2,4,5,83.3,0,0,0,0,0,0,0,108,1,1,1,84,3,3,6,3,0,0,2,0,2,0,2,0,0,1,29,28
22/03/2018,2018,Round 1,MCG,Matthew Kennedy,Carlton,Richmond,Away,1,9514,0,4,3,75,0,0,0,0,0,0,2,58,1,0,0,24,2,2,4,2,0,0,0,0,1,0,4,0,0,3,7,3
23/03/2018,2018,Round 1,Etihad Stadium,David Zaharakis,Essendon,Adelaide,Home,0,9515,12,24,28,80,0,0,1,1,3,2,4,735,7,3,0,90,22,13,35,4,0,0,4,0,8,5,4,4,0,1,117,131
23/03/2018,2018,Round 1,Etihad Stadium,Dyson Heppell,Essendon,Adelaide,Home,1,9515,11,26,28,80,0,0,3,0,1,2,7,662,6,7,0,88,21,14,35,13,0,0,5,0,9,3,6,4,1,2,145,142
23/03/2018,2018,Round 1,Etihad Stadium,Brendon Goddard,Essendon,Adelaide,Home,1,9515,8,20,24,82.8,1,1,2,0,1,1,6,523,6,7,0,92,15,14,29,6,1,1,3,0,2,2,2,4,0,0,110,102
23/03/2018,2018,Round 1,Etihad Stadium,Michael Hurley,Essendon,Adelaide,Home,0,9515,12,17,21,75,1,0,1,0,0,0,4,408,4,14,0,91,15,13,28,7,0,0,1,0,2,0,3,6,3,0,99,100
23/03/2018,2018,Round 1,Etihad Stadium,Andrew McGrath,Essendon,Adelaide,Home,0,9515,11,17,21,80.8,0,1,2,2,0,2,8,226,4,5,0,85,9,17,26,3,1,0,4,0,1,2,4,1,0,0,92,102
23/03/2018,2018,Round 1,Etihad Stadium,Devon Smith,Essendon,Adelaide,Home,0,9515,8,15,19,82.6,0,0,0,2,1,5,6,419,5,1,0,87,14,9,23,3,0,1,5,0,2,6,2,3,1,0,91,92
23/03/2018,2018,Round 1,Etihad Stadium,Kyle Langford,Essendon,Adelaide,Home,0,9515,7,17,15,65.2,0,0,1,0,1,0,6,290,2,3,0,80,11,12,23,3,0,0,2,0,3,1,4,1,3,3,68,54
23/03/2018,2018,Round 1,Etihad Stadium,Darcy Parish,Essendon,Adelaide,Home,2,9515,6,14,13,68.4,0,0,1,0,2,3,8,362,6,0,2,86,11,8,19,0,0,2,7,0,5,5,2,1,1,0,80,77
23/03/2018,2018,Round 1,Etihad Stadium,Jake Stringer,Essendon,Adelaide,Home,0,9515,9,8,8,50,1,1,2,0,2,1,4,115,2,2,2,71,6,10,16,2,0,1,7,0,3,3,1,1,1,0,74,64
23/03/2018,2018,Round 1,Etihad Stadium,James Stewart,Essendon,Adelaide,Home,2,9515,6,10,13,81.2,2,5,0,0,0,0,10,354,4,4,2,83,10,6,16,7,3,2,4,6,3,0,3,0,1,2,100,112
23/03/2018,2018,Round 1,Etihad Stadium,Cale Hooker,Essendon,Adelaide,Home,0,9515,7,7,10,66.7,4,4,2,0,0,0,8,179,4,2,2,92,8,7,15,9,3,1,3,0,2,0,4,0,0,0,96,92
23/03/2018,2018,Round 1,Etihad Stadium,Joe Daniher,Essendon,Adelaide,Home,0,9515,6,9,7,46.7,2,3,0,0,0,0,7,189,7,0,0,100,9,6,15,7,2,1,1,0,3,0,4,0,1,2,72,58
23/03/2018,2018,Round 1,Etihad Stadium,Conor McKenna,Essendon,Adelaide,Home,0,9515,4,8,11,78.6,0,0,4,5,0,0,4,331,2,2,0,85,8,6,14,1,0,0,5,0,2,0,0,3,0,0,59,74
23/03/2018,2018,Round 1,Etihad Stadium,Anthony M-Tipungwuti,Essendon,Adelaide,Home,1,9515,4,10,10,71.4,1,2,2,1,1,0,4,222,2,0,2,81,9,5,14,6,0,1,5,0,2,1,2,0,0,1,73,65
23/03/2018,2018,Round 1,Etihad Stadium,Mitchell Brown,Essendon,Adelaide,Home,1,9515,5,8,12,92.3,1,0,7,0,0,1,2,197,3,5,0,89,8,5,13,8,0,0,0,0,1,1,1,4,1,1,56,71
23/03/2018,2018,Round 1,Etihad Stadium,Adam Saad,Essendon,Adelaide,Home,1,9515,7,6,10,83.3,0,0,6,3,1,0,3,168,2,7,0,86,3,9,12,2,0,0,2,0,1,1,1,3,0,0,41,66
23/03/2018,2018,Round 1,Etihad Stadium,Matthew Dea,Essendon,Adelaide,Home,0,9515,6,7,11,100,0,0,3,0,0,0,2,63,1,7,0,73,2,9,11,1,0,0,0,0,0,0,0,2,0,0,27,47
23/03/2018,2018,Round 1,Etihad Stadium,Joshua Green,Essendon,Adelaide,Home,0,9515,8,4,6,54.5,0,1,1,0,0,0,6,225,4,1,1,74,10,1,11,1,2,2,2,0,2,0,1,0,2,0,59,69
23/03/2018,2018,Round 1,Etihad Stadium,Joshua Begley,Essendon,Adelaide,Home,1,9515,6,5,6,54.5,0,0,0,0,0,0,5,179,2,1,0,75,7,4,11,1,1,2,5,0,4,0,1,0,0,0,60,61
23/03/2018,2018,Round 1,Etihad Stadium,Tom Bellchambers,Essendon,Adelaide,Home,0,9515,5,4,9,100,1,1,4,0,0,1,5,212,0,4,0,85,5,4,9,3,1,0,1,33,4,1,0,0,2,0,77,89
23/03/2018,2018,Round 1,Etihad Stadium,Michael Hartley,Essendon,Adelaide,Home,0,9515,2,8,9,100,2,0,9,0,0,0,1,138,3,4,0,91,8,1,9,5,0,0,2,0,1,0,1,1,0,0,49,63
23/03/2018,2018,Round 1,Etihad Stadium,Zachary Merrett,Essendon,Adelaide,Home,0,9515,6,2,3,42.9,0,0,1,0,0,1,1,102,1,2,0,16,3,4,7,0,0,0,1,0,0,1,2,1,2,0,23,17
23/03/2018,2018,Round 1,Etihad Stadium,Matt Crouch,Adelaide,Essendon,Away,1,9515,11,31,33,80.5,0,0,0,0,2,5,8,350,7,3,0,80,18,23,41,6,0,0,2,0,3,7,4,3,0,1,123,105
23/03/2018,2018,Round 1,Etihad Stadium,Rory Laird,Adelaide,Essendon,Away,0,9515,14,27,35,87.5,0,0,1,0,0,1,7,502,4,15,0,81,15,25,40,8,0,0,1,0,2,1,1,8,1,0,124,137
23/03/2018,2018,Round 1,Etihad Stadium,Bryce Gibbs,Adelaide,Essendon,Away,0,9515,13,21,24,68.6,0,2,0,1,4,3,7,581,6,4,0,87,21,14,35,7,2,1,4,0,8,7,5,2,1,1,139,116
23/03/2018,2018,Round 1,Etihad Stadium,Paul Seedsman,Adelaide,Essendon,Away,1,9515,5,19,18,75,0,0,0,1,0,1,4,640,8,2,0,82,14,10,24,4,0,1,4,0,6,1,3,3,1,2,86,75
23/03/2018,2018,Round 1,Etihad Stadium,Rory Sloane,Adelaide,Essendon,Away,1,9515,12,13,16,69.6,0,0,8,0,4,2,5,325,7,2,0,84,11,12,23,2,0,0,7,0,5,6,4,1,3,1,91,89
23/03/2018,2018,Round 1,Etihad Stadium,Tom Doedee,Adelaide,Essendon,Away,0,9515,8,14,18,85.7,0,0,9,1,0,0,3,224,3,6,0,93,7,14,21,7,0,0,2,0,1,0,2,4,2,0,80,86
23/03/2018,2018,Round 1,Etihad Stadium,David MacKay,Adelaide,Essendon,Away,0,9515,7,10,18,90,0,0,4,2,0,2,4,546,4,6,0,77,15,5,20,1,0,1,4,0,2,2,0,6,0,0,75,96
23/03/2018,2018,Round 1,Etihad Stadium,Jake Kelly,Adelaide,Essendon,Away,1,9515,3,14,15,83.3,1,0,3,3,0,0,3,365,2,4,0,85,11,7,18,6,0,0,2,0,2,0,2,4,0,1,70,71
23/03/2018,2018,Round 1,Etihad Stadium,Cameron E-Yolmen,Adelaide,Essendon,Away,0,9515,11,6,13,76.5,1,0,0,0,3,3,5,202,1,1,0,67,7,10,17,5,1,0,1,0,3,6,2,2,0,0,66,77
23/03/2018,2018,Round 1,Etihad Stadium,Luke Brown,Adelaide,Essendon,Away,0,9515,1,10,14,93.3,0,0,2,0,0,0,3,369,5,5,0,82,10,5,15,2,0,0,0,0,1,0,0,5,0,0,46,62
23/03/2018,2018,Round 1,Etihad Stadium,Eddie Betts,Adelaide,Essendon,Away,1,9515,6,9,8,57.1,0,1,3,0,0,1,6,173,4,1,1,85,7,7,14,2,0,2,2,0,1,1,1,0,1,0,52,56
23/03/2018,2018,Round 1,Etihad Stadium,Daniel Talia,Adelaide,Essendon,Away,0,9515,9,6,8,57.1,3,0,10,0,0,0,2,248,5,10,0,91,11,3,14,4,0,0,1,0,3,0,3,2,1,1,53,68
23/03/2018,2018,Round 1,Etihad Stadium,Rory Atkins,Adelaide,Essendon,Away,1,9515,4,9,10,71.4,0,0,0,0,1,0,4,304,2,3,0,86,8,6,14,1,0,2,2,0,4,1,1,2,1,0,50,39
23/03/2018,2018,Round 1,Etihad Stadium,Richard Douglas,Adelaide,Essendon,Away,0,9515,5,9,8,61.5,0,0,2,2,0,2,9,269,4,4,0,84,7,6,13,3,1,2,0,0,2,2,4,1,0,4,38,50
23/03/2018,2018,Round 1,Etihad Stadium,Sam Jacobs,Adelaide,Essendon,Away,0,9515,6,9,12,92.3,1,0,3,0,0,2,4,66,3,1,0,84,5,8,13,3,0,0,1,33,0,2,2,0,1,1,75,90
23/03/2018,2018,Round 1,Etihad Stadium,Hugh Greenwood,Adelaide,Essendon,Away,0,9515,8,3,7,53.8,0,0,0,0,2,1,5,119,4,3,0,65,8,5,13,1,1,1,2,0,0,3,4,0,0,0,52,45
23/03/2018,2018,Round 1,Etihad Stadium,Josh Jenkins,Adelaide,Essendon,Away,1,9515,6,5,7,63.6,3,4,3,0,0,0,7,185,4,0,1,86,6,5,11,5,2,2,3,4,2,0,5,0,0,3,64,71
23/03/2018,2018,Round 1,Etihad Stadium,Kyle Hartigan,Adelaide,Essendon,Away,0,9515,3,7,9,81.8,0,0,8,0,0,0,2,137,2,6,0,96,4,7,11,4,0,0,0,0,1,0,0,0,0,0,38,44
23/03/2018,2018,Round 1,Etihad Stadium,Curtly Hampton,Adelaide,Essendon,Away,0,9515,0,9,8,88.9,0,2,0,0,0,0,3,126,1,0,0,60,6,3,9,4,1,0,3,0,3,0,0,0,0,0,54,45
23/03/2018,2018,Round 1,Etihad Stadium,Mitch McGovern,Adelaide,Essendon,Away,0,9515,5,4,6,66.7,1,0,3,0,1,0,6,237,3,1,2,88,6,3,9,4,1,1,3,0,3,1,3,0,0,3,46,51
23/03/2018,2018,Round 1,Etihad Stadium,Darcy Fogarty,Adelaide,Essendon,Away,0,9515,2,4,6,100,1,1,0,0,0,0,4,100,1,0,4,83,3,3,6,3,2,0,4,0,1,0,2,0,0,1,49,48
23/03/2018,2018,Round 1,Etihad Stadium,Lachlan Murphy,Adelaide,Essendon,Away,0,9515,3,3,3,50,0,0,1,0,0,0,3,18,0,0,0,75,4,2,6,1,1,1,2,0,0,0,0,0,0,0,34,32
24/03/2018,2018,Round 1,Etihad Stadium,Jack Steven,St Kilda,Brisbane,Home,1,9516,13,21,25,73.5,0,0,2,1,3,2,10,535,7,1,0,76,21,13,34,10,2,0,2,0,6,5,6,1,0,2,133,135
24/03/2018,2018,Round 1,Etihad Stadium,Sebastian Ross,St Kilda,Brisbane,Home,2,9516,10,21,25,78.1,0,0,2,1,2,0,6,604,5,3,0,77,20,12,32,6,0,0,7,0,7,2,5,2,2,3,123,113
24/03/2018,2018,Round 1,Etihad Stadium,Blake Acres,St Kilda,Brisbane,Home,0,9516,12,19,25,83.3,1,1,3,0,0,1,9,354,3,8,0,85,14,16,30,9,1,0,4,0,4,1,1,2,1,0,124,144
24/03/2018,2018,Round 1,Etihad Stadium,Jarryn Geary,St Kilda,Brisbane,Home,0,9516,9,17,23,85.2,0,0,2,1,0,2,1,389,4,7,1,87,15,12,27,8,0,0,1,0,2,2,3,4,0,0,97,100
24/03/2018,2018,Round 1,Etihad Stadium,Jack Billings,St Kilda,Brisbane,Home,3,9516,11,17,17,65.4,0,3,0,0,0,0,14,495,4,3,1,89,18,8,26,9,2,3,3,0,5,0,3,2,2,1,123,133
24/03/2018,2018,Round 1,Etihad Stadium,Jack Newnes,St Kilda,Brisbane,Home,0,9516,7,20,17,68,0,0,4,3,1,1,6,415,5,5,0,89,15,10,25,6,0,0,2,0,7,2,4,3,2,1,90,88
24/03/2018,2018,Round 1,Etihad Stadium,David Armitage,St Kilda,Brisbane,Home,1,9516,7,17,21,87.5,0,0,0,0,3,1,7,141,1,2,0,75,8,16,24,7,0,0,2,0,2,4,2,0,1,2,80,79
24/03/2018,2018,Round 1,Etihad Stadium,Shane Savage,St Kilda,Brisbane,Home,0,9516,3,21,19,79.2,0,0,3,2,0,0,5,434,5,3,0,88,18,6,24,7,0,0,1,0,4,0,1,3,1,0,92,92
24/03/2018,2018,Round 1,Etihad Stadium,Dylan Roberton,St Kilda,Brisbane,Home,1,9516,5,18,19,79.2,0,0,2,0,0,0,3,358,2,7,0,81,19,5,24,10,0,0,2,0,2,0,4,4,1,1,103,90
24/03/2018,2018,Round 1,Etihad Stadium,Koby Stevens,St Kilda,Brisbane,Home,0,9516,9,15,18,78.3,0,0,2,0,2,1,4,53,0,2,0,77,9,14,23,5,0,1,4,0,0,3,3,2,1,2,82,72
24/03/2018,2018,Round 1,Etihad Stadium,Jimmy Webster,St Kilda,Brisbane,Home,0,9516,3,16,12,66.7,0,0,7,0,0,0,5,299,4,5,0,84,14,4,18,8,0,0,2,0,2,0,3,5,1,1,80,81
24/03/2018,2018,Round 1,Etihad Stadium,Jack Steele,St Kilda,Brisbane,Home,2,9516,6,13,15,83.3,0,0,1,0,0,0,5,205,3,4,0,71,6,12,18,3,0,0,3,0,2,0,3,1,0,2,57,74
24/03/2018,2018,Round 1,Etihad Stadium,Tim Membrey,St Kilda,Brisbane,Home,1,9516,4,12,10,62.5,2,6,1,1,0,0,10,261,1,0,2,89,13,3,16,9,2,3,3,0,3,0,1,0,1,0,100,107
24/03/2018,2018,Round 1,Etihad Stadium,Jade Gresham,St Kilda,Brisbane,Home,0,9516,6,11,14,87.5,0,0,1,1,0,4,6,301,2,0,1,85,11,5,16,3,3,1,3,0,5,4,3,0,1,2,78,96
24/03/2018,2018,Round 1,Etihad Stadium,Ben Long,St Kilda,Brisbane,Home,0,9516,4,12,10,66.7,0,1,3,0,1,0,5,161,6,3,0,83,7,8,15,6,1,0,3,0,2,1,3,0,1,2,68,61
24/03/2018,2018,Round 1,Etihad Stadium,Jake Carlisle,St Kilda,Brisbane,Home,0,9516,5,9,13,100,1,0,2,0,0,0,2,91,0,7,0,95,8,5,13,8,0,0,1,0,0,0,0,2,1,0,63,71
24/03/2018,2018,Round 1,Etihad Stadium,Josh Bruce,St Kilda,Brisbane,Home,1,9516,4,9,10,83.3,0,1,2,1,0,0,5,231,0,1,0,90,5,7,12,6,3,0,0,3,4,0,2,1,1,1,66,76
24/03/2018,2018,Round 1,Etihad Stadium,Jack Sinclair,St Kilda,Brisbane,Home,0,9516,6,7,8,66.7,0,0,6,0,0,1,4,31,3,2,0,78,1,11,12,3,0,0,2,0,0,1,2,0,0,1,39,49
24/03/2018,2018,Round 1,Etihad Stadium,Hunter Clark,St Kilda,Brisbane,Home,1,9516,1,11,9,75,1,0,2,0,0,0,4,219,1,1,0,62,8,4,12,3,1,0,1,0,1,0,1,1,0,0,51,40
24/03/2018,2018,Round 1,Etihad Stadium,Nathan Brown,St Kilda,Brisbane,Home,0,9516,2,6,7,100,0,0,7,0,0,0,2,147,1,4,0,91,5,2,7,5,0,0,2,0,0,0,1,2,1,1,40,44
24/03/2018,2018,Round 1,Etihad Stadium,Billy Longer,St Kilda,Brisbane,Home,0,9516,3,4,5,71.4,0,0,2,0,0,2,1,4,0,2,0,80,1,6,7,1,0,0,0,22,0,2,3,0,1,3,32,34
24/03/2018,2018,Round 1,Etihad Stadium,Patrick McCartin,St Kilda,Brisbane,Home,1,9516,3,4,3,42.9,0,1,0,0,0,0,2,101,4,0,0,69,6,1,7,3,1,0,0,0,1,0,3,0,2,0,37,24
24/03/2018,2018,Round 1,Etihad Stadium,Lewis Taylor,Brisbane,St Kilda,Away,1,9516,8,20,20,74.1,0,0,2,0,1,1,7,307,6,2,0,85,15,12,27,9,0,0,2,0,1,2,2,3,0,0,104,94
24/03/2018,2018,Round 1,Etihad Stadium,Nicholas Robertson,Brisbane,St Kilda,Away,0,9516,11,15,22,81.5,0,0,0,1,2,3,2,284,3,5,1,86,12,15,27,4,0,0,6,0,2,5,4,5,2,0,104,98
24/03/2018,2018,Round 1,Etihad Stadium,Dayne Beams,Brisbane,St Kilda,Away,0,9516,11,15,16,61.5,1,1,1,0,2,5,8,345,6,0,2,87,14,12,26,6,0,1,3,0,7,7,5,1,3,1,97,69
24/03/2018,2018,Round 1,Etihad Stadium,Luke Hodge,Brisbane,St Kilda,Away,0,9516,8,13,19,76,0,0,3,0,0,0,2,284,3,11,0,81,14,11,25,5,0,0,2,0,0,0,2,2,2,1,86,93
24/03/2018,2018,Round 1,Etihad Stadium,Mitch Robinson,Brisbane,St Kilda,Away,0,9516,11,14,17,73.9,2,0,2,0,1,2,6,354,3,0,0,72,12,11,23,7,1,0,2,0,5,3,5,1,2,2,89,83
24/03/2018,2018,Round 1,Etihad Stadium,Allen Christensen,Brisbane,St Kilda,Away,1,9516,6,16,15,71.4,0,0,2,0,1,2,6,197,3,2,0,85,9,12,21,3,1,0,0,0,2,3,4,0,0,2,60,66
24/03/2018,2018,Round 1,Etihad Stadium,Alex Witherden,Brisbane,St Kilda,Away,0,9516,6,12,18,85.7,0,0,2,0,2,0,2,239,1,6,0,79,12,9,21,3,0,0,2,0,1,2,1,5,1,0,72,89
24/03/2018,2018,Round 1,Etihad Stadium,Stefan Martin,Brisbane,St Kilda,Away,1,9516,10,10,13,68.4,0,0,3,1,2,3,6,171,3,2,0,94,8,11,19,0,0,0,1,42,2,5,4,3,5,1,94,111
24/03/2018,2018,Round 1,Etihad Stadium,Sam Mayes,Brisbane,St Kilda,Away,0,9516,4,14,13,68.4,0,1,3,0,0,2,4,357,4,4,1,88,13,6,19,4,0,1,2,0,3,2,3,0,0,1,69,74
24/03/2018,2018,Round 1,Etihad Stadium,Jarrod Berry,Brisbane,St Kilda,Away,1,9516,6,13,16,84.2,0,2,3,0,2,1,5,290,2,1,0,73,13,6,19,8,3,0,3,0,2,3,3,0,1,0,106,103
