trunc,event_name,path,selection_name,odds
2013-03-28,Match Odds,AFL 2013/Round 1 - 28 March/Carlton v Richmond,Carlton Blues,2.0201
2013-03-28,Match Odds,AFL 2013/Round 1 - 28 March/Carlton v Richmond,Richmond Tigers,1.9757
2013-03-30,Match Odds,AFL 2013/Round 1 - 30 March/Gold Coast v St Kilda,Gold Coast Suns,3.4932
2013-03-30,Match Odds,AFL 2013/Round 1 - 30 March/Gold Coast v St Kilda,St Kilda Saints,1.3879
2013-03-30,Match Odds,AFL 2013/Round 1 - 30 March/Greater Western Sydney v Sydney,Greater Western Sydney Giants,21.2333
2013-03-30,Match Odds,AFL 2013/Round 1 - 30 March/Greater Western Sydney v Sydney,Sydney Swans,1.0492
2013-03-30,Match Odds,AFL 2013/Round 1 - 30 March/Western Bulldogs v Brisbane,Brisbane Lions,1.2858
2013-03-30,Match Odds,AFL 2013/Round 1 - 30 March/Western Bulldogs v Brisbane,Western Bulldogs,4.3742
2013-03-31,Match Odds,AFL 2013/Round 1 - 31 March/Melbourne v Port Adelaide,Melbourne Demons,1.9796
2013-03-31,Match Odds,AFL 2013/Round 1 - 31 March/Melbourne v Port Adelaide,Port Adelaide Power,2.0091
2013-03-31,Match Odds,AFL 2013/Round 1 - 31 March/North Melbourne v Collingwood,Collingwood Magpies,1.7282
2013-03-31,Match Odds,AFL 2013/Round 1 - 31 March/North Melbourne v Collingwood,North Melbourne Kangaroos,2.3539
2013-04-01,Match Odds,AFL 2013/Round 1 - 01 April/Hawthorn v Geelong,Geelong Cats,2.5096
2013-04-01,Match Odds,AFL 2013/Round 1 - 01 April/Hawthorn v Geelong,Hawthorn Hawks,1.6549
2013-04-05,Match Odds,AFL 2013/Round 2 - 05 April/St Kilda v Richmond,Richmond,1.4843
2013-04-05,Match Odds,AFL 2013/Round 2 - 05 April/St Kilda v Richmond,St Kilda,3.032
2013-04-06,Match Odds,AFL 2013/Round 2 - 06 April/Brisbane v Adelaide,Adelaide,1.8941
2013-04-06,Match Odds,AFL 2013/Round 2 - 06 April/Brisbane v Adelaide,Brisbane Lions,2.1085
2013-04-06,Match Odds,AFL 2013/Round 2 - 06 April/Port Adelaide v Greater Western Sydney,Greater Western Sydney Giants,7.655
2013-04-06,Match Odds,AFL 2013/Round 2 - 06 April/Port Adelaide v Greater Western Sydney,Port Adelaide Power,1.1487
2013-04-06,Match Odds,AFL 2013/Round 2 - 06 April/Sydney v Gold Coast,Gold Coast Suns,10.9526
2013-04-06,Match Odds,AFL 2013/Round 2 - 06 April/Sydney v Gold Coast,Sydney Swans,1.1013
2013-04-06,Match Odds,AFL 2013/Round 2 - 06 April/Western Bulldogs v Fremantle,Fremantle,1.3306
2013-04-06,Match Odds,AFL 2013/Round 2 - 06 April/Western Bulldogs v Fremantle,Western Bulldogs,4.0127
2013-04-07,Match Odds,AFL 2013/Round 2 - 07 April/Collingwood v Carlton,Carlton,2.7499
2013-04-07,Match Odds,AFL 2013/Round 2 - 07 April/Collingwood v Carlton,Collingwood,1.5564
2013-04-07,Match Odds,AFL 2013/Round 2 - 07 April/Geelong v North Melbourne,Geelong Cats,1.5237
2013-04-07,Match Odds,AFL 2013/Round 2 - 07 April/Geelong v North Melbourne,North Melbourne,2.8881
2013-04-07,Match Odds,AFL 2013/Round 2 - 07 April/West Coast v Hawthorn,Hawthorn,1.9837
2013-04-07,Match Odds,AFL 2013/Round 2 - 07 April/West Coast v Hawthorn,West Coast Eagles,2.0074
2013-04-12,Match Odds,AFL 2013/Round 3 - 12 April/Fremantle v Essendon,Essendon,3.1009
2013-04-12,Match Odds,AFL 2013/Round 3 - 12 April/Fremantle v Essendon,Fremantle,1.4661
2013-04-13,Match Odds,AFL 2013/Round 3 - 13 April/Geelong v Carlton,Carlton,2.8118
2013-04-13,Match Odds,AFL 2013/Round 3 - 13 April/Geelong v Carlton,Geelong Cats,1.5473
2013-04-13,Match Odds,AFL 2013/Round 3 - 13 April/Gold Coast v Brisbane,Brisbane Lions,1.5482
2013-04-13,Match Odds,AFL 2013/Round 3 - 13 April/Gold Coast v Brisbane,Gold Coast Suns,2.8127
2013-04-13,Match Odds,AFL 2013/Round 3 - 13 April/Greater Western Sydney v St Kilda,Greater Western Sydney Giants,5.0112
2013-04-13,Match Odds,AFL 2013/Round 3 - 13 April/Greater Western Sydney v St Kilda,St Kilda,1.244
2013-04-13,Match Odds,AFL 2013/Round 3 - 13 April/Melbourne v West Coast,Melbourne Demons,18.6
2013-04-13,Match Odds,AFL 2013/Round 3 - 13 April/Melbourne v West Coast,West Coast Eagles,1.0506
2013-04-13,Match Odds,AFL 2013/Round 3 - 13 April/North Melbourne v Sydney,North Melbourne,2.2485
2013-04-13,Match Odds,AFL 2013/Round 3 - 13 April/North Melbourne v Sydney,Sydney Swans,1.7943
2013-04-14,Match Odds,AFL 2013/Round 3 - 14 April/Collingwood v Hawthorn,Collingwood,2.5545
2013-04-14,Match Odds,AFL 2013/Round 3 - 14 April/Collingwood v Hawthorn,Hawthorn,1.6248
2013-04-14,Match Odds,AFL 2013/Round 3 - 14 April/Port Adelaide v Adelaide,Adelaide,1.47
2013-04-14,Match Odds,AFL 2013/Round 3 - 14 April/Port Adelaide v Adelaide,Port Adelaide Power,3.0894
2013-04-14,Match Odds,AFL 2013/Round 3 - 14 April/Richmond v Western Bulldogs,Richmond,1.3022
2013-04-14,Match Odds,AFL 2013/Round 3 - 14 April/Richmond v Western Bulldogs,Western Bulldogs,4.2866
2013-04-19,Match Odds,AFL 2013/Round 4 - 19 April/Sydney v Geelong,Geelong Cats,2.5926
2013-04-19,Match Odds,AFL 2013/Round 4 - 19 April/Sydney v Geelong,Sydney Swans,1.6104
2013-04-20,Match Odds,AFL 2013/Round 4 - 20 April/Gold Coast v Port Adelaide,Gold Coast Suns,2.9403
2013-04-20,Match Odds,AFL 2013/Round 4 - 20 April/Gold Coast v Port Adelaide,Port Adelaide Power,1.5169
2013-04-20,Match Odds,AFL 2013/Round 4 - 20 April/Hawthorn v Fremantle,Fremantle,6.3146
2013-04-20,Match Odds,AFL 2013/Round 4 - 20 April/Hawthorn v Fremantle,Hawthorn,1.186
2013-04-20,Match Odds,AFL 2013/Round 4 - 20 April/Richmond v Collingwood,Collingwood,1.9974
2013-04-20,Match Odds,AFL 2013/Round 4 - 20 April/Richmond v Collingwood,Richmond,1.9929
2013-04-20,Match Odds,AFL 2013/Round 4 - 20 April/St Kilda v Essendon,Essendon,1.5399
2013-04-20,Match Odds,AFL 2013/Round 4 - 20 April/St Kilda v Essendon,St Kilda,2.8231
2013-04-20,Match Odds,AFL 2013/Round 4 - 20 April/West Coast v Carlton,Carlton,2.9934
2013-04-20,Match Odds,AFL 2013/Round 4 - 20 April/West Coast v Carlton,West Coast Eagles,1.4954
2013-04-21,Match Odds,AFL 2013/Round 4 - 21 April/Adelaide v Western Bulldogs,Adelaide,1.1463
2013-04-21,Match Odds,AFL 2013/Round 4 - 21 April/Adelaide v Western Bulldogs,Western Bulldogs,7.8447
2013-04-21,Match Odds,AFL 2013/Round 4 - 21 April/Melbourne v Greater Western Sydney,Greater Western Sydney Giants,3.1158
2013-04-21,Match Odds,AFL 2013/Round 4 - 21 April/Melbourne v Greater Western Sydney,Melbourne Demons,1.4607
2013-04-21,Match Odds,AFL 2013/Round 4 - 21 April/North Melbourne v Brisbane,Brisbane Lions,4.4559
2013-04-21,Match Odds,AFL 2013/Round 4 - 21 April/North Melbourne v Brisbane,North Melbourne,1.2887
2013-04-25,Match Odds,AFL 2013/Round 5 - 25 April/Essendon v Collingwood,Collingwood,1.7189
2013-04-25,Match Odds,AFL 2013/Round 5 - 25 April/Essendon v Collingwood,Essendon,2.3722
2013-04-25,Match Odds,AFL 2013/Round 5 - 25 April/St Kilda v Sydney,St Kilda,6.297
2013-04-25,Match Odds,AFL 2013/Round 5 - 25 April/St Kilda v Sydney,Sydney Swans,1.185
2013-04-26,Match Odds,AFL 2013/Round 5 - 26 April/Fremantle v Richmond,Fremantle,1.4979
2013-04-26,Match Odds,AFL 2013/Round 5 - 26 April/Fremantle v Richmond,Richmond,2.9936
2013-04-27,Match Odds,AFL 2013/Round 5 - 27 April/Carlton v Adelaide,Adelaide,3.0743
2013-04-27,Match Odds,AFL 2013/Round 5 - 27 April/Carlton v Adelaide,Carlton,1.4703
2013-04-27,Match Odds,AFL 2013/Round 5 - 27 April/Greater Western Sydney v Gold Coast,Gold Coast Suns,1.3657
2013-04-27,Match Odds,AFL 2013/Round 5 - 27 April/Greater Western Sydney v Gold Coast,Greater Western Sydney Giants,3.7286
2013-04-27,Match Odds,AFL 2013/Round 5 - 27 April/Port Adelaide v West Coast,Port Adelaide Power,2.0313
2013-04-27,Match Odds,AFL 2013/Round 5 - 27 April/Port Adelaide v West Coast,West Coast Eagles,1.9568
2013-04-27,Match Odds,AFL 2013/Round 5 - 27 April/Western Bulldogs v Geelong,Geelong Cats,1.0355
2013-04-27,Match Odds,AFL 2013/Round 5 - 27 April/Western Bulldogs v Geelong,Western Bulldogs,26.4221
2013-04-28,Match Odds,AFL 2013/Round 5 - 28 April/Brisbane v Melbourne,Brisbane Lions,1.2091
2013-04-28,Match Odds,AFL 2013/Round 5 - 28 April/Brisbane v Melbourne,Melbourne Demons,5.6737
2013-04-28,Match Odds,AFL 2013/Round 5 - 28 April/Hawthorn v North Melbourne,Hawthorn,1.198
2013-04-28,Match Odds,AFL 2013/Round 5 - 28 April/Hawthorn v North Melbourne,North Melbourne,6.0482
2013-05-03,Match Odds,AFL 2013/Round 6 - 03 May/Collingwood v St Kilda,Collingwood,1.27
2013-05-03,Match Odds,AFL 2013/Round 6 - 03 May/Collingwood v St Kilda,St Kilda,4.5195
2013-05-04,Match Odds,AFL 2013/Round 6 - 04 May/Adelaide v Hawthorn,Adelaide,5.5706
2013-05-04,Match Odds,AFL 2013/Round 6 - 04 May/Adelaide v Hawthorn,Hawthorn,1.2138
2013-05-04,Match Odds,AFL 2013/Round 6 - 04 May/Essendon v Greater Western Sydney,Essendon,1.0163
2013-05-04,Match Odds,AFL 2013/Round 6 - 04 May/Essendon v Greater Western Sydney,Greater Western Sydney Giants,56.224
2013-05-04,Match Odds,AFL 2013/Round 6 - 04 May/Gold Coast v Fremantle,Fremantle,1.5308
2013-05-04,Match Odds,AFL 2013/Round 6 - 04 May/Gold Coast v Fremantle,Gold Coast Suns,2.8585
2013-05-04,Match Odds,AFL 2013/Round 6 - 04 May/North Melbourne v Port Adelaide,North Melbourne,1.4055
2013-05-04,Match Odds,AFL 2013/Round 6 - 04 May/North Melbourne v Port Adelaide,Port Adelaide Power,3.4494
2013-05-04,Match Odds,AFL 2013/Round 6 - 04 May/Richmond v Geelong,Geelong Cats,1.4688
2013-05-04,Match Odds,AFL 2013/Round 6 - 04 May/Richmond v Geelong,Richmond,3.1111
2013-05-05,Match Odds,AFL 2013/Round 6 - 05 May/Carlton v Melbourne,Carlton,1.0295
2013-05-05,Match Odds,AFL 2013/Round 6 - 05 May/Carlton v Melbourne,Melbourne Demons,34.4158
2013-05-05,Match Odds,AFL 2013/Round 6 - 05 May/Sydney v Brisbane,Brisbane Lions,13.0536
2013-05-05,Match Odds,AFL 2013/Round 6 - 05 May/Sydney v Brisbane,Sydney Swans,1.0836
2013-05-05,Match Odds,AFL 2013/Round 6 - 05 May/West Coast v Western Bulldogs,West Coast Eagles,1.0463
2013-05-05,Match Odds,AFL 2013/Round 6 - 05 May/West Coast v Western Bulldogs,Western Bulldogs,21.5564
2013-05-10,Match Odds,AFL 2013/Round 7 - 10 May/Geelong v Essendon,Essendon,2.3958
2013-05-10,Match Odds,AFL 2013/Round 7 - 10 May/Geelong v Essendon,Geelong Cats,1.7094
2013-05-11,Match Odds,AFL 2013/Round 7 - 11 May/Brisbane v West Coast,Brisbane Lions,4.6977
2013-05-11,Match Odds,AFL 2013/Round 7 - 11 May/Brisbane v West Coast,West Coast Eagles,1.2699
2013-05-11,Match Odds,AFL 2013/Round 7 - 11 May/Fremantle v Collingwood,Collingwood,1.576
2013-05-11,Match Odds,AFL 2013/Round 7 - 11 May/Fremantle v Collingwood,Fremantle,2.7483
2013-05-11,Match Odds,AFL 2013/Round 7 - 11 May/Hawthorn v Sydney,Hawthorn,1.5387
2013-05-11,Match Odds,AFL 2013/Round 7 - 11 May/Hawthorn v Sydney,Sydney Swans,2.8376
2013-05-11,Match Odds,AFL 2013/Round 7 - 11 May/Port Adelaide v Richmond,Port Adelaide Power,1.6706
2013-05-11,Match Odds,AFL 2013/Round 7 - 11 May/Port Adelaide v Richmond,Richmond,2.4753
2013-05-11,Match Odds,AFL 2013/Round 7 - 11 May/Western Bulldogs v North Melbourne,North Melbourne,1.1236
2013-05-11,Match Odds,AFL 2013/Round 7 - 11 May/Western Bulldogs v North Melbourne,Western Bulldogs,8.7
2013-05-12,Match Odds,AFL 2013/Round 7 - 12 May/Greater Western Sydney v Adelaide,Adelaide,1.0768
2013-05-12,Match Odds,AFL 2013/Round 7 - 12 May/Greater Western Sydney v Adelaide,Greater Western Sydney Giants,13.1789
2013-05-12,Match Odds,AFL 2013/Round 7 - 12 May/Melbourne v Gold Coast,Gold Coast Suns,1.7472
2013-05-12,Match Odds,AFL 2013/Round 7 - 12 May/Melbourne v Gold Coast,Melbourne Demons,2.32
2013-05-13,Match Odds,AFL 2013/Round 7 - 13 May/St Kilda v Carlton,Carlton,1.2937
2013-05-13,Match Odds,AFL 2013/Round 7 - 13 May/St Kilda v Carlton,St Kilda,4.3322
2013-05-17,Match Odds,AFL 2013/Round 8 - 17 May/West Coast v North Melbourne,North Melbourne,3.3959
2013-05-17,Match Odds,AFL 2013/Round 8 - 17 May/West Coast v North Melbourne,West Coast Eagles,1.4096
2013-05-18,Match Odds,AFL 2013/Round 8 - 18 May/Collingwood v Geelong,Collingwood,3.5864
2013-05-18,Match Odds,AFL 2013/Round 8 - 18 May/Collingwood v Geelong,Geelong Cats,1.3836
2013-05-18,Match Odds,AFL 2013/Round 8 - 18 May/Essendon v Brisbane,Brisbane Lions,13.3208
2013-05-18,Match Odds,AFL 2013/Round 8 - 18 May/Essendon v Brisbane,Essendon,1.0741
2013-05-18,Match Odds,AFL 2013/Round 8 - 18 May/Gold Coast v Western Bulldogs,Gold Coast Suns,1.7349
2013-05-18,Match Odds,AFL 2013/Round 8 - 18 May/Gold Coast v Western Bulldogs,Western Bulldogs,2.3394
2013-05-18,Match Odds,AFL 2013/Round 8 - 18 May/Hawthorn v Greater Western Sydney,Greater Western Sydney Giants,79.6192
2013-05-18,Match Odds,AFL 2013/Round 8 - 18 May/Hawthorn v Greater Western Sydney,Hawthorn,1.0101
2013-05-18,Match Odds,AFL 2013/Round 8 - 18 May/Sydney v Fremantle,Fremantle,3.8501
2013-05-18,Match Odds,AFL 2013/Round 8 - 18 May/Sydney v Fremantle,Sydney Swans,1.3407
2013-05-19,Match Odds,AFL 2013/Round 8 - 19 May/Adelaide v St Kilda,Adelaide,1.384
2013-05-19,Match Odds,AFL 2013/Round 8 - 19 May/Adelaide v St Kilda,St Kilda,3.4865
2013-05-19,Match Odds,AFL 2013/Round 8 - 19 May/Carlton v Port Adelaide,Carlton,1.4196
2013-05-19,Match Odds,AFL 2013/Round 8 - 19 May/Carlton v Port Adelaide,Port Adelaide Power,3.3407
2013-05-19,Match Odds,AFL 2013/Round 8 - 19 May/Richmond v Melbourne,Melbourne Demons,17.2368
2013-05-19,Match Odds,AFL 2013/Round 8 - 19 May/Richmond v Melbourne,Richmond,1.059
2013-05-21,Match Odds,Foxtel Cup 2013/Fixtures 21 May/Norwood v East Fremantle,East Fremantle,3.8303
2013-05-21,Match Odds,Foxtel Cup 2013/Fixtures 21 May/Norwood v East Fremantle,Norwood,1.3057
2013-05-24,Match Odds,AFL 2013/Round 9 - 24 May/Collingwood v Sydney,Collingwood,1.682
2013-05-24,Match Odds,AFL 2013/Round 9 - 24 May/Collingwood v Sydney,Sydney Swans,2.4491
2013-05-25,Match Odds,AFL 2013/Round 9 - 25 May/Brisbane v Carlton,Brisbane Lions,2.9899
2013-05-25,Match Odds,AFL 2013/Round 9 - 25 May/Brisbane v Carlton,Carlton,1.4965
2013-05-25,Match Odds,AFL 2013/Round 9 - 25 May/Greater Western Sydney v West Coast,Greater Western Sydney Giants,23.018
2013-05-25,Match Odds,AFL 2013/Round 9 - 25 May/Greater Western Sydney v West Coast,West Coast Eagles,1.0465
2013-05-25,Match Odds,AFL 2013/Round 9 - 25 May/Port Adelaide v Geelong,Geelong Cats,1.2329
2013-05-25,Match Odds,AFL 2013/Round 9 - 25 May/Port Adelaide v Geelong,Port Adelaide Power,5.1846
2013-05-25,Match Odds,AFL 2013/Round 9 - 25 May/Richmond v Essendon,Essendon,1.8552
2013-05-25,Match Odds,AFL 2013/Round 9 - 25 May/Richmond v Essendon,Richmond,2.1483
2013-05-25,Match Odds,AFL 2013/Round 9 - 25 May/St Kilda v Western Bulldogs,St Kilda,1.204
2013-05-25,Match Odds,AFL 2013/Round 9 - 25 May/St Kilda v Western Bulldogs,Western Bulldogs,5.7983
2013-05-26,Match Odds,AFL 2013/Round 9 - 26 May/Fremantle v Melbourne,Fremantle,1.0352
2013-05-26,Match Odds,AFL 2013/Round 9 - 26 May/Fremantle v Melbourne,Melbourne Demons,27.1454
2013-05-26,Match Odds,AFL 2013/Round 9 - 26 May/Hawthorn v Gold Coast,Gold Coast Suns,29.5373
2013-05-26,Match Odds,AFL 2013/Round 9 - 26 May/Hawthorn v Gold Coast,Hawthorn,1.0301
2013-05-26,Match Odds,AFL 2013/Round 9 - 26 May/North Melbourne v Adelaide,Adelaide,3.197
2013-05-26,Match Odds,AFL 2013/Round 9 - 26 May/North Melbourne v Adelaide,North Melbourne,1.4381
2013-05-28,Match Odds,Foxtel Cup 2013/Fixtures 28 May/Werribee v Queanbeyan,Werribee,1.05
2013-05-31,Match Odds,AFL 2013/Round 10 - 31 May/Brisbane v Collingwood,Brisbane Lions,4.9234
2013-05-31,Match Odds,AFL 2013/Round 10 - 31 May/Brisbane v Collingwood,Collingwood,1.2513
2013-06-01,Match Odds,AFL 2013/Round 10 - 01 June/Adelaide v Fremantle,Adelaide,1.9498
2013-06-01,Match Odds,AFL 2013/Round 10 - 01 June/Adelaide v Fremantle,Fremantle,2.051
2013-06-01,Match Odds,AFL 2013/Round 10 - 01 June/Carlton v Greater Western Sydney,Carlton,1.02
2013-06-01,Match Odds,AFL 2013/Round 10 - 01 June/Carlton v Greater Western Sydney,Greater Western Sydney Giants,42.28
2013-06-01,Match Odds,AFL 2013/Round 10 - 01 June/Geelong v Gold Coast,Geelong Cats,1.0609
2013-06-01,Match Odds,AFL 2013/Round 10 - 01 June/Geelong v Gold Coast,Gold Coast Suns,16.4314
2013-06-01,Match Odds,AFL 2013/Round 10 - 01 June/Sydney v Essendon,Essendon,2.6098
2013-06-01,Match Odds,AFL 2013/Round 10 - 01 June/Sydney v Essendon,Sydney Swans,1.6019
2013-06-01,Match Odds,AFL 2013/Round 10 - 01 June/Western Bulldogs v Port Adelaide,Port Adelaide Power,1.5355
2013-06-01,Match Odds,AFL 2013/Round 10 - 01 June/Western Bulldogs v Port Adelaide,Western Bulldogs,2.8482
2013-06-02,Match Odds,AFL 2013/Round 10 - 02 June/Melbourne v Hawthorn,Hawthorn,1.0226
2013-06-02,Match Odds,AFL 2013/Round 10 - 02 June/Melbourne v Hawthorn,Melbourne Demons,41.1104
2013-06-02,Match Odds,AFL 2013/Round 10 - 02 June/North Melbourne v St Kilda,North Melbourne,1.2336
2013-06-02,Match Odds,AFL 2013/Round 10 - 02 June/North Melbourne v St Kilda,St Kilda,5.154
2013-06-03,Match Odds,AFL 2013/Round 10 - 03 June/West Coast v Richmond,Richmond,4.0661
2013-06-03,Match Odds,AFL 2013/Round 10 - 03 June/West Coast v Richmond,West Coast Eagles,1.3207
2013-06-07,Match Odds,AFL 2013/Round 11 - 07 June/Essendon v Carlton,Carlton,2.0777
2013-06-07,Match Odds,AFL 2013/Round 11 - 07 June/Essendon v Carlton,Essendon,1.9196
2013-06-08,Match Odds,AFL 2013/Round 11 - 08 June/Adelaide v Sydney,Adelaide,2.7519
2013-06-08,Match Odds,AFL 2013/Round 11 - 08 June/Adelaide v Sydney,Sydney Swans,1.5657
2013-06-08,Match Odds,AFL 2013/Round 11 - 08 June/Gold Coast v North Melbourne,Gold Coast Suns,3.8603
2013-06-08,Match Odds,AFL 2013/Round 11 - 08 June/Gold Coast v North Melbourne,North Melbourne,1.3398
2013-06-08,Match Odds,AFL 2013/Round 11 - 08 June/Greater Western Sydney v Geelong,Geelong Cats,1.01
2013-06-08,Match Odds,AFL 2013/Round 11 - 08 June/Greater Western Sydney v Geelong,Greater Western Sydney Giants,61.759
2013-06-09,Match Odds,AFL 2013/Round 11 - 09 June/St Kilda v West Coast,St Kilda,3.0643
2013-06-09,Match Odds,AFL 2013/Round 11 - 09 June/St Kilda v West Coast,West Coast Eagles,1.4759
2013-06-10,Match Odds,AFL 2013/Round 11 - 10 June/Melbourne v Collingwood,Collingwood,1.0403
2013-06-10,Match Odds,AFL 2013/Round 11 - 10 June/Melbourne v Collingwood,Melbourne Demons,24.6333
2013-06-11,Match Odds,Foxtel Cup 2013/Fixtures 11 June/Port Melbourne v West Adelaide,Port Melbourne,1.4098
2013-06-11,Match Odds,Foxtel Cup 2013/Fixtures 11 June/Port Melbourne v West Adelaide,West Adelaide,2.9879
2013-06-14,Match Odds,AFL 2013/Round 12 - 14 June/Carlton v Hawthorn,Carlton,4.4551
2013-06-14,Match Odds,AFL 2013/Round 12 - 14 June/Carlton v Hawthorn,Hawthorn,1.2796
2013-06-15,Match Odds,AFL 2013/Round 12 - 15 June/Essendon v Gold Coast,Essendon,1.1846
2013-06-15,Match Odds,AFL 2013/Round 12 - 15 June/Essendon v Gold Coast,Gold Coast Suns,6.2903
2013-06-15,Match Odds,AFL 2013/Round 12 - 15 June/Fremantle v Brisbane,Brisbane Lions,12.4704
2013-06-15,Match Odds,AFL 2013/Round 12 - 15 June/Fremantle v Brisbane,Fremantle,1.0803
2013-06-15,Match Odds,AFL 2013/Round 12 - 15 June/Richmond v Adelaide,Adelaide,3.1635
2013-06-15,Match Odds,AFL 2013/Round 12 - 15 June/Richmond v Adelaide,Richmond,1.4453
2013-06-16,Match Odds,AFL 2013/Round 12 - 16 June/Collingwood v Western Bulldogs,Collingwood,1.1475
2013-06-16,Match Odds,AFL 2013/Round 12 - 16 June/Collingwood v Western Bulldogs,Western Bulldogs,7.8159
2013-06-16,Match Odds,AFL 2013/Round 12 - 16 June/Greater Western Sydney v Port Adelaide,Greater Western Sydney Giants,4.413
2013-06-16,Match Odds,AFL 2013/Round 12 - 16 June/Greater Western Sydney v Port Adelaide,Port Adelaide Power,1.2873
2013-06-18,Match Odds,Foxtel Cup 2013/Fixtures 18 June/Claremont v Southport,Claremont,1.036
2013-06-21,Match Odds,AFL 2013/Round 13 - 21 June/Hawthorn v West Coast,Hawthorn,1.212
2013-06-21,Match Odds,AFL 2013/Round 13 - 21 June/Hawthorn v West Coast,West Coast Eagles,5.6066
2013-06-22,Match Odds,AFL 2013/Round 13 - 22 June/Port Adelaide v Sydney,Port Adelaide Power,11.4405
2013-06-22,Match Odds,AFL 2013/Round 13 - 22 June/Port Adelaide v Sydney,Sydney Swans,1.096
2013-06-22,Match Odds,AFL 2013/Round 13 - 22 June/St Kilda v Melbourne,Melbourne Demons,6.7325
2013-06-22,Match Odds,AFL 2013/Round 13 - 22 June/St Kilda v Melbourne,St Kilda,1.17
2013-06-22,Match Odds,AFL 2013/Round 13 - 22 June/Western Bulldogs v Richmond,Richmond,1.1111
2013-06-22,Match Odds,AFL 2013/Round 13 - 22 June/Western Bulldogs v Richmond,Western Bulldogs,9.8486
2013-06-23,Match Odds,AFL 2013/Round 13 - 23 June/Brisbane v Geelong,Brisbane Lions,6.3085
2013-06-23,Match Odds,AFL 2013/Round 13 - 23 June/Brisbane v Geelong,Geelong Cats,1.1785
2013-06-23,Match Odds,AFL 2013/Round 13 - 23 June/Fremantle v North Melbourne,Fremantle,1.4105
2013-06-23,Match Odds,AFL 2013/Round 13 - 23 June/Fremantle v North Melbourne,North Melbourne,3.3866
2013-06-27,Match Odds,AFL 2013/Round 14 - 27 June/West Coast v Essendon,Essendon,1.792
2013-06-27,Match Odds,AFL 2013/Round 14 - 27 June/West Coast v Essendon,West Coast Eagles,2.251
2013-06-28,Match Odds,AFL 2013/Round 14 - 28 June/Sydney v Carlton,Carlton,3.1476
2013-06-28,Match Odds,AFL 2013/Round 14 - 28 June/Sydney v Carlton,Sydney Swans,1.4587
2013-06-29,Match Odds,AFL 2013/Round 14 - 29 June/Geelong v Fremantle,Fremantle,3.3886
2013-06-29,Match Odds,AFL 2013/Round 14 - 29 June/Geelong v Fremantle,Geelong Cats,1.412
2013-06-29,Match Odds,AFL 2013/Round 14 - 29 June/Gold Coast v Adelaide,Adelaide Crows,1.678
2013-06-29,Match Odds,AFL 2013/Round 14 - 29 June/Gold Coast v Adelaide,Gold Coast Suns,2.4588
2013-06-29,Match Odds,AFL 2013/Round 14 - 29 June/Melbourne v Western Bulldogs,Melbourne Demons,4.2682
2013-06-29,Match Odds,AFL 2013/Round 14 - 29 June/Melbourne v Western Bulldogs,Western Bulldogs,1.3157
2013-06-29,Match Odds,AFL 2013/Round 14 - 29 June/Port Adelaide v Collingwood,Collingwood,1.4364
2013-06-29,Match Odds,AFL 2013/Round 14 - 29 June/Port Adelaide v Collingwood,Port Adelaide,3.2678
2013-06-30,Match Odds,AFL 2013/Round 14 - 30 June/Hawthorn v Brisbane,Brisbane Lions,11.1272
2013-06-30,Match Odds,AFL 2013/Round 14 - 30 June/Hawthorn v Brisbane,Hawthorn,1.098
2013-06-30,Match Odds,AFL 2013/Round 14 - 30 June/North Melbourne v Greater Western Sydney,Greater Western Sydney Giants,37.8229
2013-06-30,Match Odds,AFL 2013/Round 14 - 30 June/North Melbourne v Greater Western Sydney,North Melbourne,1.0276
2013-06-30,Match Odds,AFL 2013/Round 14 - 30 June/Richmond v St Kilda,Richmond,1.2031
2013-06-30,Match Odds,AFL 2013/Round 14 - 30 June/Richmond v St Kilda,St Kilda,5.7651
2013-07-05,Match Odds,AFL 2013/Round 15 - 05 July/Carlton v Collingwood,Carlton,1.6402
2013-07-05,Match Odds,AFL 2013/Round 15 - 05 July/Carlton v Collingwood,Collingwood,2.5241
2013-07-06,Match Odds,AFL 2013/Round 15 - 06 July/Adelaide v West Coast,Adelaide Crows,1.6627
2013-07-06,Match Odds,AFL 2013/Round 15 - 06 July/Adelaide v West Coast,West Coast Eagles,2.5062
2013-07-06,Match Odds,AFL 2013/Round 15 - 06 July/Brisbane v Gold Coast,Brisbane Lions,1.3471
2013-07-06,Match Odds,AFL 2013/Round 15 - 06 July/Brisbane v Gold Coast,Gold Coast Suns,3.7606
2013-07-06,Match Odds,AFL 2013/Round 15 - 06 July/Geelong v Hawthorn,Geelong Cats,2.59
2013-07-06,Match Odds,AFL 2013/Round 15 - 06 July/Geelong v Hawthorn,Hawthorn,1.6198
2013-07-06,Match Odds,AFL 2013/Round 15 - 06 July/Greater Western Sydney v Western Bulldogs,Greater Western Sydney Giants,5.0189
2013-07-06,Match Odds,AFL 2013/Round 15 - 06 July/Greater Western Sydney v Western Bulldogs,Western Bulldogs,1.2481
2013-07-06,Match Odds,AFL 2013/Round 15 - 06 July/North Melbourne v Richmond,North Melbourne,2.7038
2013-07-06,Match Odds,AFL 2013/Round 15 - 06 July/North Melbourne v Richmond,Richmond,1.5869
2013-07-07,Match Odds,AFL 2013/Round 15 - 07 July/Essendon v Port Adelaide,Essendon,1.3641
