trunc,event_name,path,selection_name,odds
2011-02-11,Match Odds,NAB Cup 2011/Week 1/Pool 1 - 11 February/1. Adelaide v Melbourne,Adelaide Crows,1.5495
2011-02-11,Match Odds,NAB Cup 2011/Week 1/Pool 1 - 11 February/1. Adelaide v Melbourne,Melbourne Demons,2.7832
2011-02-11,Match Odds,NAB Cup 2011/Week 1/Pool 1 - 11 February/2. Melbourne v Port Adelaide,Melbourne Demons,1.9211
2011-02-11,Match Odds,NAB Cup 2011/Week 1/Pool 1 - 11 February/2. Melbourne v Port Adelaide,Port Adelaide Power,2.0457
2011-02-11,Match Odds,NAB Cup 2011/Week 1/Pool 1 - 11 February/3. Adelaide v Port Adelaide,Adelaide Crows,1.5587
2011-02-11,Match Odds,NAB Cup 2011/Week 1/Pool 1 - 11 February/3. Adelaide v Port Adelaide,Port Adelaide Power,2.7319
2011-02-12,Match Odds,NAB Cup 2011/Week 1/Pool 2 - 12 February/1. Carlton v Richmond,Carlton Blues,1.4552
2011-02-12,Match Odds,NAB Cup 2011/Week 1/Pool 2 - 12 February/1. Carlton v Richmond,Richmond Tigers,2.8802
2011-02-12,Match Odds,NAB Cup 2011/Week 1/Pool 2 - 12 February/2. Richmond v Collingwood,Collingwood Magpies,1.229
2011-02-12,Match Odds,NAB Cup 2011/Week 1/Pool 2 - 12 February/2. Richmond v Collingwood,Richmond Tigers,4.8079
2011-02-12,Match Odds,NAB Cup 2011/Week 1/Pool 2 - 12 February/3. Carlton v Collingwood,Carlton Blues,2.8687
2011-02-12,Match Odds,NAB Cup 2011/Week 1/Pool 2 - 12 February/3. Carlton v Collingwood,Collingwood Magpies,1.5233
2011-02-13,Match Odds,NAB Cup 2011/Week 1/Pool 3 - 13 February/1. West Coast v Hawthorn,Hawthorn Hawks,3.8526
2011-02-13,Match Odds,NAB Cup 2011/Week 1/Pool 3 - 13 February/1. West Coast v Hawthorn,West Coast Eagles,1.3423
2011-02-13,Match Odds,NAB Cup 2011/Week 1/Pool 3 - 13 February/2. Hawthorn v Fremantle,Fremantle Dockers,1.2051
2011-02-13,Match Odds,NAB Cup 2011/Week 1/Pool 3 - 13 February/2. Hawthorn v Fremantle,Hawthorn Hawks,5.2045
2011-02-13,Match Odds,NAB Cup 2011/Week 1/Pool 3 - 13 February/3. West Coast v Fremantle,Fremantle Dockers,1.6487
2011-02-13,Match Odds,NAB Cup 2011/Week 1/Pool 3 - 13 February/3. West Coast v Fremantle,West Coast Eagles,2.4979
2011-02-18,Match Odds,NAB Cup 2011/Week 2/Pool 4 - 18 February/1. Essendon v Brisbane,Brisbane Lions,4.6243
2011-02-18,Match Odds,NAB Cup 2011/Week 2/Pool 4 - 18 February/1. Essendon v Brisbane,Essendon Bombers,1.2427
2011-02-18,Match Odds,NAB Cup 2011/Week 2/Pool 4 - 18 February/2. Brisbane v St Kilda,Brisbane Lions,6.5178
2011-02-18,Match Odds,NAB Cup 2011/Week 2/Pool 4 - 18 February/2. Brisbane v St Kilda,St Kilda Saints,1.1865
2011-02-18,Match Odds,NAB Cup 2011/Week 2/Pool 4 - 18 February/3. Essendon v St Kilda,Essendon Bombers,2.0038
2011-02-18,Match Odds,NAB Cup 2011/Week 2/Pool 4 - 18 February/3. Essendon v St Kilda,St Kilda Saints,1.8906
2011-02-19,Match Odds,NAB Cup 2011/Week 2/Pool 5 - 19 February/1. GWS v Sydney,Greater Western Sydney Giants,15.1087
2011-02-19,Match Odds,NAB Cup 2011/Week 2/Pool 5 - 19 February/1. GWS v Sydney,Sydney Swans,1.0611
2011-02-19,Match Odds,NAB Cup 2011/Week 2/Pool 5 - 19 February/2. Sydney v Gold Coast,Gold Coast Suns,4.9328
2011-02-19,Match Odds,NAB Cup 2011/Week 2/Pool 5 - 19 February/2. Sydney v Gold Coast,Sydney Swans,1.2433
2011-02-19,Match Odds,NAB Cup 2011/Week 2/Pool 5 - 19 February/3. Gold Coast v GWS,Gold Coast Suns,1.0931
2011-02-19,Match Odds,NAB Cup 2011/Week 2/Pool 5 - 19 February/3. Gold Coast v GWS,Greater Western Sydney Giants,10.0207
2011-02-20,Match Odds,NAB Cup 2011/Week 2/Pool 6 - 20 February/1. Geelong v North Melbourne,Geelong Cats,1.4181
2011-02-20,Match Odds,NAB Cup 2011/Week 2/Pool 6 - 20 February/1. Geelong v North Melbourne,North Melbourne Kangaroos,3.3062
2011-02-20,Match Odds,NAB Cup 2011/Week 2/Pool 6 - 20 February/2. North Melbourne v Western Bulldogs,North Melbourne Kangaroos,3.0128
2011-02-20,Match Odds,NAB Cup 2011/Week 2/Pool 6 - 20 February/2. North Melbourne v Western Bulldogs,Western Bulldogs,1.4867
2011-02-20,Match Odds,NAB Cup 2011/Week 2/Pool 6 - 20 February/3. Geelong v Western Bulldogs,Geelong Cats,1.7877
2011-02-20,Match Odds,NAB Cup 2011/Week 2/Pool 6 - 20 February/3. Geelong v Western Bulldogs,Western Bulldogs,2.2043
2011-02-24,Match Odds,NAB Cup 2011/Round 2/Fixtures 24 February/Melbourne v Essendon,Essendon Bombers,2.2399
2011-02-24,Match Odds,NAB Cup 2011/Round 2/Fixtures 24 February/Melbourne v Essendon,Melbourne Demons,1.7703
2011-02-25,Match Odds,NAB Cup 2011/Round 2/Fixtures 25 February/Collingwood v Sydney,Collingwood Magpies,1.2981
2011-02-25,Match Odds,NAB Cup 2011/Round 2/Fixtures 25 February/Collingwood v Sydney,Sydney Swans,4.3766
2011-02-26,Match Odds,NAB Cup 2011/Round 2/Fixtures 26 February/Geelong v St Kilda,Geelong Cats,2.576
2011-02-26,Match Odds,NAB Cup 2011/Round 2/Fixtures 26 February/Geelong v St Kilda,St Kilda Saints,1.6024
2011-02-27,Match Odds,NAB Cup 2011/Round 2/Fixtures 27 February/West Coast v Gold Coast,Gold Coast Suns,5.6886
2011-02-27,Match Odds,NAB Cup 2011/Round 2/Fixtures 27 February/West Coast v Gold Coast,West Coast Eagles,1.2086
2011-03-04,Match Odds,NAB Cup 2011/Semi Final - 04 March/Essendon v St Kilda,Essendon Bombers,3.5489
2011-03-04,Match Odds,NAB Cup 2011/Semi Final - 04 March/Essendon v St Kilda,St Kilda Saints,1.3861
2011-03-05,Match Odds,NAB Cup 2011/Semi Final - 05 March/West Coast v Collingwood,Collingwood Magpies,1.2782
2011-03-05,Match Odds,NAB Cup 2011/Semi Final - 05 March/West Coast v Collingwood,West Coast Eagles,4.4597
2011-03-11,Match Odds,NAB Cup 2011/Grand Final - 11 March/Essendon v Collingwood,Collingwood Magpies,1.4346
2011-03-11,Match Odds,NAB Cup 2011/Grand Final - 11 March/Essendon v Collingwood,Essendon Bombers,3.2637
2011-03-24,Match Odds,AFL 2011/Round 1 - 24 March/Carlton v Richmond,Carlton Blues,1.3173
2011-03-24,Match Odds,AFL 2011/Round 1 - 24 March/Carlton v Richmond,Richmond Tigers,4.1394
2011-03-25,Match Odds,AFL 2011/Round 1 - 25 March/Geelong v St Kilda,Geelong Cats,2.3681
2011-03-25,Match Odds,AFL 2011/Round 1 - 25 March/Geelong v St Kilda,St Kilda Saints,1.726
2011-03-26,Match Odds,AFL 2011/Round 1 - 26 March/Adelaide v Hawthorn,Adelaide Crows,1.9252
2011-03-26,Match Odds,AFL 2011/Round 1 - 26 March/Adelaide v Hawthorn,Hawthorn Hawks,2.0542
2011-03-26,Match Odds,AFL 2011/Round 1 - 26 March/Brisbane v Fremantle,Brisbane Lions,2.0039
2011-03-26,Match Odds,AFL 2011/Round 1 - 26 March/Brisbane v Fremantle,Fremantle Dockers,1.9856
2011-03-26,Match Odds,AFL 2011/Round 1 - 26 March/Collingwood v Port Adelaide,Collingwood Magpies,1.0827
2011-03-26,Match Odds,AFL 2011/Round 1 - 26 March/Collingwood v Port Adelaide,Port Adelaide Power,12.8365
2011-03-26,Match Odds,WAFL 2011/Round 2 - 26 March/East Perth v South Fremantle,East Perth,1.5
2011-03-26,Match Odds,WAFL 2011/Round 2 - 26 March/Perth Demons v East Fremantle,East Fremantle,1.28
2011-03-27,Match Odds,AFL 2011/Round 1 - 27 March/Essendon v Western Bulldogs,Essendon Bombers,2.5242
2011-03-27,Match Odds,AFL 2011/Round 1 - 27 March/Essendon v Western Bulldogs,Western Bulldogs,1.6461
2011-03-27,Match Odds,AFL 2011/Round 1 - 27 March/Melbourne v Sydney,Melbourne Demons,1.969
2011-03-27,Match Odds,AFL 2011/Round 1 - 27 March/Melbourne v Sydney,Sydney Swans,2.032
2011-03-27,Match Odds,AFL 2011/Round 1 - 27 March/West Coast v North Melbourne,North Melbourne Kangaroos,2.5203
2011-03-27,Match Odds,AFL 2011/Round 1 - 27 March/West Coast v North Melbourne,West Coast Eagles,1.6391
2011-04-01,Match Odds,AFL 2011/Round 2 - 01 April/St Kilda v Richmond,Richmond Tigers,5.0198
2011-04-01,Match Odds,AFL 2011/Round 2 - 01 April/St Kilda v Richmond,St Kilda Saints,1.2395
2011-04-02,Match Odds,AFL 2011/Round 2 - 02 April/Fremantle v Geelong,Fremantle Dockers,1.7558
2011-04-02,Match Odds,AFL 2011/Round 2 - 02 April/Fremantle v Geelong,Geelong Cats,2.296
2011-04-02,Match Odds,AFL 2011/Round 2 - 02 April/Gold Coast v Carlton,Carlton Blues,1.2825
2011-04-02,Match Odds,AFL 2011/Round 2 - 02 April/Gold Coast v Carlton,Gold Coast Suns,4.4503
2011-04-02,Match Odds,AFL 2011/Round 2 - 02 April/North Melbourne v Collingwood,Collingwood Magpies,1.1293
2011-04-02,Match Odds,AFL 2011/Round 2 - 02 April/North Melbourne v Collingwood,North Melbourne Kangaroos,8.5235
2011-04-02,Match Odds,AFL 2011/Round 2 - 02 April/Port Adelaide v West Coast,Port Adelaide Power,1.4787
2011-04-02,Match Odds,AFL 2011/Round 2 - 02 April/Port Adelaide v West Coast,West Coast Eagles,3.044
2011-04-02,Match Odds,SANFL 2011/Round 1 - 02 April/North Adelaide v West Adelaide,North Adelaide,2.18
2011-04-03,Match Odds,AFL 2011/Round 2 - 03 April/Hawthorn v Melbourne,Hawthorn Hawks,1.4604
2011-04-03,Match Odds,AFL 2011/Round 2 - 03 April/Hawthorn v Melbourne,Melbourne Demons,3.1321
2011-04-03,Match Odds,AFL 2011/Round 2 - 03 April/Sydney v Essendon,Essendon Bombers,2.0759
2011-04-03,Match Odds,AFL 2011/Round 2 - 03 April/Sydney v Essendon,Sydney Swans,1.9104
2011-04-03,Match Odds,AFL 2011/Round 2 - 03 April/Western Bulldogs v Brisbane,Brisbane Lions,8.4181
2011-04-03,Match Odds,AFL 2011/Round 2 - 03 April/Western Bulldogs v Brisbane,Western Bulldogs,1.1274
2011-04-08,Match Odds,AFL 2011/Round 3 - 08 April/Collingwood v Carlton,Carlton Blues,5.3312
2011-04-08,Match Odds,AFL 2011/Round 3 - 08 April/Collingwood v Carlton,Collingwood Magpies,1.2289
2011-04-09,Match Odds,AFL 2011/Round 3 - 09 April/Adelaide v Fremantle,Adelaide Crows,1.5078
2011-04-09,Match Odds,AFL 2011/Round 3 - 09 April/Adelaide v Fremantle,Fremantle Dockers,2.9396
2011-04-09,Match Odds,AFL 2011/Round 3 - 09 April/Richmond v Hawthorn,Hawthorn Hawks,1.3322
2011-04-09,Match Odds,AFL 2011/Round 3 - 09 April/Richmond v Hawthorn,Richmond Tigers,3.9746
2011-04-09,Match Odds,AFL 2011/Round 3 - 09 April/West Coast v Sydney,Sydney Swans,1.9122
2011-04-09,Match Odds,AFL 2011/Round 3 - 09 April/West Coast v Sydney,West Coast Eagles,2.0873
2011-04-09,Match Odds,AFL 2011/Round 3 - 09 April/Western Bulldogs v Gold Coast,Gold Coast Suns,30.0794
2011-04-09,Match Odds,AFL 2011/Round 3 - 09 April/Western Bulldogs v Gold Coast,Western Bulldogs,1.032
2011-04-10,Match Odds,AFL 2011/Round 3 - 10 April/Geelong v Port Adelaide,Geelong Cats,1.0802
2011-04-10,Match Odds,AFL 2011/Round 3 - 10 April/Geelong v Port Adelaide,Port Adelaide Power,13.29
2011-04-10,Match Odds,AFL 2011/Round 3 - 10 April/Melbourne v Brisbane,Brisbane Lions,6.2141
2011-04-10,Match Odds,AFL 2011/Round 3 - 10 April/Melbourne v Brisbane,Melbourne Demons,1.1885
2011-04-10,Match Odds,AFL 2011/Round 3 - 10 April/St Kilda v Essendon,Essendon Bombers,2.0616
2011-04-10,Match Odds,AFL 2011/Round 3 - 10 April/St Kilda v Essendon,St Kilda Saints,1.9301
2011-04-10,Match Odds,VFL 2011/Round 2 - 10 April/Frankston v Sandringham,Sandringham,1.7
2011-04-15,Match Odds,AFL 2011/Round 4 - 15 April/Richmond v Collingwood,Collingwood Magpies,1.0603
2011-04-15,Match Odds,AFL 2011/Round 4 - 15 April/Richmond v Collingwood,Richmond Tigers,16.6383
2011-04-16,Match Odds,AFL 2011/Round 4 - 16 April/Carlton v Essendon,Carlton Blues,2.0386
2011-04-16,Match Odds,AFL 2011/Round 4 - 16 April/Carlton v Essendon,Essendon Bombers,1.9478
2011-04-16,Match Odds,AFL 2011/Round 4 - 16 April/Hawthorn v West Coast,Hawthorn Hawks,1.148
2011-04-16,Match Odds,AFL 2011/Round 4 - 16 April/Hawthorn v West Coast,West Coast Eagles,7.6455
2011-04-16,Match Odds,AFL 2011/Round 4 - 16 April/Port Adelaide v Adelaide,Adelaide Crows,1.5116
2011-04-16,Match Odds,AFL 2011/Round 4 - 16 April/Port Adelaide v Adelaide,Port Adelaide Power,2.9348
2011-04-16,Match Odds,AFL 2011/Round 4 - 16 April/Sydney v Geelong,Geelong Cats,1.7836
2011-04-16,Match Odds,AFL 2011/Round 4 - 16 April/Sydney v Geelong,Sydney Swans,2.257
2011-04-16,Match Odds,SANFL 2011/Round 3 - 16 April/Central District v Panthers,Central District,1.34
2011-04-17,Match Odds,AFL 2011/Round 4 - 17 April/Fremantle v North Melbourne,Fremantle Dockers,1.2417
2011-04-17,Match Odds,AFL 2011/Round 4 - 17 April/Fremantle v North Melbourne,North Melbourne Kangaroos,5.0681
2011-04-17,Match Odds,AFL 2011/Round 4 - 17 April/Gold Coast v Melbourne,Gold Coast Suns,12.7945
2011-04-17,Match Odds,AFL 2011/Round 4 - 17 April/Gold Coast v Melbourne,Melbourne Demons,1.0805
2011-04-21,Match Odds,AFL 2011/Round 5 - 21 April/Brisbane v St Kilda,Brisbane Lions,4.3258
2011-04-21,Match Odds,AFL 2011/Round 5 - 21 April/Brisbane v St Kilda,St Kilda Saints,1.2933
2011-04-21,Match Odds,SANFL 2011/Round 4 - 21 April/Panthers v Port Adelaide,Port Adelaide Magpies,2.14
2011-04-23,Match Odds,AFL 2011/Round 5 - 23 April/Carlton v Adelaide,Adelaide Crows,4.164
2011-04-23,Match Odds,AFL 2011/Round 5 - 23 April/Carlton v Adelaide,Carlton Blues,1.3125
2011-04-23,Match Odds,AFL 2011/Round 5 - 23 April/Port Adelaide v Gold Coast,Gold Coast Suns,17.8944
2011-04-23,Match Odds,AFL 2011/Round 5 - 23 April/Port Adelaide v Gold Coast,Port Adelaide Power,1.0559
2011-04-24,Match Odds,AFL 2011/Round 5 - 24 April/North Melbourne v Richmond,North Melbourne Kangaroos,1.9134
2011-04-24,Match Odds,AFL 2011/Round 5 - 24 April/North Melbourne v Richmond,Richmond Tigers,2.0768
2011-04-25,Match Odds,AFL 2011/Round 5 - 25 April/Essendon v Collingwood,Collingwood Magpies,1.2384
2011-04-25,Match Odds,AFL 2011/Round 5 - 25 April/Essendon v Collingwood,Essendon Bombers,5.1585
2011-04-25,Match Odds,AFL 2011/Round 5 - 25 April/Fremantle v Western Bulldogs,Fremantle Dockers,1.7609
2011-04-25,Match Odds,AFL 2011/Round 5 - 25 April/Fremantle v Western Bulldogs,Western Bulldogs,2.2859
2011-04-26,Match Odds,AFL 2011/Round 5 - 26 April/Hawthorn v Geelong,Geelong Cats,1.8546
2011-04-26,Match Odds,AFL 2011/Round 5 - 26 April/Hawthorn v Geelong,Hawthorn Hawks,2.1561
2011-04-28,Match Odds,AFL 2011/Round 6 - 28 April/West Coast v Melbourne,Melbourne Demons,2.7506
2011-04-28,Match Odds,AFL 2011/Round 6 - 28 April/West Coast v Melbourne,West Coast Eagles,1.5614
2011-04-29,Match Odds,AFL 2011/Round 6 - 29 April/Sydney v Carlton,Carlton Blues,2.4022
2011-04-29,Match Odds,AFL 2011/Round 6 - 29 April/Sydney v Carlton,Sydney Swans,1.7071
2011-04-30,Match Odds,AFL 2011/Round 6 - 30 April/Adelaide v St Kilda,Adelaide Crows,1.9064
2011-04-30,Match Odds,AFL 2011/Round 6 - 30 April/Adelaide v St Kilda,St Kilda Saints,2.0849
2011-04-30,Match Odds,AFL 2011/Round 6 - 30 April/North Melbourne v Port Adelaide,North Melbourne Kangaroos,1.4728
2011-04-30,Match Odds,AFL 2011/Round 6 - 30 April/North Melbourne v Port Adelaide,Port Adelaide Power,3.0741
2011-04-30,Match Odds,AFL 2011/Round 6 - 30 April/Richmond v Brisbane,Brisbane Lions,3.1776
2011-04-30,Match Odds,AFL 2011/Round 6 - 30 April/Richmond v Brisbane,Richmond Tigers,1.4443
2011-04-30,Match Odds,WAFL 2011/Round 7 - 30 April/South Fremantle v Subiaco,South Fremantle,1.55
2011-04-30,Match Odds,WAFL 2011/Round 7 - 30 April/South Fremantle v Subiaco,Subiaco,2.22
2011-05-01,Match Odds,AFL 2011/Round 6 - 01 May/Collingwood v Western Bulldogs,Collingwood Magpies,1.1499
2011-05-01,Match Odds,AFL 2011/Round 6 - 01 May/Collingwood v Western Bulldogs,Western Bulldogs,7.5994
2011-05-01,Match Odds,AFL 2011/Round 6 - 01 May/Essendon v Gold Coast,Essendon Bombers,1.0329
2011-05-01,Match Odds,AFL 2011/Round 6 - 01 May/Essendon v Gold Coast,Gold Coast Suns,25.2305
2011-05-01,Match Odds,SANFL 2011/Round 5 - 01 May/Glenelg v Central District,Central District,1.7213
2011-05-01,Match Odds,SANFL 2011/Round 5 - 01 May/Glenelg v Central District,Glenelg,2.3789
2011-05-01,Match Odds,SANFL 2011/Round 5 - 01 May/Port Adelaide v West Adelaide,Port Adelaide Magpies,3.0
2011-05-01,Match Odds,SANFL 2011/Round 5 - 01 May/Port Adelaide v West Adelaide,West Adelaide,1.5
2011-05-06,Match Odds,AFL 2011/Round 7 - 06 May/Port Adelaide v Hawthorn,Hawthorn Hawks,1.2422
2011-05-06,Match Odds,AFL 2011/Round 7 - 06 May/Port Adelaide v Hawthorn,Port Adelaide Power,5.0416
2011-05-07,Match Odds,AFL 2011/Round 7 - 07 May/Geelong v North Melbourne,Geelong Cats,1.1126
2011-05-07,Match Odds,AFL 2011/Round 7 - 07 May/Geelong v North Melbourne,North Melbourne Kangaroos,9.967
2011-05-07,Match Odds,AFL 2011/Round 7 - 07 May/Gold Coast v Brisbane,Brisbane Lions,1.1655
2011-05-07,Match Odds,AFL 2011/Round 7 - 07 May/Gold Coast v Brisbane,Gold Coast Suns,6.9
2011-05-07,Match Odds,AFL 2011/Round 7 - 07 May/Richmond v Fremantle,Fremantle Dockers,1.8032
2011-05-07,Match Odds,AFL 2011/Round 7 - 07 May/Richmond v Fremantle,Richmond Tigers,2.2217
2011-05-07,Match Odds,AFL 2011/Round 7 - 07 May/Western Bulldogs v Sydney,Sydney Swans,2.3145
2011-05-07,Match Odds,AFL 2011/Round 7 - 07 May/Western Bulldogs v Sydney,Western Bulldogs,1.7449
2011-05-07,Match Odds,SANFL 2011/Round 6 - 07 May/Eagles v Port Adelaide,Eagles,1.41
2011-05-08,Match Odds,AFL 2011/Round 7 - 08 May/Essendon v West Coast,Essendon Bombers,1.2729
2011-05-08,Match Odds,AFL 2011/Round 7 - 08 May/Essendon v West Coast,West Coast Eagles,4.6262
2011-05-08,Match Odds,AFL 2011/Round 7 - 08 May/Melbourne v Adelaide,Adelaide Crows,2.1132
2011-05-08,Match Odds,AFL 2011/Round 7 - 08 May/Melbourne v Adelaide,Melbourne Demons,1.8837
2011-05-09,Match Odds,AFL 2011/Round 7 - 09 May/St Kilda v Carlton,Carlton Blues,1.4487
2011-05-09,Match Odds,AFL 2011/Round 7 - 09 May/St Kilda v Carlton,St Kilda Saints,3.2196
2011-05-13,Match Odds,AFL 2011/Round 8 - 13 May/Geelong v Collingwood,Collingwood Magpies,1.5292
2011-05-13,Match Odds,AFL 2011/Round 8 - 13 May/Geelong v Collingwood,Geelong Cats,2.8782
2011-05-14,Match Odds,AFL 2011/Round 8 - 14 May/Adelaide v Gold Coast,Adelaide Crows,1.1661
2011-05-14,Match Odds,AFL 2011/Round 8 - 14 May/Adelaide v Gold Coast,Gold Coast Suns,6.8904
2011-05-14,Match Odds,AFL 2011/Round 8 - 14 May/Brisbane v Essendon,Brisbane Lions,4.8459
2011-05-14,Match Odds,AFL 2011/Round 8 - 14 May/Brisbane v Essendon,Essendon Bombers,1.2546
2011-05-14,Match Odds,AFL 2011/Round 8 - 14 May/North Melbourne v Melbourne,Melbourne Demons,2.1866
2011-05-14,Match Odds,AFL 2011/Round 8 - 14 May/North Melbourne v Melbourne,North Melbourne Kangaroos,1.8352
2011-05-14,Match Odds,AFL 2011/Round 8 - 14 May/Sydney v Port Adelaide,Port Adelaide Power,8.7056
2011-05-14,Match Odds,AFL 2011/Round 8 - 14 May/Sydney v Port Adelaide,Sydney Swans,1.1311
2011-05-14,Match Odds,SANFL 2011/Round 7 - 14 May/Panthers v Sturt,Sturt,1.7201
2011-05-15,Match Odds,AFL 2011/Round 8 - 15 May/Hawthorn v St Kilda,Hawthorn Hawks,1.485
2011-05-15,Match Odds,AFL 2011/Round 8 - 15 May/Hawthorn v St Kilda,St Kilda Saints,2.998
2011-05-15,Match Odds,AFL 2011/Round 8 - 15 May/West Coast v Fremantle,Fremantle Dockers,1.8982
2011-05-15,Match Odds,AFL 2011/Round 8 - 15 May/West Coast v Fremantle,West Coast Eagles,2.082
2011-05-15,Match Odds,AFL 2011/Round 8 - 15 May/Western Bulldogs v Richmond,Richmond Tigers,2.3739
2011-05-15,Match Odds,AFL 2011/Round 8 - 15 May/Western Bulldogs v Richmond,Western Bulldogs,1.7206
2011-05-20,Match Odds,AFL 2011/Round 9 - 20 May/Carlton v Geelong,Carlton Blues,3.1865
2011-05-20,Match Odds,AFL 2011/Round 9 - 20 May/Carlton v Geelong,Geelong Cats,1.4513
2011-05-21,Match Odds,AFL 2011/Round 9 - 21 May/Brisbane v North Melbourne,Brisbane Lions,1.9547
2011-05-21,Match Odds,AFL 2011/Round 9 - 21 May/Brisbane v North Melbourne,North Melbourne Kangaroos,2.0359
2011-05-21,Match Odds,AFL 2011/Round 9 - 21 May/Port Adelaide v Fremantle,Fremantle Dockers,1.614
2011-05-21,Match Odds,AFL 2011/Round 9 - 21 May/Port Adelaide v Fremantle,Port Adelaide Power,2.6035
2011-05-21,Match Odds,AFL 2011/Round 9 - 21 May/Richmond v Essendon,Essendon Bombers,1.5178
2011-05-21,Match Odds,AFL 2011/Round 9 - 21 May/Richmond v Essendon,Richmond Tigers,2.9279
2011-05-21,Match Odds,AFL 2011/Round 9 - 21 May/St Kilda v Melbourne,Melbourne Demons,3.4485
2011-05-21,Match Odds,AFL 2011/Round 9 - 21 May/St Kilda v Melbourne,St Kilda Saints,1.4079
2011-05-21,Match Odds,VFL 2011/Round 8 - 21 May/Werribee v Northern Bullants,Werribee,1.81
2011-05-22,Match Odds,AFL 2011/Round 9 - 22 May/Collingwood v Adelaide,Adelaide Crows,13.8527
2011-05-22,Match Odds,AFL 2011/Round 9 - 22 May/Collingwood v Adelaide,Collingwood Magpies,1.0717
2011-05-22,Match Odds,AFL 2011/Round 9 - 22 May/Sydney v Hawthorn,Hawthorn Hawks,2.231
2011-05-22,Match Odds,AFL 2011/Round 9 - 22 May/Sydney v Hawthorn,Sydney Swans,1.7963
2011-05-22,Match Odds,AFL 2011/Round 9 - 22 May/West Coast v Western Bulldogs,West Coast Eagles,1.7061
2011-05-22,Match Odds,AFL 2011/Round 9 - 22 May/West Coast v Western Bulldogs,Western Bulldogs,2.39
2011-05-27,Match Odds,AFL 2011/Round 10 - 27 May/Melbourne v Carlton,Carlton Blues,1.1459
2011-05-27,Match Odds,AFL 2011/Round 10 - 27 May/Melbourne v Carlton,Melbourne Demons,7.557
2011-05-27,Match Odds,SANFL 2011/Round 9 - 27 May/West Adelaide v Norwood,Norwood,2.2473
2011-05-28,Match Odds,AFL 2011/Round 10 - 28 May/Fremantle v St Kilda,Fremantle Dockers,1.638
2011-05-28,Match Odds,AFL 2011/Round 10 - 28 May/Fremantle v St Kilda,St Kilda Saints,2.5764
2011-05-28,Match Odds,AFL 2011/Round 10 - 28 May/Gold Coast v Geelong,Geelong Cats,1.0439
2011-05-28,Match Odds,AFL 2011/Round 10 - 28 May/Gold Coast v Geelong,Gold Coast Suns,23.1761
2011-05-28,Match Odds,AFL 2011/Round 10 - 28 May/North Melbourne v Sydney,North Melbourne Kangaroos,2.0459
2011-05-28,Match Odds,AFL 2011/Round 10 - 28 May/North Melbourne v Sydney,Sydney Swans,1.9367
2011-05-28,Match Odds,AFL 2011/Round 10 - 28 May/Richmond v Port Adelaide,Port Adelaide Power,4.258
2011-05-28,Match Odds,AFL 2011/Round 10 - 28 May/Richmond v Port Adelaide,Richmond Tigers,1.2998
2011-05-28,Match Odds,SANFL 2011/Round 9 - 28 May/Glenelg v Eagles,Eagles,2.0116
2011-05-29,Match Odds,AFL 2011/Round 10 - 29 May/Adelaide v Brisbane,Adelaide Crows,1.307
2011-05-29,Match Odds,AFL 2011/Round 10 - 29 May/Adelaide v Brisbane,Brisbane Lions,4.256
2011-05-29,Match Odds,AFL 2011/Round 10 - 29 May/Collingwood v West Coast,Collingwood Magpies,1.2874
2011-05-29,Match Odds,AFL 2011/Round 10 - 29 May/Collingwood v West Coast,West Coast Eagles,4.4756
2011-05-29,Match Odds,AFL 2011/Round 10 - 29 May/Western Bulldogs v Hawthorn,Hawthorn Hawks,1.3524
2011-05-29,Match Odds,AFL 2011/Round 10 - 29 May/Western Bulldogs v Hawthorn,Western Bulldogs,3.7855
2011-06-03,Match Odds,AFL 2011/Round 11 - 03 June/Essendon v Melbourne,Essendon Bombers,1.3007
2011-06-03,Match Odds,AFL 2011/Round 11 - 03 June/Essendon v Melbourne,Melbourne Demons,4.2613
2011-06-04,Match Odds,AFL 2011/Round 11 - 04 June/Brisbane v Sydney,Brisbane Lions,1.9647
2011-06-04,Match Odds,AFL 2011/Round 11 - 04 June/Brisbane v Sydney,Sydney Swans,2.0217
2011-06-04,Match Odds,AFL 2011/Round 11 - 04 June/Collingwood v St Kilda,Collingwood Magpies,1.2051
2011-06-04,Match Odds,AFL 2011/Round 11 - 04 June/Collingwood v St Kilda,St Kilda Saints,5.7392
2011-06-04,Match Odds,AFL 2011/Round 11 - 04 June/Geelong v Western Bulldogs,Geelong Cats,1.1278
2011-06-04,Match Odds,AFL 2011/Round 11 - 04 June/Geelong v Western Bulldogs,Western Bulldogs,8.8077
2011-06-04,Match Odds,AFL 2011/Round 11 - 04 June/West Coast v Gold Coast,Gold Coast Suns,10.4726
2011-06-04,Match Odds,AFL 2011/Round 11 - 04 June/West Coast v Gold Coast,West Coast Eagles,1.0996
2011-06-04,Match Odds,Foxtel Cup 2011/Fixtures 04 June/West Adelaide v Williamstown,West Adelaide,3.0058
2011-06-04,Match Odds,Foxtel Cup 2011/Fixtures 04 June/West Adelaide v Williamstown,Williamstown,1.4801
2011-06-04,Match Odds,SANFL 2011/Round 10 - 04 June/Norwood v Central District,Central District,2.034
2011-06-04,Match Odds,SANFL 2011/Round 10 - 04 June/Norwood v Central District,Norwood,1.9724
2011-06-04,Match Odds,VFL 2011/Round 10 - 04 June/Port Melbourne v Werribee,Werribee,4.3
