"Date","Season","Round","Venue","Player","Team","Opposition","Status","GA","Match_id","CP","UP","ED","DE","CM","MI5","One.Percenters","BO","CCL","SCL","SI","MG","TO","ITC","T5","TOG","K","HB","D","M","G","B","T","HO","I50","CL","CG","R50","FF","FA","AF","SC"
2018-08-03,2018,"Round 20","MCG","Kane Lambert","Richmond","Geelong","Home",2,9676,14,17,20,64.5,0,0,3,0,1,2,8,453,8,8,0,86,14,17,31,6,0,1,7,0,8,3,4,2,0,1,120,113
2018-08-03,2018,"Round 20","MCG","Dustin Martin","Richmond","Geelong","Home",2,9676,17,8,14,53.8,1,0,2,1,5,5,6,569,7,4,2,86,23,3,26,4,0,2,6,0,10,10,3,1,1,0,114,111
2018-08-03,2018,"Round 20","MCG","Trent Cotchin","Richmond","Geelong","Home",0,9676,11,7,11,57.9,0,0,4,0,2,2,3,342,2,2,1,77,16,3,19,3,1,0,9,0,1,4,1,0,0,0,105,102
2018-08-03,2018,"Round 20","MCG","Brandon Ellis","Richmond","Geelong","Home",0,9676,9,8,16,88.9,0,0,1,0,1,0,1,225,4,9,0,83,10,8,18,3,0,0,4,0,1,1,2,3,1,0,72,78
2018-08-03,2018,"Round 20","MCG","Toby Nankervis","Richmond","Geelong","Home",1,9676,8,6,7,38.9,0,0,2,0,1,3,6,319,6,2,1,81,15,3,18,3,1,1,3,33,3,4,5,1,1,2,107,96
2018-08-03,2018,"Round 20","MCG","Connor Menadue","Richmond","Geelong","Home",0,9676,9,10,12,66.7,0,0,1,0,0,1,1,295,6,11,0,72,11,7,18,2,0,0,2,0,1,1,3,0,0,1,58,59
2018-08-03,2018,"Round 20","MCG","Jack Higgins","Richmond","Geelong","Home",0,9676,13,5,8,44.4,1,0,3,0,0,4,5,280,1,3,0,63,11,7,18,2,1,2,2,0,3,4,3,1,2,1,68,74
2018-08-03,2018,"Round 20","MCG","Sam Lloyd","Richmond","Geelong","Home",2,9676,8,9,13,76.5,0,1,3,0,0,2,3,284,3,3,1,69,8,9,17,2,1,0,7,0,4,2,2,1,0,1,79,99
2018-08-03,2018,"Round 20","MCG","Shaun Grigg","Richmond","Geelong","Home",0,9676,4,9,11,73.3,0,0,0,0,0,2,5,282,3,4,0,84,11,4,15,4,0,0,4,6,4,2,1,4,1,1,73,75
2018-08-03,2018,"Round 20","MCG","Shane Edwards","Richmond","Geelong","Home",1,9676,13,4,11,73.3,0,0,2,0,3,2,4,363,1,3,1,76,8,7,15,3,0,0,5,0,1,5,2,1,1,1,65,92
2018-08-03,2018,"Round 20","MCG","Josh Caddy","Richmond","Geelong","Home",0,9676,7,9,9,60,0,1,1,0,0,3,4,261,0,3,4,86,11,4,15,5,0,2,9,1,4,3,2,0,1,1,93,77
2018-08-03,2018,"Round 20","MCG","Nick Vlastuin","Richmond","Geelong","Home",0,9676,4,9,8,57.1,0,0,0,1,0,0,2,310,3,6,0,88,11,3,14,4,0,0,2,0,2,0,3,7,2,2,55,52
2018-08-03,2018,"Round 20","MCG","Jayden Short","Richmond","Geelong","Home",1,9676,3,11,11,78.6,0,0,0,1,0,0,4,471,6,4,0,80,12,2,14,1,0,0,1,0,4,0,2,3,0,1,44,68
2018-08-03,2018,"Round 20","MCG","Liam Baker","Richmond","Geelong","Home",0,9676,2,12,6,42.9,0,1,0,0,0,0,6,241,2,0,1,77,7,7,14,3,0,2,2,0,5,0,2,0,1,2,49,32
2018-08-03,2018,"Round 20","MCG","Alex Rance","Richmond","Geelong","Home",0,9676,5,7,11,84.6,0,0,10,0,0,0,3,165,3,5,0,100,6,7,13,2,0,0,2,0,2,0,2,1,2,0,48,58
2018-08-03,2018,"Round 20","MCG","David Astbury","Richmond","Geelong","Home",0,9676,8,6,9,69.2,0,0,6,0,0,0,1,243,2,9,0,91,8,5,13,3,0,0,2,0,1,0,4,1,0,2,45,51
2018-08-03,2018,"Round 20","MCG","Kamdyn Mcintosh","Richmond","Geelong","Home",0,9676,7,6,11,84.6,0,0,4,0,0,0,3,348,2,7,1,67,10,3,13,2,1,0,5,0,3,0,2,1,1,0,69,77
2018-08-03,2018,"Round 20","MCG","Daniel Rioli","Richmond","Geelong","Home",0,9676,3,9,10,83.3,0,0,0,2,0,0,2,263,1,4,0,83,5,7,12,2,0,0,4,0,4,0,2,0,0,1,48,51
2018-08-03,2018,"Round 20","MCG","Jack Riewoldt","Richmond","Geelong","Home",1,9676,5,6,6,60,2,4,1,0,0,0,7,217,6,0,2,100,9,1,10,4,4,1,2,0,3,0,4,0,1,2,69,81
2018-08-03,2018,"Round 20","MCG","Dylan Grimes","Richmond","Geelong","Home",0,9676,2,7,9,100,1,0,7,0,0,0,0,248,2,5,0,89,6,3,9,6,0,0,5,0,2,0,2,2,0,1,59,64
2018-08-03,2018,"Round 20","MCG","Jason Castagna","Richmond","Geelong","Home",0,9676,4,4,2,25,0,1,1,0,0,1,2,236,6,3,2,87,7,1,8,1,2,0,5,1,0,1,5,1,0,1,56,41
2018-08-03,2018,"Round 20","MCG","Jacob Townsend","Richmond","Geelong","Home",0,9676,2,5,2,28.6,0,0,1,0,0,0,3,120,4,1,2,74,4,3,7,1,1,0,4,1,2,0,4,0,0,2,38,31
2018-08-03,2018,"Round 20","MCG","Patrick Dangerfield","Geelong","Richmond","Away",1,9676,21,19,25,64.1,1,0,3,0,2,6,10,405,8,4,1,87,16,23,39,4,0,0,5,0,4,8,4,2,2,0,128,132
2018-08-03,2018,"Round 20","MCG","Joel Selwood","Geelong","Richmond","Away",1,9676,22,18,26,70.3,0,0,9,0,5,4,9,652,4,5,0,81,18,19,37,5,0,0,4,0,4,9,2,7,3,1,123,159
2018-08-03,2018,"Round 20","MCG","Tim Kelly","Geelong","Richmond","Away",1,9676,16,20,19,52.8,0,1,2,0,0,4,7,669,12,4,0,89,19,17,36,3,1,1,3,0,3,4,7,5,2,0,121,112
2018-08-03,2018,"Round 20","MCG","Mitchell Duncan","Geelong","Richmond","Away",1,9676,15,20,21,63.6,0,0,1,0,1,5,10,482,8,8,0,90,18,15,33,4,0,1,1,0,5,6,5,4,1,1,99,110
2018-08-03,2018,"Round 20","MCG","Sam Menegola","Geelong","Richmond","Away",0,9676,20,12,21,72.4,0,0,3,0,0,3,7,455,5,6,1,72,15,14,29,4,2,1,3,0,3,3,3,2,2,0,112,144
2018-08-03,2018,"Round 20","MCG","Gary Jnr Ablett","Geelong","Richmond","Away",0,9676,11,14,17,70.8,0,0,1,0,1,3,8,390,3,1,0,72,13,11,24,1,0,2,4,0,4,4,4,2,0,2,76,85
2018-08-03,2018,"Round 20","MCG","Zach Tuohy","Geelong","Richmond","Away",0,9676,11,10,16,69.6,0,0,3,0,1,0,5,480,7,11,0,94,12,11,23,3,1,0,1,0,3,1,3,5,1,0,78,91
2018-08-03,2018,"Round 20","MCG","Cameron Guthrie","Geelong","Richmond","Away",0,9676,7,13,13,65,0,0,6,0,1,0,3,149,3,5,0,86,7,13,20,3,1,0,8,0,0,1,3,1,0,0,94,99
2018-08-03,2018,"Round 20","MCG","Scott Selwood","Geelong","Richmond","Away",0,9676,6,10,10,62.5,0,0,0,0,1,1,4,120,2,2,1,75,6,10,16,2,0,0,7,0,3,2,3,1,0,0,72,52
2018-08-03,2018,"Round 20","MCG","Jordan Cunico","Geelong","Richmond","Away",0,9676,4,11,11,68.8,0,0,1,0,0,0,2,253,6,4,0,76,8,8,16,3,0,0,1,0,2,0,3,3,0,0,53,41
2018-08-03,2018,"Round 20","MCG","Brandan Parfitt","Geelong","Richmond","Away",1,9676,7,11,12,75,0,0,0,0,0,3,4,209,3,1,0,78,6,10,16,0,0,0,5,0,1,3,2,1,3,1,58,63
2018-08-03,2018,"Round 20","MCG","Lachlan Henderson","Geelong","Richmond","Away",0,9676,3,11,10,66.7,0,0,8,0,0,0,3,314,5,5,0,95,9,6,15,1,0,0,1,0,0,0,1,8,0,0,46,65
2018-08-03,2018,"Round 20","MCG","Mark Blicavs","Geelong","Richmond","Away",0,9676,6,9,11,78.6,0,0,18,0,0,1,2,270,2,8,0,100,8,6,14,2,0,0,5,10,0,1,0,6,3,0,75,121
2018-08-03,2018,"Round 20","MCG","Tom Hawkins","Geelong","Richmond","Away",1,9676,6,5,8,61.5,1,1,4,0,0,0,8,242,4,1,1,93,8,5,13,4,1,1,1,0,5,0,3,0,2,2,53,59
2018-08-03,2018,"Round 20","MCG","Daniel Menzel","Geelong","Richmond","Away",0,9676,3,7,6,54.5,2,3,1,0,0,0,5,151,4,0,0,86,6,5,11,5,3,1,0,0,2,0,2,0,0,1,59,55
2018-08-03,2018,"Round 20","MCG","Jackson Thurlow","Geelong","Richmond","Away",1,9676,3,9,6,54.5,1,0,0,0,0,1,4,300,4,0,0,65,8,3,11,4,0,0,0,0,3,1,2,2,0,0,42,28
2018-08-03,2018,"Round 20","MCG","Lachlan Fogarty","Geelong","Richmond","Away",0,9676,6,8,9,81.8,0,0,2,0,0,1,2,132,4,2,1,72,4,7,11,2,0,0,3,0,1,1,2,0,2,1,43,44
2018-08-03,2018,"Round 20","MCG","Ryan Abbott","Geelong","Richmond","Away",0,9676,6,6,8,80,0,2,5,0,1,0,3,92,2,3,1,83,3,7,10,3,2,0,7,27,0,1,3,1,0,2,93,100
2018-08-03,2018,"Round 20","MCG","Jed Bews","Geelong","Richmond","Away",0,9676,5,4,5,55.6,0,0,2,0,0,1,0,69,3,3,0,80,3,6,9,0,0,0,2,0,0,1,5,2,1,1,27,22
2018-08-03,2018,"Round 20","MCG","Jack Henry","Geelong","Richmond","Away",1,9676,5,4,5,55.6,0,2,1,0,0,1,5,205,3,1,2,82,7,2,9,2,1,2,3,4,2,1,3,0,0,1,52,62
2018-08-03,2018,"Round 20","MCG","Jamaine Jones","Geelong","Richmond","Away",0,9676,3,4,5,71.4,0,0,0,0,0,0,3,63,2,1,1,67,3,4,7,2,0,0,4,0,0,0,2,0,1,1,37,29
2018-08-03,2018,"Round 20","MCG","Jake Kolodjashnij","Geelong","Richmond","Away",1,9676,2,2,3,60,0,0,5,0,0,0,1,79,2,4,0,77,3,2,5,1,0,0,5,0,1,0,1,1,0,1,33,41
2018-08-04,2018,"Round 20","MCG","Tom Mitchell","Hawthorn","Essendon","Home",2,9677,22,22,34,79.1,0,0,2,2,5,8,5,569,6,3,0,93,23,20,43,6,0,0,4,0,7,13,3,1,3,0,146,153
2018-08-04,2018,"Round 20","MCG","Jaeger O'Meara","Hawthorn","Essendon","Home",0,9677,15,16,23,76.7,1,0,2,1,5,2,6,407,6,1,0,88,12,18,30,1,0,0,5,0,3,7,4,2,0,0,95,99
2018-08-04,2018,"Round 20","MCG","Jack Gunston","Hawthorn","Essendon","Home",1,9677,9,14,17,70.8,0,3,4,0,0,1,9,502,5,1,0,95,20,4,24,8,5,3,1,0,7,1,1,0,1,1,127,138
2018-08-04,2018,"Round 20","MCG","Shaun Burgoyne","Hawthorn","Essendon","Home",1,9677,11,12,15,68.2,0,0,3,0,3,1,8,356,3,2,0,68,15,7,22,2,0,0,6,0,6,4,4,0,4,1,90,89
2018-08-04,2018,"Round 20","MCG","Harry Morrison","Hawthorn","Essendon","Home",2,9677,6,15,14,63.6,0,1,3,0,0,1,8,259,4,4,0,75,12,10,22,6,0,1,1,0,2,1,2,1,0,0,79,83
2018-08-04,2018,"Round 20","MCG","Liam Shiels","Hawthorn","Essendon","Home",0,9677,8,13,10,47.6,0,0,0,0,0,3,3,146,6,5,0,86,11,10,21,1,0,0,6,0,3,3,6,1,1,2,75,55
2018-08-04,2018,"Round 20","MCG","Ricky Henderson","Hawthorn","Essendon","Home",0,9677,6,14,17,81,0,1,1,0,0,0,6,483,4,1,1,78,15,6,21,8,2,1,3,0,3,0,4,0,1,1,104,90
2018-08-04,2018,"Round 20","MCG","Isaac Smith","Hawthorn","Essendon","Home",0,9677,9,12,13,61.9,0,0,0,1,0,1,7,252,2,3,0,84,13,8,21,6,2,0,0,0,1,1,2,3,0,1,82,81
2018-08-04,2018,"Round 20","MCG","Ryan Burton","Hawthorn","Essendon","Home",1,9677,6,12,14,66.7,0,0,4,0,0,1,6,414,7,6,0,81,15,6,21,7,0,0,1,0,3,1,2,4,0,0,82,72
2018-08-04,2018,"Round 20","MCG","Benjamin Stratton","Hawthorn","Essendon","Home",0,9677,6,13,16,84.2,2,0,8,0,0,1,4,239,1,11,0,93,14,5,19,11,0,0,2,0,1,1,0,5,0,0,93,106
2018-08-04,2018,"Round 20","MCG","Teia Miles","Hawthorn","Essendon","Home",0,9677,4,15,15,83.3,0,0,2,1,0,0,4,114,2,6,0,83,10,8,18,4,0,0,1,0,1,0,0,2,1,0,63,65
2018-08-04,2018,"Round 20","MCG","Blake Hardwick","Hawthorn","Essendon","Home",0,9677,8,9,11,68.8,0,0,4,0,0,1,4,94,4,9,0,82,7,9,16,2,0,0,0,0,0,1,4,2,1,0,46,52
2018-08-04,2018,"Round 20","MCG","James Worpel","Hawthorn","Essendon","Home",1,9677,8,8,11,68.8,0,0,1,0,2,0,5,239,3,2,0,65,12,4,16,3,1,0,5,0,4,2,2,0,0,1,76,92
2018-08-04,2018,"Round 20","MCG","Jarryd Roughead","Hawthorn","Essendon","Home",1,9677,6,9,12,80,1,2,0,0,0,3,7,119,0,1,2,81,9,6,15,4,1,1,4,12,0,3,1,1,0,0,86,83
2018-08-04,2018,"Round 20","MCG","James Frawley","Hawthorn","Essendon","Home",0,9677,6,9,13,86.7,2,0,4,0,0,0,3,302,4,8,0,95,11,4,15,7,0,0,0,0,1,0,3,3,0,2,56,71
2018-08-04,2018,"Round 20","MCG","Kaiden Brand","Hawthorn","Essendon","Home",0,9677,3,11,12,80,0,0,4,0,0,0,1,109,3,5,0,94,9,6,15,8,0,0,1,0,1,0,1,2,1,0,68,56
2018-08-04,2018,"Round 20","MCG","Luke Breust","Hawthorn","Essendon","Home",1,9677,4,10,10,71.4,1,2,0,0,0,0,9,244,2,0,1,85,10,4,14,6,3,1,3,0,4,0,2,0,1,0,88,79
2018-08-04,2018,"Round 20","MCG","Jarman Impey","Hawthorn","Essendon","Home",0,9677,3,9,9,69.2,0,0,2,2,0,0,3,294,2,5,0,70,12,1,13,5,0,1,0,0,3,0,0,2,0,0,54,46
2018-08-04,2018,"Round 20","MCG","Paul Puopolo","Hawthorn","Essendon","Home",0,9677,5,7,9,81.8,0,1,1,0,1,0,3,260,2,0,0,82,8,3,11,5,0,0,2,0,2,1,3,1,1,1,51,45
2018-08-04,2018,"Round 20","MCG","Jonathon Ceglar","Hawthorn","Essendon","Home",0,9677,7,3,6,60,2,1,2,0,1,0,1,62,1,2,0,81,4,6,10,4,1,0,2,33,1,1,1,0,0,1,80,78
2018-08-04,2018,"Round 20","MCG","Brendan Whitecross","Hawthorn","Essendon","Home",0,9677,3,5,5,55.6,1,0,1,0,0,0,2,115,1,0,0,69,6,3,9,3,1,0,1,0,4,0,2,0,1,0,44,31
2018-08-04,2018,"Round 20","MCG","Ryan Schoenmakers","Hawthorn","Essendon","Home",0,9677,5,2,5,62.5,1,0,2,0,0,0,3,69,0,1,3,72,5,3,8,1,0,2,4,0,1,0,0,0,1,0,43,51
2018-08-04,2018,"Round 20","MCG","Zachary Merrett","Essendon","Hawthorn","Away",1,9677,15,27,26,63.4,0,0,1,0,4,5,9,344,9,5,0,79,20,21,41,5,0,1,4,0,5,9,4,0,3,1,134,116
2018-08-04,2018,"Round 20","MCG","Dyson Heppell","Essendon","Hawthorn","Away",0,9677,9,16,21,84,0,0,2,0,2,3,4,264,5,2,0,84,11,14,25,5,0,0,6,0,4,5,6,2,0,3,91,77
2018-08-04,2018,"Round 20","MCG","Travis Colyer","Essendon","Hawthorn","Away",0,9677,4,17,15,65.2,0,0,1,1,0,2,3,475,4,2,0,75,17,6,23,8,1,0,3,0,4,2,3,1,0,0,105,83
2018-08-04,2018,"Round 20","MCG","Devon Smith","Essendon","Hawthorn","Away",0,9677,11,11,13,59.1,0,0,1,2,0,3,2,315,6,3,1,84,13,9,22,2,0,1,8,0,0,3,1,3,1,0,97,87
2018-08-04,2018,"Round 20","MCG","Darcy Parish","Essendon","Hawthorn","Away",1,9677,10,12,15,68.2,0,0,0,0,2,1,2,114,2,1,0,78,8,14,22,4,0,0,1,0,2,3,2,1,0,0,68,62
2018-08-04,2018,"Round 20","MCG","Cale Hooker","Essendon","Hawthorn","Away",0,9677,7,13,17,81,3,1,4,0,0,0,5,275,3,10,0,99,10,11,21,13,2,0,0,0,1,0,4,4,0,1,100,91
2018-08-04,2018,"Round 20","MCG","David Zaharakis","Essendon","Hawthorn","Away",0,9677,5,17,15,71.4,0,0,0,0,0,0,1,223,7,4,0,86,9,12,21,4,0,0,1,0,1,0,4,2,1,2,62,54
2018-08-04,2018,"Round 20","MCG","Orazio Fantasia","Essendon","Hawthorn","Away",2,9677,5,15,14,66.7,0,1,1,3,0,1,8,419,6,5,1,84,10,11,21,5,1,1,4,0,7,1,4,1,2,1,89,71
2018-08-04,2018,"Round 20","MCG","Michael Hurley","Essendon","Hawthorn","Away",1,9677,3,13,14,77.8,2,0,6,0,0,0,1,411,4,7,0,86,13,5,18,9,0,0,0,0,2,0,0,5,0,0,76,88
2018-08-04,2018,"Round 20","MCG","Conor McKenna","Essendon","Hawthorn","Away",0,9677,2,11,14,77.8,0,0,1,0,1,0,4,422,3,3,0,82,15,3,18,4,2,0,1,0,2,1,3,6,0,0,79,69
2018-08-04,2018,"Round 20","MCG","Brendon Goddard","Essendon","Hawthorn","Away",0,9677,8,9,13,76.5,1,0,1,0,2,1,4,104,1,4,0,93,10,7,17,4,0,0,1,0,1,3,2,4,0,0,60,57
2018-08-04,2018,"Round 20","MCG","Adam Saad","Essendon","Hawthorn","Away",0,9677,2,14,16,94.1,0,0,4,4,0,0,3,388,2,3,0,89,11,6,17,1,0,0,3,0,1,0,4,7,0,3,51,74
2018-08-04,2018,"Round 20","MCG","Mitchell Brown","Essendon","Hawthorn","Away",0,9677,5,11,13,81.2,0,2,1,0,0,0,5,250,5,2,2,100,10,6,16,6,1,0,3,0,2,0,2,1,0,0,78,75
2018-08-04,2018,"Round 20","MCG","David Myers","Essendon","Hawthorn","Away",0,9677,6,9,9,60,0,0,2,0,2,1,3,235,5,1,0,67,9,6,15,2,0,0,6,0,3,3,2,0,0,0,69,58
2018-08-04,2018,"Round 20","MCG","Jake Stringer","Essendon","Hawthorn","Away",3,9677,7,7,8,57.1,1,3,4,0,1,1,11,302,2,0,0,83,9,5,14,5,3,1,0,0,3,2,2,0,0,1,68,78
2018-08-04,2018,"Round 20","MCG","Anthony M-Tipungwuti","Essendon","Hawthorn","Away",2,9677,7,8,12,85.7,0,1,2,0,1,1,9,251,2,3,1,72,9,5,14,4,1,0,6,0,4,2,3,0,0,3,70,80
2018-08-04,2018,"Round 20","MCG","Ben McNiece","Essendon","Hawthorn","Away",0,9677,2,11,10,76.9,0,0,7,0,1,0,4,176,1,4,0,81,7,6,13,5,0,0,0,0,2,1,2,1,0,1,45,46
2018-08-04,2018,"Round 20","MCG","Mark Baguley","Essendon","Hawthorn","Away",1,9677,2,10,9,75,0,0,1,0,0,0,6,134,2,1,1,79,8,4,12,3,3,1,2,0,2,0,1,0,1,0,69,63
2018-08-04,2018,"Round 20","MCG","Kyle Langford","Essendon","Hawthorn","Away",0,9677,3,7,9,90,2,0,1,0,0,0,1,237,2,1,0,63,7,3,10,5,0,0,6,1,1,0,0,0,0,0,67,64
2018-08-04,2018,"Round 20","MCG","Andrew McGrath","Essendon","Hawthorn","Away",0,9677,6,5,10,100,0,0,0,0,0,0,2,126,1,2,0,81,8,2,10,3,1,0,1,0,0,0,0,1,1,0,48,57
2018-08-04,2018,"Round 20","MCG","Tom Bellchambers","Essendon","Hawthorn","Away",0,9677,7,1,4,57.1,2,1,7,0,1,2,3,88,2,0,0,84,5,2,7,3,1,0,3,40,1,3,2,0,1,0,87,90
2018-08-04,2018,"Round 20","MCG","Aaron Francis","Essendon","Hawthorn","Away",0,9677,5,5,5,71.4,1,0,4,0,0,0,0,94,2,6,0,71,5,2,7,5,0,0,1,0,1,0,3,2,1,1,36,42
2018-08-04,2018,"Round 20","Gabba","Dayne Zorko","Brisbane","North Melbourne","Home",1,9678,15,17,24,68.6,0,0,2,0,4,5,6,525,5,2,3,77,24,11,35,4,2,0,10,0,5,9,6,1,2,2,154,142
2018-08-04,2018,"Round 20","Gabba","Dayne Beams","Brisbane","North Melbourne","Home",0,9678,10,17,21,72.4,0,0,0,0,6,3,2,299,8,2,0,90,16,13,29,4,0,1,1,0,3,9,1,1,1,0,92,85
2018-08-04,2018,"Round 20","Gabba","Jarrod Berry","Brisbane","North Melbourne","Home",1,9678,11,16,24,85.7,0,0,1,0,1,3,8,299,4,4,0,79,11,17,28,5,0,0,6,0,4,4,3,3,1,1,104,106
2018-08-04,2018,"Round 20","Gabba","Hugh McCluggage","Brisbane","North Melbourne","Home",2,9678,11,15,18,69.2,1,1,2,0,0,2,8,508,6,6,1,83,15,11,26,7,3,0,5,0,5,2,3,4,0,1,123,140
2018-08-04,2018,"Round 20","Gabba","Mitch Robinson","Brisbane","North Melbourne","Home",0,9678,7,16,17,73.9,2,2,1,0,2,1,7,374,4,1,2,80,15,8,23,9,2,2,4,0,5,3,3,1,0,1,115,120
2018-08-04,2018,"Round 20","Gabba","Joshua Walker","Brisbane","North Melbourne","Home",0,9678,7,17,20,87,2,0,12,0,0,1,1,105,2,10,0,93,15,8,23,13,0,0,0,0,1,1,3,1,1,3,92,123
2018-08-04,2018,"Round 20","Gabba","Alex Witherden","Brisbane","North Melbourne","Home",1,9678,0,21,16,72.7,0,1,2,0,0,0,4,305,2,1,0,83,17,5,22,9,0,0,1,0,3,0,1,2,0,1,89,78
2018-08-04,2018,"Round 20","Gabba","Luke Hodge","Brisbane","North Melbourne","Home",0,9678,7,14,17,89.5,1,0,2,1,0,0,2,291,5,6,0,88,12,7,19,8,0,0,5,0,3,0,4,3,1,2,89,89
2018-08-04,2018,"Round 20","Gabba","Allen Christensen","Brisbane","North Melbourne","Home",2,9678,5,13,15,83.3,0,0,0,0,0,1,6,268,3,1,1,73,12,6,18,3,1,1,4,0,3,1,2,2,0,0,80,82
2018-08-04,2018,"Round 20","Gabba","Nicholas Robertson","Brisbane","North Melbourne","Home",1,9678,5,13,14,77.8,0,0,3,0,1,0,4,272,3,3,0,78,8,10,18,6,0,0,1,0,5,1,4,1,1,1,64,50
2018-08-04,2018,"Round 20","Gabba","Rhys Mathieson","Brisbane","North Melbourne","Home",2,9678,10,5,13,86.7,0,1,1,0,3,4,7,87,2,3,1,72,7,8,15,1,2,0,2,0,2,7,2,0,3,0,63,87
2018-08-04,2018,"Round 20","Gabba","Darcy Gardiner","Brisbane","North Melbourne","Home",0,9678,4,11,13,92.9,0,0,5,0,0,0,2,201,2,4,0,83,10,4,14,8,0,0,1,0,0,0,2,2,1,1,64,81
2018-08-04,2018,"Round 20","Gabba","Harris Andrews","Brisbane","North Melbourne","Home",0,9678,2,13,12,85.7,0,0,9,0,0,0,2,205,2,3,0,97,13,1,14,10,0,0,3,0,2,0,4,2,0,3,74,61
2018-08-04,2018,"Round 20","Gabba","Cameron Rayner","Brisbane","North Melbourne","Home",1,9678,4,9,12,85.7,0,2,0,0,0,1,4,262,3,0,1,80,8,6,14,6,2,1,1,0,2,1,1,3,2,0,73,88
2018-08-04,2018,"Round 20","Gabba","Stefan Martin","Brisbane","North Melbourne","Home",1,9678,3,8,9,75,0,0,1,0,1,3,3,193,2,1,0,78,8,4,12,2,0,0,1,24,4,4,0,0,1,0,67,72
2018-08-04,2018,"Round 20","Gabba","Daniel Rich","Brisbane","North Melbourne","Home",1,9678,4,7,7,63.6,0,0,2,0,1,0,4,166,4,3,0,78,6,5,11,2,0,0,1,0,3,1,1,0,1,0,39,45
2018-08-04,2018,"Round 20","Gabba","Ryan Bastinac","Brisbane","North Melbourne","Home",0,9678,2,10,8,72.7,0,3,2,0,1,0,1,225,4,2,2,83,8,3,11,6,0,0,3,0,2,1,2,0,0,0,60,43
2018-08-04,2018,"Round 20","Gabba","Lewis Taylor","Brisbane","North Melbourne","Home",0,9678,2,9,7,70,0,1,2,0,0,1,3,112,3,2,0,81,3,7,10,1,1,0,2,0,1,1,1,1,0,0,40,40
2018-08-04,2018,"Round 20","Gabba","Oscar McInerney","Brisbane","North Melbourne","Home",0,9678,9,3,5,50,2,1,2,0,1,1,5,202,3,2,0,76,7,3,10,3,2,1,1,17,1,2,1,1,1,0,71,82
2018-08-04,2018,"Round 20","Gabba","Brandon Starcevich","Brisbane","North Melbourne","Home",0,9678,5,4,6,66.7,0,0,1,0,0,0,4,187,1,2,3,77,5,4,9,0,0,1,5,0,4,0,2,0,1,1,42,55
2018-08-04,2018,"Round 20","Gabba","Daniel McStay","Brisbane","North Melbourne","Home",1,9678,4,3,6,85.7,2,3,0,0,0,0,3,39,1,1,3,83,3,4,7,4,0,1,3,0,0,0,1,0,0,1,39,47
2018-08-04,2018,"Round 20","Gabba","Eric Hipwood","Brisbane","North Melbourne","Home",0,9678,3,3,4,57.1,1,1,1,0,0,0,3,172,5,3,1,86,5,2,7,3,1,0,2,0,3,0,4,0,1,2,37,33
2018-08-04,2018,"Round 20","Gabba","Trent Dumont","North Melbourne","Brisbane","Away",2,9678,16,13,22,75.9,0,0,1,0,2,4,8,455,4,5,1,84,14,15,29,3,0,1,5,0,1,6,1,6,1,1,100,132
2018-08-04,2018,"Round 20","Gabba","Jack Ziebell","North Melbourne","Brisbane","Away",1,9678,10,15,16,61.5,0,2,0,0,1,2,10,527,4,2,0,87,20,6,26,7,3,2,2,0,4,3,4,4,2,1,120,109
2018-08-04,2018,"Round 20","Gabba","Jed Anderson","North Melbourne","Brisbane","Away",0,9678,15,11,17,68,1,0,2,0,2,4,6,315,5,2,0,77,15,10,25,4,0,0,5,0,3,6,6,2,1,3,89,89
2018-08-04,2018,"Round 20","Gabba","Ben Cunnington","North Melbourne","Brisbane","Away",0,9678,13,11,14,63.6,1,1,2,0,3,2,6,259,4,3,1,78,8,14,22,2,1,0,1,0,4,5,2,1,1,1,66,95
2018-08-04,2018,"Round 20","Gabba","Ryan Clarke","North Melbourne","Brisbane","Away",0,9678,8,14,13,61.9,0,0,2,0,0,1,2,299,4,5,0,85,9,12,21,3,0,0,1,0,3,1,3,2,0,0,64,61
2018-08-04,2018,"Round 20","Gabba","Jy Simpkin","North Melbourne","Brisbane","Away",2,9678,10,10,15,75,1,0,0,0,1,1,9,203,2,3,2,75,8,12,20,3,1,0,4,0,4,2,3,0,2,1,78,87
2018-08-04,2018,"Round 20","Gabba","Samuel Wright","North Melbourne","Brisbane","Away",0,9678,6,12,12,63.2,0,0,0,0,0,1,2,349,6,9,0,83,11,8,19,5,0,0,2,0,2,1,3,3,1,1,70,60
2018-08-04,2018,"Round 20","Gabba","Jamie MacMillan","North Melbourne","Brisbane","Away",0,9678,6,12,15,88.2,2,0,1,0,0,0,5,303,4,6,1,86,12,5,17,5,0,0,1,0,3,0,3,2,2,1,64,71
2018-08-04,2018,"Round 20","Gabba","Kayne Turner","North Melbourne","Brisbane","Away",2,9678,8,10,13,76.5,1,0,3,0,1,0,8,245,1,3,1,79,8,9,17,2,2,1,4,0,3,1,0,0,3,0,80,95
2018-08-04,2018,"Round 20","Gabba","Paul Ahern","North Melbourne","Brisbane","Away",0,9678,5,11,9,56.2,0,0,0,0,0,2,3,267,5,0,0,69,8,8,16,0,0,0,2,0,3,2,5,0,0,3,39,40
2018-08-04,2018,"Round 20","Gabba","Majak Daw","North Melbourne","Brisbane","Away",0,9678,10,6,13,86.7,3,0,8,0,0,1,3,145,2,10,0,88,10,5,15,6,0,0,2,3,2,1,1,4,2,0,71,92
