Date,HomeTeam,AwayTeam,FTHG,FTAG,gameId,season
9/11/2002,Chelsea,Birmingham,3,0,502,20022003
9/11/2002,Everton,Charlton,1,0,503,20022003
9/11/2002,Man City,Man United,3,1,504,20022003
9/11/2002,Middlesboro,Liverpool,1,0,505,20022003
9/11/2002,Southampton,Blackburn,1,1,506,20022003
10/11/2002,Sunderland,Tottenham,2,0,507,20022003
10/11/2002,West Ham,Leeds,3,4,508,20022003
16/11/2002,Arsenal,Tottenham,3,0,509,20022003
16/11/2002,Chelsea,Middlesboro,1,0,510,20022003
16/11/2002,Man City,Charlton,0,1,511,20022003
16/11/2002,Newcastle,Southampton,2,1,512,20022003
16/11/2002,West Brom,Aston Villa,0,0,513,20022003
17/11/2002,Birmingham,Fulham,0,0,514,20022003
17/11/2002,Blackburn,Everton,0,1,515,20022003
17/11/2002,Leeds,Bolton,2,4,516,20022003
17/11/2002,Liverpool,Sunderland,0,0,517,20022003
17/11/2002,West Ham,Man United,1,1,518,20022003
23/11/2002,Aston Villa,West Ham,4,1,519,20022003
23/11/2002,Bolton,Chelsea,1,1,520,20022003
23/11/2002,Everton,West Brom,1,0,521,20022003
23/11/2002,Fulham,Liverpool,3,2,522,20022003
23/11/2002,Man United,Newcastle,5,3,523,20022003
23/11/2002,Middlesboro,Man City,3,1,524,20022003
23/11/2002,Southampton,Arsenal,3,2,525,20022003
23/11/2002,Sunderland,Birmingham,0,1,526,20022003
24/11/2002,Charlton,Blackburn,3,1,527,20022003
24/11/2002,Tottenham,Leeds,2,0,528,20022003
30/11/2002,Arsenal,Aston Villa,3,1,529,20022003
30/11/2002,Birmingham,Tottenham,1,1,530,20022003
30/11/2002,Blackburn,Fulham,2,1,531,20022003
30/11/2002,Chelsea,Sunderland,3,0,532,20022003
30/11/2002,Man City,Bolton,2,0,533,20022003
30/11/2002,West Brom,Middlesboro,1,0,534,20022003
1/12/2002,Leeds,Charlton,1,2,535,20022003
1/12/2002,Liverpool,Man United,1,2,536,20022003
1/12/2002,Newcastle,Everton,2,1,537,20022003
2/12/2002,West Ham,Southampton,0,1,538,20022003
7/12/2002,Aston Villa,Newcastle,0,1,539,20022003
7/12/2002,Bolton,Blackburn,1,1,540,20022003
7/12/2002,Charlton,Liverpool,2,0,541,20022003
7/12/2002,Everton,Chelsea,1,3,542,20022003
7/12/2002,Fulham,Leeds,1,0,543,20022003
7/12/2002,Man United,Arsenal,2,0,544,20022003
7/12/2002,Middlesboro,West Ham,2,2,545,20022003
7/12/2002,Southampton,Birmingham,2,0,546,20022003
8/12/2002,Tottenham,West Brom,3,1,547,20022003
9/12/2002,Sunderland,Man City,0,3,548,20022003
14/12/2002,Aston Villa,West Brom,2,1,549,20022003
14/12/2002,Charlton,Man City,2,2,550,20022003
14/12/2002,Everton,Blackburn,2,1,551,20022003
14/12/2002,Man United,West Ham,3,0,552,20022003
14/12/2002,Middlesboro,Chelsea,1,1,553,20022003
14/12/2002,Southampton,Newcastle,1,1,554,20022003
15/12/2002,Fulham,Birmingham,0,1,555,20022003
15/12/2002,Sunderland,Liverpool,2,1,556,20022003
15/12/2002,Tottenham,Arsenal,1,1,557,20022003
16/12/2002,Bolton,Leeds,0,3,558,20022003
21/12/2002,Arsenal,Middlesboro,2,0,559,20022003
21/12/2002,Birmingham,Charlton,1,1,560,20022003
21/12/2002,Chelsea,Aston Villa,2,0,561,20022003
21/12/2002,Leeds,Southampton,1,1,562,20022003
21/12/2002,Newcastle,Fulham,2,0,563,20022003
21/12/2002,West Brom,Sunderland,2,2,564,20022003
21/12/2002,West Ham,Bolton,1,1,565,20022003
22/12/2002,Blackburn,Man United,1,0,566,20022003
22/12/2002,Liverpool,Everton,0,0,567,20022003
23/12/2002,Man City,Tottenham,2,3,568,20022003
26/12/2002,Birmingham,Everton,1,1,569,20022003
26/12/2002,Bolton,Newcastle,4,3,570,20022003
26/12/2002,Chelsea,Southampton,0,0,571,20022003
26/12/2002,Liverpool,Blackburn,1,1,572,20022003
26/12/2002,Man City,Aston Villa,3,1,573,20022003
26/12/2002,Middlesboro,Man United,3,1,574,20022003
26/12/2002,Sunderland,Leeds,1,2,575,20022003
26/12/2002,Tottenham,Charlton,2,2,576,20022003
26/12/2002,West Brom,Arsenal,1,2,577,20022003
26/12/2002,West Ham,Fulham,1,1,578,20022003
28/12/2002,Aston Villa,Middlesboro,1,0,579,20022003
28/12/2002,Blackburn,West Ham,2,2,580,20022003
28/12/2002,Charlton,West Brom,1,0,581,20022003
28/12/2002,Everton,Bolton,0,0,582,20022003
28/12/2002,Fulham,Man City,0,1,583,20022003
28/12/2002,Leeds,Chelsea,2,0,584,20022003
28/12/2002,Man United,Birmingham,2,0,585,20022003
28/12/2002,Southampton,Sunderland,2,1,586,20022003
29/12/2002,Arsenal,Liverpool,1,1,587,20022003
29/12/2002,Newcastle,Tottenham,2,1,588,20022003
1/01/2003,Arsenal,Chelsea,3,2,589,20022003
1/01/2003,Aston Villa,Bolton,2,0,590,20022003
1/01/2003,Blackburn,Middlesboro,1,0,591,20022003
1/01/2003,Everton,Man City,2,2,592,20022003
1/01/2003,Leeds,Birmingham,2,0,593,20022003
1/01/2003,Man United,Sunderland,2,1,594,20022003
1/01/2003,Newcastle,Liverpool,1,0,595,20022003
1/01/2003,Southampton,Tottenham,1,0,596,20022003
11/01/2003,Bolton,Fulham,0,0,597,20022003
11/01/2003,Chelsea,Charlton,4,1,598,20022003
11/01/2003,Liverpool,Aston Villa,1,1,599,20022003
11/01/2003,Man City,Leeds,2,1,600,20022003
11/01/2003,Middlesboro,Southampton,2,2,601,20022003
11/01/2003,Sunderland,Blackburn,0,0,602,20022003
11/01/2003,West Brom,Man United,1,3,603,20022003
11/01/2003,West Ham,Newcastle,2,2,604,20022003
12/01/2003,Birmingham,Arsenal,0,4,605,20022003
12/01/2003,Tottenham,Everton,4,3,606,20022003
18/01/2003,Aston Villa,Tottenham,0,1,607,20022003
18/01/2003,Blackburn,Birmingham,1,1,608,20022003
18/01/2003,Charlton,Bolton,1,1,609,20022003
18/01/2003,Everton,Sunderland,2,1,610,20022003
18/01/2003,Leeds,West Brom,0,0,611,20022003
18/01/2003,Man United,Chelsea,2,1,612,20022003
18/01/2003,Newcastle,Man City,2,0,613,20022003
18/01/2003,Southampton,Liverpool,0,1,614,20022003
19/01/2003,Arsenal,West Ham,3,1,615,20022003
19/01/2003,Fulham,Middlesboro,1,0,616,20022003
22/01/2003,Charlton,West Ham,4,2,617,20022003
22/01/2003,Newcastle,Bolton,1,0,618,20022003
28/01/2003,Bolton,Everton,1,2,619,20022003
28/01/2003,Chelsea,Leeds,3,2,620,20022003
28/01/2003,Middlesboro,Aston Villa,2,5,621,20022003
28/01/2003,Sunderland,Southampton,0,1,622,20022003
29/01/2003,Liverpool,Arsenal,2,2,623,20022003
29/01/2003,Man City,Fulham,4,1,624,20022003
29/01/2003,Tottenham,Newcastle,0,1,625,20022003
29/01/2003,West Brom,Charlton,0,1,626,20022003
29/01/2003,West Ham,Blackburn,2,1,627,20022003
1/02/2003,Arsenal,Fulham,2,1,628,20022003
1/02/2003,Bolton,Birmingham,4,2,629,20022003
1/02/2003,Chelsea,Tottenham,1,1,630,20022003
1/02/2003,Everton,Leeds,2,0,631,20022003
1/02/2003,Man City,West Brom,1,2,632,20022003
1/02/2003,Southampton,Man United,0,2,633,20022003
1/02/2003,Sunderland,Charlton,1,3,634,20022003
2/02/2003,Aston Villa,Blackburn,3,0,635,20022003
2/02/2003,West Ham,Liverpool,0,3,636,20022003
4/02/2003,Birmingham,Man United,0,1,637,20022003
8/02/2003,Birmingham,Chelsea,1,3,638,20022003
8/02/2003,Blackburn,Southampton,1,0,639,20022003
8/02/2003,Charlton,Everton,2,1,640,20022003
8/02/2003,Fulham,Aston Villa,2,1,641,20022003
8/02/2003,Leeds,West Ham,1,0,642,20022003
8/02/2003,Liverpool,Middlesboro,1,1,643,20022003
8/02/2003,Tottenham,Sunderland,4,1,644,20022003
8/02/2003,West Brom,Bolton,1,1,645,20022003
9/02/2003,Man United,Man City,1,1,646,20022003
9/02/2003,Newcastle,Arsenal,1,1,647,20022003
19/02/2003,Fulham,West Brom,3,0,648,20022003
22/02/2003,Bolton,Man United,1,1,649,20022003
22/02/2003,Charlton,Aston Villa,3,0,650,20022003
22/02/2003,Chelsea,Blackburn,1,2,651,20022003
22/02/2003,Everton,Southampton,2,1,652,20022003
22/02/2003,Leeds,Newcastle,0,3,653,20022003
22/02/2003,Man City,Arsenal,1,5,654,20022003
22/02/2003,Sunderland,Middlesboro,1,3,655,20022003
23/02/2003,Birmingham,Liverpool,2,1,656,20022003
23/02/2003,West Brom,West Ham,1,2,657,20022003
24/02/2003,Tottenham,Fulham,1,1,658,20022003
1/03/2003,Blackburn,Man City,1,0,659,20022003
1/03/2003,Fulham,Sunderland,1,0,660,20022003
1/03/2003,Middlesboro,Everton,1,1,661,20022003
1/03/2003,Newcastle,Chelsea,2,1,662,20022003
1/03/2003,Southampton,West Brom,1,0,663,20022003
1/03/2003,West Ham,Tottenham,2,0,664,20022003
2/03/2003,Arsenal,Charlton,2,0,665,20022003
3/03/2003,Aston Villa,Birmingham,0,2,666,20022003
5/03/2003,Man United,Leeds,2,1,667,20022003
5/03/2003,Middlesboro,Newcastle,1,0,668,20022003
8/03/2003,Liverpool,Bolton,2,0,669,20022003
15/03/2003,Aston Villa,Man United,0,1,670,20022003
15/03/2003,Blackburn,Arsenal,2,0,671,20022003
15/03/2003,Charlton,Newcastle,0,2,672,20022003
15/03/2003,Everton,West Ham,0,0,673,20022003
15/03/2003,Fulham,Southampton,2,2,674,20022003
15/03/2003,Leeds,Middlesboro,2,3,675,20022003
15/03/2003,Sunderland,Bolton,0,2,676,20022003
16/03/2003,Man City,Birmingham,1,0,677,20022003
16/03/2003,Tottenham,Liverpool,2,3,678,20022003
16/03/2003,West Brom,Chelsea,0,2,679,20022003
22/03/2003,Birmingham,West Brom,1,0,680,20022003
22/03/2003,Chelsea,Man City,5,0,681,20022003
22/03/2003,Man United,Fulham,3,0,682,20022003
22/03/2003,Middlesboro,Charlton,1,1,683,20022003
22/03/2003,Newcastle,Blackburn,5,1,684,20022003
22/03/2003,Southampton,Aston Villa,2,2,685,20022003
22/03/2003,West Ham,Sunderland,2,0,686,20022003
23/03/2003,Arsenal,Everton,2,1,687,20022003
23/03/2003,Liverpool,Leeds,3,1,688,20022003
24/03/2003,Bolton,Tottenham,1,0,689,20022003
5/04/2003,Aston Villa,Arsenal,1,1,690,20022003
5/04/2003,Bolton,Man City,2,0,691,20022003
5/04/2003,Charlton,Leeds,1,6,692,20022003
5/04/2003,Man United,Liverpool,4,0,693,20022003
5/04/2003,Middlesboro,West Brom,3,0,694,20022003
5/04/2003,Southampton,West Ham,1,1,695,20022003
5/04/2003,Sunderland,Chelsea,1,2,696,20022003
5/04/2003,Tottenham,Birmingham,2,1,697,20022003
6/04/2003,Everton,Newcastle,2,1,698,20022003
7/04/2003,Fulham,Blackburn,0,4,699,20022003
12/04/2003,Birmingham,Sunderland,2,0,700,20022003
12/04/2003,Blackburn,Charlton,1,0,701,20022003
12/04/2003,Chelsea,Bolton,1,0,702,20022003
12/04/2003,Leeds,Tottenham,2,2,703,20022003
12/04/2003,Liverpool,Fulham,2,0,704,20022003
12/04/2003,Man City,Middlesboro,0,0,705,20022003
12/04/2003,Newcastle,Man United,2,6,706,20022003
12/04/2003,West Brom,Everton,1,2,707,20022003
12/04/2003,West Ham,Aston Villa,2,2,708,20022003
16/04/2003,Arsenal,Man United,2,2,709,20022003
18/04/2003,Tottenham,Man City,0,2,710,20022003
19/04/2003,Aston Villa,Chelsea,2,1,711,20022003
19/04/2003,Bolton,West Ham,1,0,712,20022003
19/04/2003,Charlton,Birmingham,0,2,713,20022003
19/04/2003,Everton,Liverpool,1,2,714,20022003
19/04/2003,Fulham,Newcastle,2,1,715,20022003
19/04/2003,Man United,Blackburn,3,1,716,20022003
19/04/2003,Middlesboro,Arsenal,0,2,717,20022003
19/04/2003,Southampton,Leeds,3,2,718,20022003
19/04/2003,Sunderland,West Brom,1,2,719,20022003
21/04/2003,Birmingham,Southampton,3,2,720,20022003
21/04/2003,Blackburn,Bolton,0,0,721,20022003
21/04/2003,Chelsea,Everton,4,1,722,20022003
21/04/2003,Liverpool,Charlton,2,1,723,20022003
21/04/2003,Man City,Sunderland,3,0,724,20022003
21/04/2003,Newcastle,Aston Villa,1,1,725,20022003
21/04/2003,West Brom,Tottenham,2,3,726,20022003
21/04/2003,West Ham,Middlesboro,1,0,727,20022003
22/04/2003,Leeds,Fulham,2,0,728,20022003
26/04/2003,Birmingham,Middlesboro,3,0,729,20022003
26/04/2003,Bolton,Arsenal,2,2,730,20022003
26/04/2003,Charlton,Southampton,2,1,731,20022003
26/04/2003,Chelsea,Fulham,1,1,732,20022003
26/04/2003,Everton,Aston Villa,2,1,733,20022003
26/04/2003,Leeds,Blackburn,2,3,734,20022003
26/04/2003,Sunderland,Newcastle,0,1,735,20022003
26/04/2003,West Brom,Liverpool,0,6,736,20022003
27/04/2003,Man City,West Ham,0,1,737,20022003
27/04/2003,Tottenham,Man United,0,2,738,20022003
3/05/2003,Aston Villa,Sunderland,1,0,739,20022003
3/05/2003,Blackburn,West Brom,1,1,740,20022003
3/05/2003,Fulham,Everton,2,0,741,20022003
3/05/2003,Liverpool,Man City,1,2,742,20022003
3/05/2003,Man United,Charlton,4,1,743,20022003
3/05/2003,Middlesboro,Tottenham,5,1,744,20022003
3/05/2003,Newcastle,Birmingham,1,0,745,20022003
3/05/2003,Southampton,Bolton,0,0,746,20022003
3/05/2003,West Ham,Chelsea,1,0,747,20022003
4/05/2003,Arsenal,Leeds,2,3,748,20022003
7/05/2003,Arsenal,Southampton,6,1,749,20022003
11/05/2003,Birmingham,West Ham,2,2,750,20022003
11/05/2003,Bolton,Middlesboro,2,1,751,20022003
11/05/2003,Charlton,Fulham,0,1,752,20022003
11/05/2003,Chelsea,Liverpool,2,1,753,20022003
11/05/2003,Everton,Man United,1,2,754,20022003
11/05/2003,Leeds,Aston Villa,3,1,755,20022003
11/05/2003,Man City,Southampton,0,1,756,20022003
11/05/2003,Sunderland,Arsenal,0,4,757,20022003
11/05/2003,Tottenham,Blackburn,0,4,758,20022003
11/05/2003,West Brom,Newcastle,2,2,759,20022003
16/08/2003,Arsenal,Everton,2,1,760,20032004
16/08/2003,Birmingham,Tottenham,1,0,761,20032004
16/08/2003,Blackburn,Wolves,5,1,762,20032004
16/08/2003,Fulham,Middlesbrough,3,2,763,20032004
16/08/2003,Leicester,Southampton,2,2,764,20032004
16/08/2003,Man United,Bolton,4,0,765,20032004
16/08/2003,Portsmouth,Aston Villa,2,1,766,20032004
17/08/2003,Charlton,Man City,0,3,767,20032004
17/08/2003,Leeds,Newcastle,2,2,768,20032004
17/08/2003,Liverpool,Chelsea,1,2,769,20032004
23/08/2003,Bolton,Blackburn,2,2,770,20032004
23/08/2003,Chelsea,Leicester,2,1,771,20032004
23/08/2003,Everton,Fulham,3,1,772,20032004
23/08/2003,Man City,Portsmouth,1,1,773,20032004
23/08/2003,Newcastle,Man United,1,2,774,20032004
23/08/2003,Southampton,Birmingham,0,0,775,20032004
23/08/2003,Tottenham,Leeds,2,1,776,20032004
23/08/2003,Wolves,Charlton,0,4,777,20032004
24/08/2003,Aston Villa,Liverpool,0,0,778,20032004
24/08/2003,Middlesbrough,Arsenal,0,4,779,20032004
25/08/2003,Blackburn,Man City,2,3,780,20032004
26/08/2003,Charlton,Everton,2,2,781,20032004
26/08/2003,Leeds,Southampton,0,0,782,20032004
26/08/2003,Leicester,Middlesbrough,0,0,783,20032004
26/08/2003,Portsmouth,Bolton,4,0,784,20032004
27/08/2003,Arsenal,Aston Villa,2,0,785,20032004
27/08/2003,Liverpool,Tottenham,0,0,786,20032004
27/08/2003,Man United,Wolves,1,0,787,20032004
30/08/2003,Aston Villa,Leicester,3,1,788,20032004
30/08/2003,Bolton,Charlton,0,0,789,20032004
30/08/2003,Chelsea,Blackburn,2,2,790,20032004
30/08/2003,Everton,Liverpool,0,3,791,20032004
30/08/2003,Middlesbrough,Leeds,2,3,792,20032004
30/08/2003,Newcastle,Birmingham,0,1,793,20032004
30/08/2003,Tottenham,Fulham,0,3,794,20032004
30/08/2003,Wolves,Portsmouth,0,0,795,20032004
31/08/2003,Man City,Arsenal,1,2,796,20032004
31/08/2003,Southampton,Man United,1,0,797,20032004
13/09/2003,Arsenal,Portsmouth,1,1,798,20032004
13/09/2003,Blackburn,Liverpool,1,3,799,20032004
13/09/2003,Bolton,Middlesbrough,2,0,800,20032004
13/09/2003,Charlton,Man United,0,2,801,20032004
13/09/2003,Chelsea,Tottenham,4,2,802,20032004
13/09/2003,Everton,Newcastle,2,2,803,20032004
13/09/2003,Southampton,Wolves,2,0,804,20032004
14/09/2003,Birmingham,Fulham,2,2,805,20032004
14/09/2003,Man City,Aston Villa,4,1,806,20032004
15/09/2003,Leicester,Leeds,4,0,807,20032004
20/09/2003,Aston Villa,Charlton,2,1,808,20032004
20/09/2003,Fulham,Man City,2,2,809,20032004
20/09/2003,Leeds,Birmingham,0,2,810,20032004
20/09/2003,Liverpool,Leicester,2,1,811,20032004
20/09/2003,Newcastle,Bolton,0,0,812,20032004
20/09/2003,Portsmouth,Blackburn,1,2,813,20032004
20/09/2003,Tottenham,Southampton,1,3,814,20032004
20/09/2003,Wolves,Chelsea,0,5,815,20032004
21/09/2003,Man United,Arsenal,0,0,816,20032004
21/09/2003,Middlesbrough,Everton,1,0,817,20032004
26/09/2003,Arsenal,Newcastle,3,2,818,20032004
27/09/2003,Birmingham,Portsmouth,2,0,819,20032004
27/09/2003,Bolton,Wolves,1,1,820,20032004
27/09/2003,Chelsea,Aston Villa,1,0,821,20032004
27/09/2003,Leicester,Man United,1,4,822,20032004
27/09/2003,Southampton,Middlesbrough,0,1,823,20032004
28/09/2003,Blackburn,Fulham,0,2,824,20032004
28/09/2003,Charlton,Liverpool,3,2,825,20032004
28/09/2003,Everton,Leeds,4,0,826,20032004
28/09/2003,Man City,Tottenham,0,0,827,20032004
4/10/2003,Fulham,Leicester,2,0,828,20032004
4/10/2003,Leeds,Blackburn,2,1,829,20032004
4/10/2003,Liverpool,Arsenal,1,2,830,20032004
4/10/2003,Man United,Birmingham,3,0,831,20032004
4/10/2003,Newcastle,Southampton,1,0,832,20032004
4/10/2003,Portsmouth,Charlton,1,2,833,20032004
4/10/2003,Tottenham,Everton,3,0,834,20032004
4/10/2003,Wolves,Man City,1,0,835,20032004
5/10/2003,Aston Villa,Bolton,1,1,836,20032004
5/10/2003,Middlesbrough,Chelsea,1,2,837,20032004
14/10/2003,Birmingham,Chelsea,0,0,838,20032004
18/10/2003,Arsenal,Chelsea,2,1,839,20032004
18/10/2003,Fulham,Wolves,0,0,840,20032004
18/10/2003,Leeds,Man United,0,1,841,20032004
18/10/2003,Man City,Bolton,6,2,842,20032004
18/10/2003,Middlesbrough,Newcastle,0,1,843,20032004
18/10/2003,Portsmouth,Liverpool,1,0,844,20032004
19/10/2003,Birmingham,Aston Villa,0,0,845,20032004
19/10/2003,Everton,Southampton,0,0,846,20032004
19/10/2003,Leicester,Tottenham,1,2,847,20032004
20/10/2003,Blackburn,Charlton,0,1,848,20032004
21/10/2003,Fulham,Newcastle,2,3,849,20032004
25/10/2003,Aston Villa,Everton,0,0,850,20032004
25/10/2003,Bolton,Birmingham,0,1,851,20032004
25/10/2003,Chelsea,Man City,1,0,852,20032004
25/10/2003,Liverpool,Leeds,3,1,853,20032004
25/10/2003,Man United,Fulham,1,3,854,20032004
25/10/2003,Newcastle,Portsmouth,3,0,855,20032004
25/10/2003,Southampton,Blackburn,2,0,856,20032004
25/10/2003,Wolves,Leicester,4,3,857,20032004
26/10/2003,Charlton,Arsenal,1,1,858,20032004
26/10/2003,Tottenham,Middlesbrough,0,0,859,20032004
1/11/2003,Everton,Chelsea,0,1,860,20032004
1/11/2003,Leeds,Arsenal,1,4,861,20032004
1/11/2003,Man United,Portsmouth,3,0,862,20032004
1/11/2003,Middlesbrough,Wolves,2,0,863,20032004
1/11/2003,Newcastle,Aston Villa,1,1,864,20032004
1/11/2003,Southampton,Man City,0,2,865,20032004
1/11/2003,Tottenham,Bolton,0,1,866,20032004
2/11/2003,Fulham,Liverpool,1,2,867,20032004
2/11/2003,Leicester,Blackburn,2,0,868,20032004
3/11/2003,Birmingham,Charlton,1,2,869,20032004
8/11/2003,Arsenal,Tottenham,2,1,870,20032004
8/11/2003,Aston Villa,Middlesbrough,0,2,871,20032004
8/11/2003,Bolton,Southampton,0,0,872,20032004
8/11/2003,Charlton,Fulham,3,1,873,20032004
8/11/2003,Portsmouth,Leeds,6,1,874,20032004
8/11/2003,Wolves,Birmingham,1,1,875,20032004
9/11/2003,Chelsea,Newcastle,5,0,876,20032004
9/11/2003,Liverpool,Man United,1,2,877,20032004
9/11/2003,Man City,Leicester,0,3,878,20032004
10/11/2003,Blackburn,Everton,2,1,879,20032004
22/11/2003,Birmingham,Arsenal,0,3,880,20032004
22/11/2003,Everton,Wolves,2,0,881,20032004
22/11/2003,Leeds,Bolton,0,2,882,20032004
22/11/2003,Leicester,Charlton,1,1,883,20032004
22/11/2003,Man United,Blackburn,2,1,884,20032004
22/11/2003,Middlesbrough,Liverpool,0,0,885,20032004
22/11/2003,Newcastle,Man City,3,0,886,20032004
22/11/2003,Southampton,Chelsea,0,1,887,20032004
23/11/2003,Tottenham,Aston Villa,2,1,888,20032004
24/11/2003,Fulham,Portsmouth,2,0,889,20032004
29/11/2003,Aston Villa,Southampton,1,0,890,20032004
29/11/2003,Blackburn,Tottenham,1,0,891,20032004
29/11/2003,Bolton,Everton,2,0,892,20032004
29/11/2003,Charlton,Leeds,0,1,893,20032004
29/11/2003,Portsmouth,Leicester,0,2,894,20032004
29/11/2003,Wolves,Newcastle,1,1,895,20032004
30/11/2003,Arsenal,Fulham,0,0,896,20032004
30/11/2003,Chelsea,Man United,1,0,897,20032004
30/11/2003,Liverpool,Birmingham,3,1,898,20032004
30/11/2003,Man City,Middlesbrough,0,1,899,20032004
6/12/2003,Birmingham,Blackburn,0,4,900,20032004
6/12/2003,Fulham,Bolton,2,1,901,20032004
6/12/2003,Leeds,Chelsea,1,1,902,20032004
6/12/2003,Leicester,Arsenal,1,1,903,20032004
6/12/2003,Man United,Aston Villa,4,0,904,20032004
6/12/2003,Middlesbrough,Portsmouth,0,0,905,20032004
6/12/2003,Newcastle,Liverpool,1,1,906,20032004
6/12/2003,Tottenham,Wolves,5,2,907,20032004
7/12/2003,Everton,Man City,0,0,908,20032004
7/12/2003,Southampton,Charlton,3,2,909,20032004
13/12/2003,Chelsea,Bolton,1,2,910,20032004
13/12/2003,Leicester,Birmingham,0,2,911,20032004
13/12/2003,Liverpool,Southampton,1,2,912,20032004
13/12/2003,Man United,Man City,3,1,913,20032004
13/12/2003,Middlesbrough,Charlton,0,0,914,20032004
13/12/2003,Newcastle,Tottenham,4,0,915,20032004
13/12/2003,Portsmouth,Everton,1,2,916,20032004
14/12/2003,Arsenal,Blackburn,1,0,917,20032004
14/12/2003,Aston Villa,Wolves,3,2,918,20032004
14/12/2003,Leeds,Fulham,3,2,919,20032004
20/12/2003,Blackburn,Aston Villa,0,2,920,20032004
20/12/2003,Bolton,Arsenal,1,1,921,20032004
20/12/2003,Charlton,Newcastle,0,0,922,20032004
20/12/2003,Everton,Leicester,3,2,923,20032004
20/12/2003,Fulham,Chelsea,0,1,924,20032004
21/12/2003,Southampton,Portsmouth,3,0,925,20032004
21/12/2003,Tottenham,Man United,1,2,926,20032004
22/12/2003,Man City,Leeds,1,1,927,20032004
26/12/2003,Arsenal,Wolves,3,0,928,20032004
26/12/2003,Birmingham,Man City,2,1,929,20032004
26/12/2003,Blackburn,Middlesbrough,2,2,930,20032004
26/12/2003,Charlton,Chelsea,4,2,931,20032004
26/12/2003,Fulham,Southampton,2,0,932,20032004
26/12/2003,Leeds,Aston Villa,0,0,933,20032004
26/12/2003,Leicester,Newcastle,1,1,934,20032004
26/12/2003,Liverpool,Bolton,3,1,935,20032004
26/12/2003,Man United,Everton,3,2,936,20032004
26/12/2003,Portsmouth,Tottenham,2,0,937,20032004
28/12/2003,Aston Villa,Fulham,3,0,938,20032004
28/12/2003,Bolton,Leicester,2,2,939,20032004
28/12/2003,Chelsea,Portsmouth,3,0,940,20032004
28/12/2003,Everton,Birmingham,1,0,941,20032004
28/12/2003,Man City,Liverpool,2,2,942,20032004
28/12/2003,Middlesbrough,Man United,0,1,943,20032004
28/12/2003,Newcastle,Blackburn,0,1,944,20032004
28/12/2003,Tottenham,Charlton,0,1,945,20032004
28/12/2003,Wolves,Leeds,3,1,946,20032004
29/12/2003,Southampton,Arsenal,0,1,947,20032004
6/01/2004,Aston Villa,Portsmouth,2,1,948,20032004
7/01/2004,Bolton,Man United,1,2,949,20032004
7/01/2004,Chelsea,Liverpool,0,1,950,20032004
7/01/2004,Everton,Arsenal,1,1,951,20032004
7/01/2004,Man City,Charlton,1,1,952,20032004
7/01/2004,Middlesbrough,Fulham,2,1,953,20032004
7/01/2004,Newcastle,Leeds,1,0,954,20032004
7/01/2004,Southampton,Leicester,0,0,955,20032004
7/01/2004,Tottenham,Birmingham,4,1,956,20032004
7/01/2004,Wolves,Blackburn,2,2,957,20032004
10/01/2004,Arsenal,Middlesbrough,4,1,958,20032004
10/01/2004,Birmingham,Southampton,2,1,959,20032004
10/01/2004,Blackburn,Bolton,3,4,960,20032004
10/01/2004,Charlton,Wolves,2,0,961,20032004
10/01/2004,Fulham,Everton,2,1,962,20032004
10/01/2004,Leeds,Tottenham,0,1,963,20032004
10/01/2004,Liverpool,Aston Villa,1,0,964,20032004
10/01/2004,Portsmouth,Man City,4,2,965,20032004
11/01/2004,Leicester,Chelsea,0,4,966,20032004
11/01/2004,Man United,Newcastle,0,0,967,20032004
17/01/2004,Bolton,Portsmouth,1,0,968,20032004
17/01/2004,Everton,Charlton,0,1,969,20032004
17/01/2004,Man City,Blackburn,1,1,970,20032004
17/01/2004,Middlesbrough,Leicester,3,3,971,20032004
17/01/2004,Southampton,Leeds,2,1,972,20032004
17/01/2004,Tottenham,Liverpool,2,1,973,20032004
17/01/2004,Wolves,Man United,1,0,974,20032004
18/01/2004,Aston Villa,Arsenal,0,2,975,20032004
18/01/2004,Chelsea,Birmingham,0,0,976,20032004
19/01/2004,Newcastle,Fulham,3,1,977,20032004
21/01/2004,Wolves,Liverpool,1,1,978,20032004
31/01/2004,Birmingham,Newcastle,1,1,979,20032004
31/01/2004,Charlton,Bolton,1,2,980,20032004
31/01/2004,Fulham,Tottenham,2,1,981,20032004
31/01/2004,Leeds,Middlesbrough,0,3,982,20032004
31/01/2004,Leicester,Aston Villa,0,5,983,20032004
31/01/2004,Liverpool,Everton,0,0,984,20032004
31/01/2004,Man United,Southampton,3,2,985,20032004
31/01/2004,Portsmouth,Wolves,0,0,986,20032004
1/02/2004,Arsenal,Man City,2,1,987,20032004
1/02/2004,Blackburn,Chelsea,2,3,988,20032004
7/02/2004,Aston Villa,Leeds,2,0,989,20032004
7/02/2004,Bolton,Liverpool,2,2,990,20032004
7/02/2004,Everton,Man United,3,4,991,20032004
7/02/2004,Middlesbrough,Blackburn,0,1,992,20032004
7/02/2004,Newcastle,Leicester,3,1,993,20032004
7/02/2004,Southampton,Fulham,0,0,994,20032004
7/02/2004,Tottenham,Portsmouth,4,3,995,20032004
7/02/2004,Wolves,Arsenal,1,3,996,20032004
8/02/2004,Chelsea,Charlton,1,0,997,20032004
8/02/2004,Man City,Birmingham,0,0,998,20032004
10/02/2004,Arsenal,Southampton,2,0,999,20032004
10/02/2004,Leeds,Wolves,4,1,1000,20032004
