Date,HomeTeam,AwayTeam,FTHG,FTAG,gameId,season
10/02/2004,Leicester,Bolton,1,1,1001,20032004
11/02/2004,Birmingham,Everton,3,0,1002,20032004
11/02/2004,Blackburn,Newcastle,1,1,1003,20032004
11/02/2004,Charlton,Tottenham,2,4,1004,20032004
11/02/2004,Fulham,Aston Villa,1,2,1005,20032004
11/02/2004,Liverpool,Man City,2,1,1006,20032004
11/02/2004,Man United,Middlesbrough,2,3,1007,20032004
11/02/2004,Portsmouth,Chelsea,0,2,1008,20032004
21/02/2004,Bolton,Man City,1,3,1009,20032004
21/02/2004,Charlton,Blackburn,3,2,1010,20032004
21/02/2004,Chelsea,Arsenal,1,2,1011,20032004
21/02/2004,Man United,Leeds,1,1,1012,20032004
21/02/2004,Newcastle,Middlesbrough,2,1,1013,20032004
21/02/2004,Southampton,Everton,3,3,1014,20032004
21/02/2004,Wolves,Fulham,2,1,1015,20032004
22/02/2004,Aston Villa,Birmingham,2,2,1016,20032004
22/02/2004,Tottenham,Leicester,4,4,1017,20032004
28/02/2004,Arsenal,Charlton,2,1,1018,20032004
28/02/2004,Blackburn,Southampton,1,1,1019,20032004
28/02/2004,Everton,Aston Villa,2,0,1020,20032004
28/02/2004,Fulham,Man United,1,1,1021,20032004
28/02/2004,Leicester,Wolves,0,0,1022,20032004
28/02/2004,Man City,Chelsea,0,1,1023,20032004
29/02/2004,Leeds,Liverpool,2,2,1024,20032004
29/02/2004,Portsmouth,Newcastle,1,1,1025,20032004
3/03/2004,Birmingham,Middlesbrough,3,1,1026,20032004
6/03/2004,Birmingham,Bolton,2,0,1027,20032004
9/03/2004,Middlesbrough,Tottenham,1,0,1028,20032004
13/03/2004,Birmingham,Leicester,0,1,1029,20032004
13/03/2004,Blackburn,Arsenal,0,2,1030,20032004
13/03/2004,Bolton,Chelsea,0,2,1031,20032004
13/03/2004,Charlton,Middlesbrough,1,0,1032,20032004
13/03/2004,Everton,Portsmouth,1,0,1033,20032004
13/03/2004,Fulham,Leeds,2,0,1034,20032004
14/03/2004,Man City,Man United,4,1,1035,20032004
14/03/2004,Southampton,Liverpool,2,0,1036,20032004
14/03/2004,Tottenham,Newcastle,1,0,1037,20032004
14/03/2004,Wolves,Aston Villa,0,4,1038,20032004
17/03/2004,Liverpool,Portsmouth,3,0,1039,20032004
20/03/2004,Arsenal,Bolton,2,1,1040,20032004
20/03/2004,Aston Villa,Blackburn,0,2,1041,20032004
20/03/2004,Chelsea,Fulham,2,1,1042,20032004
20/03/2004,Leicester,Everton,1,1,1043,20032004
20/03/2004,Liverpool,Wolves,1,0,1044,20032004
20/03/2004,Man United,Tottenham,3,0,1045,20032004
20/03/2004,Middlesbrough,Birmingham,5,3,1046,20032004
20/03/2004,Newcastle,Charlton,3,1,1047,20032004
21/03/2004,Portsmouth,Southampton,1,0,1048,20032004
22/03/2004,Leeds,Man City,2,1,1049,20032004
27/03/2004,Birmingham,Leeds,4,1,1050,20032004
27/03/2004,Blackburn,Portsmouth,1,2,1051,20032004
27/03/2004,Charlton,Aston Villa,1,2,1052,20032004
27/03/2004,Chelsea,Wolves,5,2,1053,20032004
27/03/2004,Everton,Middlesbrough,1,1,1054,20032004
27/03/2004,Man City,Fulham,0,0,1055,20032004
27/03/2004,Southampton,Tottenham,1,0,1056,20032004
28/03/2004,Arsenal,Man United,1,1,1057,20032004
28/03/2004,Bolton,Newcastle,1,0,1058,20032004
28/03/2004,Leicester,Liverpool,0,0,1059,20032004
3/04/2004,Fulham,Birmingham,0,0,1060,20032004
3/04/2004,Middlesbrough,Bolton,2,0,1061,20032004
3/04/2004,Newcastle,Everton,4,2,1062,20032004
3/04/2004,Tottenham,Chelsea,0,1,1063,20032004
3/04/2004,Wolves,Southampton,1,4,1064,20032004
4/04/2004,Aston Villa,Man City,1,1,1065,20032004
4/04/2004,Liverpool,Blackburn,4,0,1066,20032004
5/04/2004,Leeds,Leicester,3,2,1067,20032004
9/04/2004,Arsenal,Liverpool,4,2,1068,20032004
9/04/2004,Everton,Tottenham,3,1,1069,20032004
10/04/2004,Birmingham,Man United,1,2,1070,20032004
10/04/2004,Blackburn,Leeds,1,2,1071,20032004
10/04/2004,Bolton,Aston Villa,2,2,1072,20032004
10/04/2004,Charlton,Portsmouth,1,1,1073,20032004
10/04/2004,Chelsea,Middlesbrough,0,0,1074,20032004
10/04/2004,Leicester,Fulham,0,2,1075,20032004
10/04/2004,Man City,Wolves,3,3,1076,20032004
11/04/2004,Newcastle,Arsenal,0,0,1077,20032004
12/04/2004,Aston Villa,Chelsea,3,2,1078,20032004
12/04/2004,Fulham,Blackburn,3,4,1079,20032004
12/04/2004,Liverpool,Charlton,0,1,1080,20032004
12/04/2004,Middlesbrough,Southampton,3,1,1081,20032004
12/04/2004,Portsmouth,Birmingham,3,1,1082,20032004
12/04/2004,Tottenham,Man City,1,1,1083,20032004
12/04/2004,Wolves,Bolton,1,2,1084,20032004
13/04/2004,Leeds,Everton,1,1,1085,20032004
13/04/2004,Man United,Leicester,1,0,1086,20032004
16/04/2004,Arsenal,Leeds,5,0,1087,20032004
17/04/2004,Blackburn,Leicester,1,0,1088,20032004
17/04/2004,Bolton,Tottenham,2,0,1089,20032004
17/04/2004,Charlton,Birmingham,1,1,1090,20032004
17/04/2004,Chelsea,Everton,0,0,1091,20032004
17/04/2004,Liverpool,Fulham,0,0,1092,20032004
17/04/2004,Man City,Southampton,1,3,1093,20032004
17/04/2004,Portsmouth,Man United,1,0,1094,20032004
17/04/2004,Wolves,Middlesbrough,2,0,1095,20032004
18/04/2004,Aston Villa,Newcastle,0,0,1096,20032004
20/04/2004,Man United,Charlton,2,0,1097,20032004
24/04/2004,Everton,Blackburn,0,1,1098,20032004
24/04/2004,Fulham,Charlton,2,0,1099,20032004
24/04/2004,Leicester,Man City,1,1,1100,20032004
24/04/2004,Man United,Liverpool,0,1,1101,20032004
24/04/2004,Middlesbrough,Aston Villa,1,2,1102,20032004
24/04/2004,Southampton,Bolton,1,2,1103,20032004
25/04/2004,Birmingham,Wolves,2,2,1104,20032004
25/04/2004,Leeds,Portsmouth,1,2,1105,20032004
25/04/2004,Newcastle,Chelsea,2,1,1106,20032004
25/04/2004,Tottenham,Arsenal,2,2,1107,20032004
1/05/2004,Arsenal,Birmingham,0,0,1108,20032004
1/05/2004,Blackburn,Man United,1,0,1109,20032004
1/05/2004,Charlton,Leicester,2,2,1110,20032004
1/05/2004,Chelsea,Southampton,4,0,1111,20032004
1/05/2004,Man City,Newcastle,1,0,1112,20032004
1/05/2004,Portsmouth,Fulham,1,1,1113,20032004
1/05/2004,Wolves,Everton,2,1,1114,20032004
2/05/2004,Aston Villa,Tottenham,1,0,1115,20032004
2/05/2004,Bolton,Leeds,4,1,1116,20032004
2/05/2004,Liverpool,Middlesbrough,2,0,1117,20032004
4/05/2004,Portsmouth,Arsenal,1,1,1118,20032004
8/05/2004,Birmingham,Liverpool,0,3,1119,20032004
8/05/2004,Everton,Bolton,1,2,1120,20032004
8/05/2004,Leeds,Charlton,3,3,1121,20032004
8/05/2004,Leicester,Portsmouth,3,1,1122,20032004
8/05/2004,Man United,Chelsea,1,1,1123,20032004
8/05/2004,Middlesbrough,Man City,2,1,1124,20032004
8/05/2004,Southampton,Aston Villa,1,1,1125,20032004
8/05/2004,Tottenham,Blackburn,1,0,1126,20032004
9/05/2004,Fulham,Arsenal,0,1,1127,20032004
9/05/2004,Newcastle,Wolves,1,1,1128,20032004
12/05/2004,Southampton,Newcastle,3,3,1129,20032004
15/05/2004,Arsenal,Leicester,2,1,1130,20032004
15/05/2004,Aston Villa,Man United,0,2,1131,20032004
15/05/2004,Blackburn,Birmingham,1,1,1132,20032004
15/05/2004,Bolton,Fulham,0,2,1133,20032004
15/05/2004,Charlton,Southampton,2,1,1134,20032004
15/05/2004,Chelsea,Leeds,1,0,1135,20032004
15/05/2004,Liverpool,Newcastle,1,1,1136,20032004
15/05/2004,Man City,Everton,5,1,1137,20032004
15/05/2004,Portsmouth,Middlesbrough,5,1,1138,20032004
15/05/2004,Wolves,Tottenham,0,2,1139,20032004
14/08/2004,Aston Villa,Southampton,2,0,1140,20042005
14/08/2004,Blackburn,West Brom,1,1,1141,20042005
14/08/2004,Bolton,Charlton,4,1,1142,20042005
14/08/2004,Man City,Fulham,1,1,1143,20042005
14/08/2004,Middlesbrough,Newcastle,2,2,1144,20042005
14/08/2004,Norwich,Crystal Palace,1,1,1145,20042005
14/08/2004,Portsmouth,Birmingham,1,1,1146,20042005
14/08/2004,Tottenham,Liverpool,1,1,1147,20042005
15/08/2004,Chelsea,Man United,1,0,1148,20042005
15/08/2004,Everton,Arsenal,1,4,1149,20042005
21/08/2004,Birmingham,Chelsea,0,1,1150,20042005
21/08/2004,Charlton,Portsmouth,2,1,1151,20042005
21/08/2004,Crystal Palace,Everton,1,3,1152,20042005
21/08/2004,Fulham,Bolton,2,0,1153,20042005
21/08/2004,Liverpool,Man City,2,1,1154,20042005
21/08/2004,Man United,Norwich,2,1,1155,20042005
21/08/2004,Newcastle,Tottenham,0,1,1156,20042005
21/08/2004,Southampton,Blackburn,3,2,1157,20042005
22/08/2004,Arsenal,Middlesbrough,5,3,1158,20042005
22/08/2004,West Brom,Aston Villa,1,1,1159,20042005
24/08/2004,Birmingham,Man City,1,0,1160,20042005
24/08/2004,Crystal Palace,Chelsea,0,2,1161,20042005
25/08/2004,Arsenal,Blackburn,3,0,1162,20042005
25/08/2004,Charlton,Aston Villa,3,0,1163,20042005
25/08/2004,Fulham,Middlesbrough,0,2,1164,20042005
25/08/2004,Newcastle,Norwich,2,2,1165,20042005
25/08/2004,Southampton,Bolton,1,2,1166,20042005
25/08/2004,West Brom,Tottenham,1,1,1167,20042005
28/08/2004,Aston Villa,Newcastle,4,2,1168,20042005
28/08/2004,Blackburn,Man United,1,1,1169,20042005
28/08/2004,Chelsea,Southampton,2,1,1170,20042005
28/08/2004,Everton,West Brom,2,1,1171,20042005
28/08/2004,Man City,Charlton,4,0,1172,20042005
28/08/2004,Middlesbrough,Crystal Palace,2,1,1173,20042005
28/08/2004,Norwich,Arsenal,1,4,1174,20042005
28/08/2004,Tottenham,Birmingham,1,0,1175,20042005
29/08/2004,Bolton,Liverpool,1,0,1176,20042005
30/08/2004,Man United,Everton,0,0,1177,20042005
30/08/2004,Portsmouth,Fulham,4,3,1178,20042005
11/09/2004,Aston Villa,Chelsea,0,0,1179,20042005
11/09/2004,Bolton,Man United,2,2,1180,20042005
11/09/2004,Fulham,Arsenal,0,3,1181,20042005
11/09/2004,Liverpool,West Brom,3,0,1182,20042005
11/09/2004,Man City,Everton,0,1,1183,20042005
11/09/2004,Middlesbrough,Birmingham,2,1,1184,20042005
11/09/2004,Newcastle,Blackburn,3,0,1185,20042005
11/09/2004,Portsmouth,Crystal Palace,3,1,1186,20042005
12/09/2004,Tottenham,Norwich,0,0,1187,20042005
13/09/2004,Charlton,Southampton,0,0,1188,20042005
18/09/2004,Arsenal,Bolton,2,2,1189,20042005
18/09/2004,Birmingham,Charlton,1,1,1190,20042005
18/09/2004,Blackburn,Portsmouth,1,0,1191,20042005
18/09/2004,Crystal Palace,Man City,1,2,1192,20042005
18/09/2004,Norwich,Aston Villa,0,0,1193,20042005
18/09/2004,West Brom,Fulham,1,1,1194,20042005
19/09/2004,Chelsea,Tottenham,0,0,1195,20042005
19/09/2004,Everton,Middlesbrough,1,0,1196,20042005
19/09/2004,Southampton,Newcastle,1,2,1197,20042005
20/09/2004,Man United,Liverpool,2,1,1198,20042005
25/09/2004,Aston Villa,Crystal Palace,1,1,1199,20042005
25/09/2004,Bolton,Birmingham,1,1,1200,20042005
25/09/2004,Fulham,Southampton,1,0,1201,20042005
25/09/2004,Liverpool,Norwich,3,0,1202,20042005
25/09/2004,Man City,Arsenal,0,1,1203,20042005
25/09/2004,Middlesbrough,Chelsea,0,1,1204,20042005
25/09/2004,Newcastle,West Brom,3,1,1205,20042005
25/09/2004,Tottenham,Man United,0,1,1206,20042005
26/09/2004,Portsmouth,Everton,0,1,1207,20042005
27/09/2004,Charlton,Blackburn,1,0,1208,20042005
2/10/2004,Arsenal,Charlton,4,0,1209,20042005
2/10/2004,Blackburn,Aston Villa,2,2,1210,20042005
2/10/2004,Everton,Tottenham,0,1,1211,20042005
2/10/2004,Norwich,Portsmouth,2,2,1212,20042005
2/10/2004,Southampton,Man City,0,0,1213,20042005
2/10/2004,West Brom,Bolton,2,1,1214,20042005
3/10/2004,Birmingham,Newcastle,2,2,1215,20042005
3/10/2004,Chelsea,Liverpool,1,0,1216,20042005
3/10/2004,Man United,Middlesbrough,1,1,1217,20042005
4/10/2004,Crystal Palace,Fulham,2,0,1218,20042005
16/10/2004,Arsenal,Aston Villa,3,1,1219,20042005
16/10/2004,Birmingham,Man United,0,0,1220,20042005
16/10/2004,Blackburn,Middlesbrough,0,4,1221,20042005
16/10/2004,Bolton,Crystal Palace,1,0,1222,20042005
16/10/2004,Everton,Southampton,1,0,1223,20042005
16/10/2004,Fulham,Liverpool,2,4,1224,20042005
16/10/2004,Man City,Chelsea,1,0,1225,20042005
16/10/2004,West Brom,Norwich,0,0,1226,20042005
17/10/2004,Charlton,Newcastle,1,1,1227,20042005
18/10/2004,Portsmouth,Tottenham,1,0,1228,20042005
23/10/2004,Aston Villa,Fulham,2,0,1229,20042005
23/10/2004,Chelsea,Blackburn,4,0,1230,20042005
23/10/2004,Crystal Palace,West Brom,3,0,1231,20042005
23/10/2004,Liverpool,Charlton,2,0,1232,20042005
23/10/2004,Norwich,Everton,2,3,1233,20042005
23/10/2004,Tottenham,Bolton,1,2,1234,20042005
24/10/2004,Man United,Arsenal,2,0,1235,20042005
24/10/2004,Middlesbrough,Portsmouth,1,1,1236,20042005
24/10/2004,Newcastle,Man City,4,3,1237,20042005
24/10/2004,Southampton,Birmingham,0,0,1238,20042005
30/10/2004,Arsenal,Southampton,2,2,1239,20042005
30/10/2004,Birmingham,Crystal Palace,0,1,1240,20042005
30/10/2004,Blackburn,Liverpool,2,2,1241,20042005
30/10/2004,Charlton,Middlesbrough,1,2,1242,20042005
30/10/2004,Everton,Aston Villa,1,1,1243,20042005
30/10/2004,Fulham,Tottenham,2,0,1244,20042005
30/10/2004,Portsmouth,Man United,2,0,1245,20042005
30/10/2004,West Brom,Chelsea,1,4,1246,20042005
31/10/2004,Bolton,Newcastle,2,1,1247,20042005
1/11/2004,Man City,Norwich,1,1,1248,20042005
6/11/2004,Aston Villa,Portsmouth,3,0,1249,20042005
6/11/2004,Chelsea,Everton,1,0,1250,20042005
6/11/2004,Crystal Palace,Arsenal,1,1,1251,20042005
6/11/2004,Liverpool,Birmingham,0,1,1252,20042005
6/11/2004,Norwich,Blackburn,1,1,1253,20042005
6/11/2004,Southampton,West Brom,2,2,1254,20042005
6/11/2004,Tottenham,Charlton,2,3,1255,20042005
7/11/2004,Man United,Man City,0,0,1256,20042005
7/11/2004,Middlesbrough,Bolton,1,1,1257,20042005
7/11/2004,Newcastle,Fulham,1,4,1258,20042005
13/11/2004,Birmingham,Everton,0,1,1259,20042005
13/11/2004,Bolton,Aston Villa,1,2,1260,20042005
13/11/2004,Charlton,Norwich,4,0,1261,20042005
13/11/2004,Fulham,Chelsea,1,4,1262,20042005
13/11/2004,Liverpool,Crystal Palace,3,2,1263,20042005
13/11/2004,Man City,Blackburn,1,1,1264,20042005
13/11/2004,Southampton,Portsmouth,2,1,1265,20042005
13/11/2004,Tottenham,Arsenal,4,5,1266,20042005
14/11/2004,Newcastle,Man United,1,3,1267,20042005
14/11/2004,West Brom,Middlesbrough,1,2,1268,20042005
20/11/2004,Arsenal,West Brom,1,1,1269,20042005
20/11/2004,Chelsea,Bolton,2,2,1270,20042005
20/11/2004,Crystal Palace,Newcastle,0,2,1271,20042005
20/11/2004,Everton,Fulham,1,0,1272,20042005
20/11/2004,Man United,Charlton,2,0,1273,20042005
20/11/2004,Middlesbrough,Liverpool,2,0,1274,20042005
20/11/2004,Norwich,Southampton,2,1,1275,20042005
20/11/2004,Portsmouth,Man City,1,3,1276,20042005
21/11/2004,Blackburn,Birmingham,3,3,1277,20042005
22/11/2004,Aston Villa,Tottenham,1,0,1278,20042005
27/11/2004,Birmingham,Norwich,1,1,1279,20042005
27/11/2004,Bolton,Portsmouth,0,1,1280,20042005
27/11/2004,Charlton,Chelsea,0,4,1281,20042005
27/11/2004,Fulham,Blackburn,0,2,1282,20042005
27/11/2004,Man City,Aston Villa,2,0,1283,20042005
27/11/2004,Southampton,Crystal Palace,2,2,1284,20042005
27/11/2004,West Brom,Man United,0,3,1285,20042005
28/11/2004,Liverpool,Arsenal,2,1,1286,20042005
28/11/2004,Newcastle,Everton,1,1,1287,20042005
28/11/2004,Tottenham,Middlesbrough,2,0,1288,20042005
4/12/2004,Arsenal,Birmingham,3,0,1289,20042005
4/12/2004,Aston Villa,Liverpool,1,1,1290,20042005
4/12/2004,Blackburn,Tottenham,0,1,1291,20042005
4/12/2004,Chelsea,Newcastle,4,0,1292,20042005
4/12/2004,Everton,Bolton,3,2,1293,20042005
4/12/2004,Man United,Southampton,3,0,1294,20042005
4/12/2004,Norwich,Fulham,0,1,1295,20042005
4/12/2004,Portsmouth,West Brom,3,2,1296,20042005
5/12/2004,Crystal Palace,Charlton,0,1,1297,20042005
6/12/2004,Middlesbrough,Man City,3,2,1298,20042005
11/12/2004,Crystal Palace,Blackburn,0,0,1299,20042005
11/12/2004,Everton,Liverpool,1,0,1300,20042005
11/12/2004,Man City,Tottenham,0,1,1301,20042005
11/12/2004,Newcastle,Portsmouth,1,1,1302,20042005
11/12/2004,Norwich,Bolton,3,2,1303,20042005
11/12/2004,Southampton,Middlesbrough,2,2,1304,20042005
11/12/2004,West Brom,Charlton,0,1,1305,20042005
12/12/2004,Arsenal,Chelsea,2,2,1306,20042005
12/12/2004,Aston Villa,Birmingham,1,2,1307,20042005
13/12/2004,Fulham,Man United,1,1,1308,20042005
14/12/2004,Liverpool,Portsmouth,1,1,1309,20042005
18/12/2004,Birmingham,West Brom,4,0,1310,20042005
18/12/2004,Blackburn,Everton,0,0,1311,20042005
18/12/2004,Bolton,Man City,0,1,1312,20042005
18/12/2004,Chelsea,Norwich,4,0,1313,20042005
18/12/2004,Man United,Crystal Palace,5,2,1314,20042005
18/12/2004,Middlesbrough,Aston Villa,3,0,1315,20042005
18/12/2004,Tottenham,Southampton,5,1,1316,20042005
19/12/2004,Liverpool,Newcastle,3,1,1317,20042005
19/12/2004,Portsmouth,Arsenal,0,1,1318,20042005
20/12/2004,Charlton,Fulham,2,1,1319,20042005
26/12/2004,Arsenal,Fulham,2,0,1320,20042005
26/12/2004,Birmingham,Middlesbrough,2,0,1321,20042005
26/12/2004,Blackburn,Newcastle,2,2,1322,20042005
26/12/2004,Chelsea,Aston Villa,1,0,1323,20042005
26/12/2004,Crystal Palace,Portsmouth,0,1,1324,20042005
26/12/2004,Everton,Man City,2,1,1325,20042005
26/12/2004,Man United,Bolton,2,0,1326,20042005
26/12/2004,Norwich,Tottenham,0,2,1327,20042005
26/12/2004,Southampton,Charlton,0,0,1328,20042005
26/12/2004,West Brom,Liverpool,0,5,1329,20042005
28/12/2004,Aston Villa,Man United,0,1,1330,20042005
28/12/2004,Bolton,Blackburn,0,1,1331,20042005
28/12/2004,Charlton,Everton,2,0,1332,20042005
28/12/2004,Fulham,Birmingham,2,3,1333,20042005
28/12/2004,Liverpool,Southampton,1,0,1334,20042005
28/12/2004,Man City,West Brom,1,1,1335,20042005
28/12/2004,Middlesbrough,Norwich,2,0,1336,20042005
28/12/2004,Portsmouth,Chelsea,0,2,1337,20042005
28/12/2004,Tottenham,Crystal Palace,1,1,1338,20042005
29/12/2004,Newcastle,Arsenal,0,1,1339,20042005
1/01/2005,Aston Villa,Blackburn,1,0,1340,20042005
1/01/2005,Bolton,West Brom,1,1,1341,20042005
1/01/2005,Charlton,Arsenal,1,3,1342,20042005
1/01/2005,Fulham,Crystal Palace,3,1,1343,20042005
1/01/2005,Liverpool,Chelsea,0,1,1344,20042005
1/01/2005,Man City,Southampton,2,1,1345,20042005
1/01/2005,Middlesbrough,Man United,0,2,1346,20042005
1/01/2005,Newcastle,Birmingham,2,1,1347,20042005
1/01/2005,Portsmouth,Norwich,1,1,1348,20042005
1/01/2005,Tottenham,Everton,5,2,1349,20042005
3/01/2005,Blackburn,Charlton,1,0,1350,20042005
3/01/2005,Crystal Palace,Aston Villa,2,0,1351,20042005
3/01/2005,Norwich,Liverpool,1,2,1352,20042005
3/01/2005,West Brom,Newcastle,0,0,1353,20042005
4/01/2005,Arsenal,Man City,1,1,1354,20042005
4/01/2005,Birmingham,Bolton,1,2,1355,20042005
4/01/2005,Chelsea,Middlesbrough,2,0,1356,20042005
4/01/2005,Everton,Portsmouth,2,1,1357,20042005
4/01/2005,Man United,Tottenham,0,0,1358,20042005
5/01/2005,Southampton,Fulham,3,3,1359,20042005
15/01/2005,Aston Villa,Norwich,3,0,1360,20042005
15/01/2005,Bolton,Arsenal,1,0,1361,20042005
15/01/2005,Charlton,Birmingham,3,1,1362,20042005
15/01/2005,Liverpool,Man United,0,1,1363,20042005
15/01/2005,Man City,Crystal Palace,3,1,1364,20042005
15/01/2005,Newcastle,Southampton,2,1,1365,20042005
15/01/2005,Portsmouth,Blackburn,0,1,1366,20042005
15/01/2005,Tottenham,Chelsea,0,2,1367,20042005
16/01/2005,Fulham,West Brom,1,0,1368,20042005
16/01/2005,Middlesbrough,Everton,1,1,1369,20042005
22/01/2005,Birmingham,Fulham,1,2,1370,20042005
22/01/2005,Chelsea,Portsmouth,3,0,1371,20042005
22/01/2005,Crystal Palace,Tottenham,3,0,1372,20042005
22/01/2005,Everton,Charlton,0,1,1373,20042005
22/01/2005,Man United,Aston Villa,3,1,1374,20042005
22/01/2005,Norwich,Middlesbrough,4,4,1375,20042005
22/01/2005,Southampton,Liverpool,2,0,1376,20042005
22/01/2005,West Brom,Man City,2,0,1377,20042005
23/01/2005,Arsenal,Newcastle,1,0,1378,20042005
24/01/2005,Blackburn,Bolton,0,1,1379,20042005
1/02/2005,Arsenal,Man United,2,4,1380,20042005
1/02/2005,Bolton,Tottenham,3,1,1381,20042005
1/02/2005,Charlton,Liverpool,1,2,1382,20042005
1/02/2005,Portsmouth,Middlesbrough,2,1,1383,20042005
1/02/2005,West Brom,Crystal Palace,2,2,1384,20042005
2/02/2005,Birmingham,Southampton,2,1,1385,20042005
2/02/2005,Blackburn,Chelsea,0,1,1386,20042005
2/02/2005,Everton,Norwich,1,0,1387,20042005
2/02/2005,Fulham,Aston Villa,1,1,1388,20042005
2/02/2005,Man City,Newcastle,1,1,1389,20042005
5/02/2005,Aston Villa,Arsenal,1,3,1390,20042005
5/02/2005,Crystal Palace,Bolton,0,1,1391,20042005
5/02/2005,Liverpool,Fulham,3,1,1392,20042005
5/02/2005,Man United,Birmingham,2,0,1393,20042005
5/02/2005,Middlesbrough,Blackburn,1,0,1394,20042005
5/02/2005,Newcastle,Charlton,1,1,1395,20042005
5/02/2005,Norwich,West Brom,3,2,1396,20042005
5/02/2005,Tottenham,Portsmouth,3,1,1397,20042005
6/02/2005,Chelsea,Man City,0,0,1398,20042005
6/02/2005,Southampton,Everton,2,2,1399,20042005
12/02/2005,Birmingham,Liverpool,2,0,1400,20042005
12/02/2005,Blackburn,Norwich,3,0,1401,20042005
12/02/2005,Bolton,Middlesbrough,0,0,1402,20042005
12/02/2005,Everton,Chelsea,0,1,1403,20042005
12/02/2005,Portsmouth,Aston Villa,1,2,1404,20042005
13/02/2005,Man City,Man United,0,2,1405,20042005
14/02/2005,Arsenal,Crystal Palace,5,1,1406,20042005
22/02/2005,West Brom,Southampton,0,0,1407,20042005
26/02/2005,Aston Villa,Everton,1,3,1408,20042005
26/02/2005,Crystal Palace,Birmingham,2,0,1409,20042005
26/02/2005,Man United,Portsmouth,2,1,1410,20042005
26/02/2005,Southampton,Arsenal,1,1,1411,20042005
26/02/2005,Tottenham,Fulham,2,0,1412,20042005
27/02/2005,Middlesbrough,Charlton,2,2,1413,20042005
27/02/2005,Newcastle,Bolton,2,1,1414,20042005
28/02/2005,Norwich,Man City,2,3,1415,20042005
5/03/2005,Arsenal,Portsmouth,3,0,1416,20042005
5/03/2005,Aston Villa,Middlesbrough,2,0,1417,20042005
5/03/2005,Crystal Palace,Man United,0,0,1418,20042005
5/03/2005,Fulham,Charlton,0,0,1419,20042005
5/03/2005,Newcastle,Liverpool,1,0,1420,20042005
5/03/2005,Norwich,Chelsea,1,3,1421,20042005
5/03/2005,Southampton,Tottenham,1,0,1422,20042005
6/03/2005,Everton,Blackburn,0,1,1423,20042005
6/03/2005,West Brom,Birmingham,2,0,1424,20042005
7/03/2005,Man City,Bolton,0,1,1425,20042005
15/03/2005,Chelsea,West Brom,1,0,1426,20042005
16/03/2005,Charlton,Tottenham,2,0,1427,20042005
16/03/2005,Liverpool,Blackburn,0,0,1428,20042005
19/03/2005,Blackburn,Arsenal,0,1,1429,20042005
19/03/2005,Bolton,Norwich,1,0,1430,20042005
19/03/2005,Charlton,West Brom,1,4,1431,20042005
19/03/2005,Chelsea,Crystal Palace,4,1,1432,20042005
19/03/2005,Man United,Fulham,1,0,1433,20042005
19/03/2005,Portsmouth,Newcastle,1,1,1434,20042005
19/03/2005,Tottenham,Man City,2,1,1435,20042005
20/03/2005,Birmingham,Aston Villa,2,0,1436,20042005
20/03/2005,Liverpool,Everton,2,1,1437,20042005
20/03/2005,Middlesbrough,Southampton,1,3,1438,20042005
2/04/2005,Arsenal,Norwich,4,1,1439,20042005
2/04/2005,Birmingham,Tottenham,1,1,1440,20042005
2/04/2005,Charlton,Man City,2,2,1441,20042005
2/04/2005,Crystal Palace,Middlesbrough,0,1,1442,20042005
2/04/2005,Liverpool,Bolton,1,0,1443,20042005
2/04/2005,Man United,Blackburn,0,0,1444,20042005
2/04/2005,Newcastle,Aston Villa,0,3,1445,20042005
2/04/2005,Southampton,Chelsea,1,3,1446,20042005
3/04/2005,Fulham,Portsmouth,3,1,1447,20042005
3/04/2005,West Brom,Everton,1,0,1448,20042005
9/04/2005,Blackburn,Southampton,3,0,1449,20042005
9/04/2005,Bolton,Fulham,3,1,1450,20042005
9/04/2005,Chelsea,Birmingham,1,1,1451,20042005
9/04/2005,Man City,Liverpool,1,0,1452,20042005
9/04/2005,Middlesbrough,Arsenal,0,1,1453,20042005
9/04/2005,Norwich,Man United,2,0,1454,20042005
9/04/2005,Portsmouth,Charlton,4,2,1455,20042005
10/04/2005,Aston Villa,West Brom,1,1,1456,20042005
10/04/2005,Everton,Crystal Palace,4,0,1457,20042005
10/04/2005,Tottenham,Newcastle,1,0,1458,20042005
16/04/2005,Birmingham,Portsmouth,0,0,1459,20042005
16/04/2005,Charlton,Bolton,1,2,1460,20042005
16/04/2005,Crystal Palace,Norwich,3,3,1461,20042005
16/04/2005,Fulham,Man City,1,1,1462,20042005
16/04/2005,Liverpool,Tottenham,2,2,1463,20042005
16/04/2005,Southampton,Aston Villa,2,3,1464,20042005
19/04/2005,Bolton,Southampton,1,1,1465,20042005
19/04/2005,Middlesbrough,Fulham,1,1,1466,20042005
20/04/2005,Aston Villa,Charlton,0,0,1467,20042005
20/04/2005,Blackburn,Crystal Palace,1,0,1468,20042005
20/04/2005,Chelsea,Arsenal,0,0,1469,20042005
20/04/2005,Everton,Man United,1,0,1470,20042005
20/04/2005,Man City,Birmingham,3,0,1471,20042005
20/04/2005,Norwich,Newcastle,2,1,1472,20042005
20/04/2005,Portsmouth,Liverpool,1,2,1473,20042005
20/04/2005,Tottenham,West Brom,1,1,1474,20042005
23/04/2005,Aston Villa,Bolton,1,1,1475,20042005
23/04/2005,Blackburn,Man City,0,0,1476,20042005
