13,,Newcastle United,Premier League,"128,00 Mill. €",32,"174,48 Mill. €",29,"46,48 Mill. €","36,3 %",2015-07-01
14,,Burnley FC,Championship,"35,05 Mill. €",24,"156,75 Mill. €",24,"121,70 Mill. €","347,2 %",2015-07-01
15,,Brighton & Hove Albion,Championship,"21,85 Mill. €",28,"154,10 Mill. €",30,"132,25 Mill. €","605,3 %",2015-07-01
16,,AFC Bournemouth,Premier League,"30,53 Mill. €",32,"134,75 Mill. €",26,"104,23 Mill. €","341,4 %",2015-07-01
17,,Wolverhampton Wanderers,Championship,"19,15 Mill. €",32,"117,30 Mill. €",32,"98,15 Mill. €","512,5 %",2015-07-01
18,,Huddersfield Town,Championship,"13,40 Mill. €",26,"117,10 Mill. €",31,"103,70 Mill. €","773,9 %",2015-07-01
19,,Fulham FC,Championship,"43,40 Mill. €",31,"116,50 Mill. €",20,"73,10 Mill. €","168,4 %",2015-07-01
20,,Cardiff City,Championship,"45,13 Mill. €",36,"56,40 Mill. €",32,"11,28 Mill. €","25,0 %",2015-07-01
 , ,Total value of all clubs, ,"3,53 Bill. €",601,"7,80 Bill. €  ",0,"4,27 Bill. €","121,2 %",2015-07-01
1,,Manchester City,Premier League,"526,65 Mill. €",27,"1,07 Bill. €",32,"541,85 Mill. €","102,9 %",2016-07-01
2,,Chelsea FC,Premier League,"528,55 Mill. €",39,"967,75 Mill. €",37,"439,20 Mill. €","83,1 %",2016-07-01
3,,Liverpool FC,Premier League,"437,45 Mill. €",37,"912,50 Mill. €",32,"475,05 Mill. €","108,6 %",2016-07-01
4,,Manchester United,Premier League,"439,75 Mill. €",33,"851,00 Mill. €",31,"411,25 Mill. €","93,5 %",2016-07-01
5,,Tottenham Hotspur,Premier League,"377,85 Mill. €",27,"834,50 Mill. €",28,"456,65 Mill. €","120,9 %",2016-07-01
6,,Arsenal FC,Premier League,"495,25 Mill. €",34,"582,70 Mill. €",32,"87,45 Mill. €","17,7 %",2016-07-01
7,,Everton FC,Premier League,"243,25 Mill. €",28,"338,50 Mill. €",30,"95,25 Mill. €","39,2 %",2016-07-01
8,,West Ham United,Premier League,"169,78 Mill. €",27,"307,50 Mill. €",30,"137,73 Mill. €","81,1 %",2016-07-01
9,,Leicester City,Premier League,"157,50 Mill. €",26,"303,00 Mill. €",30,"145,50 Mill. €","92,4 %",2016-07-01
10,,Southampton FC,Premier League,"177,25 Mill. €",26,"235,35 Mill. €",28,"58,10 Mill. €","32,8 %",2016-07-01
11,,Watford FC,Premier League,"123,10 Mill. €",33,"189,50 Mill. €",36,"66,40 Mill. €","53,9 %",2016-07-01
12,,Crystal Palace,Premier League,"118,60 Mill. €",26,"181,33 Mill. €",25,"62,73 Mill. €","52,9 %",2016-07-01
13,,Newcastle United,Championship,"195,00 Mill. €",35,"174,48 Mill. €",29,"-20,53 Mill. €","-10,5 %",2016-07-01
14,,Burnley FC,Premier League,"47,60 Mill. €",24,"156,75 Mill. €",24,"109,15 Mill. €","229,3 %",2016-07-01
15,,Brighton & Hove Albion,Championship,"33,50 Mill. €",25,"154,10 Mill. €",30,"120,60 Mill. €","360,0 %",2016-07-01
16,,AFC Bournemouth,Premier League,"81,40 Mill. €",32,"134,75 Mill. €",26,"53,35 Mill. €","65,5 %",2016-07-01
17,,Wolverhampton Wanderers,Championship,"21,30 Mill. €",26,"117,30 Mill. €",32,"96,00 Mill. €","450,7 %",2016-07-01
18,,Huddersfield Town,Championship,"14,70 Mill. €",22,"117,10 Mill. €",31,"102,40 Mill. €","696,6 %",2016-07-01
19,,Fulham FC,Championship,"31,05 Mill. €",24,"116,50 Mill. €",20,"85,45 Mill. €","275,2 %",2016-07-01
20,,Cardiff City,Championship,"36,10 Mill. €",27,"56,40 Mill. €",32,"20,30 Mill. €","56,2 %",2016-07-01
 , ,Total value of all clubs, ,"4,26 Bill. €",578,"7,80 Bill. €  ",0,"3,54 Bill. €","83,3 %",2016-07-01
1,,Manchester City,Premier League,"605,45 Mill. €",39,"1,07 Bill. €",32,"463,05 Mill. €","76,5 %",2017-07-01
2,,Chelsea FC,Premier League,"658,20 Mill. €",46,"967,75 Mill. €",37,"309,55 Mill. €","47,0 %",2017-07-01
3,,Liverpool FC,Premier League,"424,95 Mill. €",33,"912,50 Mill. €",32,"487,55 Mill. €","114,7 %",2017-07-01
4,,Manchester United,Premier League,"484,75 Mill. €",29,"851,00 Mill. €",31,"366,25 Mill. €","75,6 %",2017-07-01
5,,Tottenham Hotspur,Premier League,"527,00 Mill. €",26,"834,50 Mill. €",28,"307,50 Mill. €","58,3 %",2017-07-01
6,,Arsenal FC,Premier League,"540,00 Mill. €",34,"582,70 Mill. €",32,"42,70 Mill. €","7,9 %",2017-07-01
7,,Everton FC,Premier League,"297,00 Mill. €",33,"338,50 Mill. €",30,"41,50 Mill. €","14,0 %",2017-07-01
8,,West Ham United,Premier League,"211,70 Mill. €",31,"307,50 Mill. €",30,"95,80 Mill. €","45,3 %",2017-07-01
9,,Leicester City,Premier League,"206,50 Mill. €",26,"303,00 Mill. €",30,"96,50 Mill. €","46,7 %",2017-07-01
10,,Southampton FC,Premier League,"255,75 Mill. €",31,"235,35 Mill. €",28,"-20,40 Mill. €","-8,0 %",2017-07-01
11,,Watford FC,Premier League,"121,65 Mill. €",31,"189,50 Mill. €",36,"67,85 Mill. €","55,8 %",2017-07-01
12,,Crystal Palace,Premier League,"179,18 Mill. €",32,"181,33 Mill. €",25,"2,15 Mill. €","1,2 %",2017-07-01
13,,Newcastle United,Premier League,"160,50 Mill. €",37,"174,48 Mill. €",29,"13,98 Mill. €","8,7 %",2017-07-01
14,,Burnley FC,Premier League,"95,00 Mill. €",27,"156,75 Mill. €",24,"61,75 Mill. €","65,0 %",2017-07-01
15,,Brighton & Hove Albion,Premier League,"52,40 Mill. €",29,"154,10 Mill. €",30,"101,70 Mill. €","194,1 %",2017-07-01
16,,AFC Bournemouth,Premier League,"104,60 Mill. €",29,"134,75 Mill. €",26,"30,15 Mill. €","28,8 %",2017-07-01
17,,Wolverhampton Wanderers,Championship,"50,58 Mill. €",36,"117,30 Mill. €",32,"66,73 Mill. €","131,9 %",2017-07-01
18,,Huddersfield Town,Premier League,"21,70 Mill. €",25,"117,10 Mill. €",31,"95,40 Mill. €","439,6 %",2017-07-01
19,,Fulham FC,Championship,"50,80 Mill. €",27,"116,50 Mill. €",20,"65,70 Mill. €","129,3 %",2017-07-01
20,,Cardiff City,Championship,"37,70 Mill. €",31,"56,40 Mill. €",32,"18,70 Mill. €","49,6 %",2017-07-01
 , ,Total value of all clubs, ,"5,09 Bill. €",632,"7,80 Bill. €  ",0,"2,71 Bill. €","53,4 %",2017-07-01
1,,Manchester City,Premier League,"1,02 Bill. €",35,"1,07 Bill. €",32,"51,15 Mill. €","5,0 %",2018-07-01
2,,Chelsea FC,Premier League,"882,75 Mill. €",39,"967,75 Mill. €",37,"85,00 Mill. €","9,6 %",2018-07-01
3,,Liverpool FC,Premier League,"835,00 Mill. €",32,"912,50 Mill. €",32,"77,50 Mill. €","9,3 %",2018-07-01
4,,Manchester United,Premier League,"852,50 Mill. €",32,"851,00 Mill. €",31,"-1,50 Mill. €","-0,2 %",2018-07-01
5,,Tottenham Hotspur,Premier League,"819,50 Mill. €",28,"834,50 Mill. €",28,"15,00 Mill. €","1,8 %",2018-07-01
6,,Arsenal FC,Premier League,"535,45 Mill. €",30,"582,70 Mill. €",32,"47,25 Mill. €","8,8 %",2018-07-01
7,,Everton FC,Premier League,"356,50 Mill. €",34,"338,50 Mill. €",30,"-18,00 Mill. €","-5,0 %",2018-07-01
8,,West Ham United,Premier League,"230,50 Mill. €",26,"307,50 Mill. €",30,"77,00 Mill. €","33,4 %",2018-07-01
9,,Leicester City,Premier League,"338,50 Mill. €",30,"303,00 Mill. €",30,"-35,50 Mill. €","-10,5 %",2018-07-01
10,,Southampton FC,Premier League,"246,50 Mill. €",28,"235,35 Mill. €",28,"-11,15 Mill. €","-4,5 %",2018-07-01
11,,Watford FC,Premier League,"186,00 Mill. €",36,"189,50 Mill. €",36,"3,50 Mill. €","1,9 %",2018-07-01
12,,Crystal Palace,Premier League,"176,33 Mill. €",24,"181,33 Mill. €",25,"5,00 Mill. €","2,8 %",2018-07-01
13,,Newcastle United,Premier League,"183,70 Mill. €",30,"174,48 Mill. €",29,"-9,23 Mill. €","-5,0 %",2018-07-01
14,,Burnley FC,Premier League,"156,75 Mill. €",24,"156,75 Mill. €",24,-,-,2018-07-01
15,,Brighton & Hove Albion,Premier League,"138,10 Mill. €",27,"154,10 Mill. €",30,"16,00 Mill. €","11,6 %",2018-07-01
16,,AFC Bournemouth,Premier League,"133,50 Mill. €",26,"134,75 Mill. €",26,"1,25 Mill. €","0,9 %",2018-07-01
17,,Wolverhampton Wanderers,Premier League,"127,80 Mill. €",35,"117,30 Mill. €",32,"-10,50 Mill. €","-8,2 %",2018-07-01
18,,Huddersfield Town,Premier League,"111,95 Mill. €",31,"117,10 Mill. €",31,"5,15 Mill. €","4,6 %",2018-07-01
19,,Fulham FC,Premier League,"80,25 Mill. €",19,"116,50 Mill. €",20,"36,25 Mill. €","45,2 %",2018-07-01
20,,Cardiff City,Premier League,"57,05 Mill. €",34,"56,40 Mill. €",32,-650 Th. €,"-1,1 %",2018-07-01
 , ,Total value of all clubs, ,"7,47 Bill. €",600,"7,80 Bill. €  ",0,"333,53 Mill. €","4,5 %",2018-07-01
1,,Manchester City,,-,,"1,07 Bill. €",32,"1,07 Bill. €",-,2010-08-01
2,,Chelsea FC,,-,,"967,75 Mill. €",37,"967,75 Mill. €",-,2010-08-01
3,,Liverpool FC,,-,,"912,50 Mill. €",32,"912,50 Mill. €",-,2010-08-01
4,,Manchester United,,-,,"851,00 Mill. €",31,"851,00 Mill. €",-,2010-08-01
5,,Tottenham Hotspur,,-,,"834,50 Mill. €",28,"834,50 Mill. €",-,2010-08-01
6,,Arsenal FC,,-,,"582,70 Mill. €",32,"582,70 Mill. €",-,2010-08-01
7,,Everton FC,,-,,"338,50 Mill. €",30,"338,50 Mill. €",-,2010-08-01
8,,West Ham United,,-,,"307,50 Mill. €",30,"307,50 Mill. €",-,2010-08-01
9,,Leicester City,,-,,"303,00 Mill. €",30,"303,00 Mill. €",-,2010-08-01
10,,Southampton FC,,-,,"235,35 Mill. €",28,"235,35 Mill. €",-,2010-08-01
11,,Watford FC,,-,,"189,50 Mill. €",36,"189,50 Mill. €",-,2010-08-01
12,,Crystal Palace,,-,,"181,33 Mill. €",25,"181,33 Mill. €",-,2010-08-01
13,,Newcastle United,,-,,"174,48 Mill. €",29,"174,48 Mill. €",-,2010-08-01
14,,Burnley FC,,-,,"156,75 Mill. €",24,"156,75 Mill. €",-,2010-08-01
15,,Brighton & Hove Albion,,-,,"154,10 Mill. €",30,"154,10 Mill. €",-,2010-08-01
16,,AFC Bournemouth,,-,,"134,75 Mill. €",26,"134,75 Mill. €",-,2010-08-01
17,,Wolverhampton Wanderers,,-,,"117,30 Mill. €",32,"117,30 Mill. €",-,2010-08-01
18,,Huddersfield Town,,-,,"117,10 Mill. €",31,"117,10 Mill. €",-,2010-08-01
19,,Fulham FC,,-,,"116,50 Mill. €",20,"116,50 Mill. €",-,2010-08-01
20,,Cardiff City,,-,,"56,40 Mill. €",32,"56,40 Mill. €",-,2010-08-01
 , ,Total value of all clubs, ,-,0.0,"7,80 Bill. € -",0,"7,80 Bill. €",-,2010-08-01
1,,Manchester City,Premier League,"434,50 Mill. €",28,"1,07 Bill. €",32,"634,00 Mill. €","145,9 %",2011-08-01
2,,Chelsea FC,Premier League,"422,30 Mill. €",30,"967,75 Mill. €",37,"545,45 Mill. €","129,2 %",2011-08-01
3,,Liverpool FC,Premier League,"289,40 Mill. €",33,"912,50 Mill. €",32,"623,10 Mill. €","215,3 %",2011-08-01
4,,Manchester United,Premier League,"396,25 Mill. €",30,"851,00 Mill. €",31,"454,75 Mill. €","114,8 %",2011-08-01
5,,Tottenham Hotspur,Premier League,"299,60 Mill. €",30,"834,50 Mill. €",28,"534,90 Mill. €","178,5 %",2011-08-01
6,,Arsenal FC,Premier League,"316,85 Mill. €",29,"582,70 Mill. €",32,"265,85 Mill. €","83,9 %",2011-08-01
7,,Everton FC,Premier League,"180,10 Mill. €",22,"338,50 Mill. €",30,"158,40 Mill. €","88,0 %",2011-08-01
8,,West Ham United,Championship,"90,55 Mill. €",25,"307,50 Mill. €",30,"216,95 Mill. €","239,6 %",2011-08-01
9,,Leicester City,Championship,"38,83 Mill. €",32,"303,00 Mill. €",30,"264,18 Mill. €","680,4 %",2011-08-01
10,,Southampton FC,Championship,"18,43 Mill. €",32,"235,35 Mill. €",28,"216,93 Mill. €","1,177,3 %",2011-08-01
11,,Watford FC,Championship,"12,75 Mill. €",30,"189,50 Mill. €",36,"176,75 Mill. €","1,386,3 %",2011-08-01
12,,Crystal Palace,Championship,"17,13 Mill. €",29,"181,33 Mill. €",25,"164,20 Mill. €","958,8 %",2011-08-01
13,,Newcastle United,Premier League,"105,73 Mill. €",30,"174,48 Mill. €",29,"68,75 Mill. €","65,0 %",2011-08-01
14,,Burnley FC,Championship,"23,53 Mill. €",22,"156,75 Mill. €",24,"133,23 Mill. €","566,3 %",2011-08-01
15,,Brighton & Hove Albion,Championship,"6,85 Mill. €",24,"154,10 Mill. €",30,"147,25 Mill. €","2,149,6 %",2011-08-01
16,,AFC Bournemouth,League One,"3,68 Mill. €",25,"134,75 Mill. €",26,"131,08 Mill. €","3,566,7 %",2011-08-01
17,,Wolverhampton Wanderers,Premier League,"74,30 Mill. €",28,"117,30 Mill. €",32,"43,00 Mill. €","57,9 %",2011-08-01
18,,Huddersfield Town,League One,"9,78 Mill. €",31,"117,10 Mill. €",31,"107,33 Mill. €","1,098,0 %",2011-08-01
19,,Fulham FC,Premier League,"95,10 Mill. €",26,"116,50 Mill. €",20,"21,40 Mill. €","22,5 %",2011-08-01
20,,Cardiff City,Championship,"28,43 Mill. €",29,"56,40 Mill. €",32,"27,98 Mill. €","98,4 %",2011-08-01
 , ,Total value of all clubs, ,"2,86 Bill. €",565,"7,80 Bill. €  ",0,"4,94 Bill. €","172,3 %",2011-08-01
1,,Manchester City,,-,,"1,07 Bill. €",32,"1,07 Bill. €",-,2014-07-01
2,,Chelsea FC,,-,,"967,75 Mill. €",37,"967,75 Mill. €",-,2014-07-01
3,,Liverpool FC,,-,,"912,50 Mill. €",32,"912,50 Mill. €",-,2014-07-01
4,,Manchester United,,-,,"851,00 Mill. €",31,"851,00 Mill. €",-,2014-07-01
5,,Tottenham Hotspur,,-,,"834,50 Mill. €",28,"834,50 Mill. €",-,2014-07-01
6,,Arsenal FC,,-,,"582,70 Mill. €",32,"582,70 Mill. €",-,2014-07-01
7,,Everton FC,,-,,"338,50 Mill. €",30,"338,50 Mill. €",-,2014-07-01
8,,West Ham United,,-,,"307,50 Mill. €",30,"307,50 Mill. €",-,2014-07-01
9,,Leicester City,,-,,"303,00 Mill. €",30,"303,00 Mill. €",-,2014-07-01
10,,Southampton FC,,-,,"235,35 Mill. €",28,"235,35 Mill. €",-,2014-07-01
11,,Watford FC,,-,,"189,50 Mill. €",36,"189,50 Mill. €",-,2014-07-01
12,,Crystal Palace,,-,,"181,33 Mill. €",25,"181,33 Mill. €",-,2014-07-01
13,,Newcastle United,,-,,"174,48 Mill. €",29,"174,48 Mill. €",-,2014-07-01
14,,Burnley FC,,-,,"156,75 Mill. €",24,"156,75 Mill. €",-,2014-07-01
15,,Brighton & Hove Albion,,-,,"154,10 Mill. €",30,"154,10 Mill. €",-,2014-07-01
16,,AFC Bournemouth,,-,,"134,75 Mill. €",26,"134,75 Mill. €",-,2014-07-01
17,,Wolverhampton Wanderers,,-,,"117,30 Mill. €",32,"117,30 Mill. €",-,2014-07-01
18,,Huddersfield Town,,-,,"117,10 Mill. €",31,"117,10 Mill. €",-,2014-07-01
19,,Fulham FC,,-,,"116,50 Mill. €",20,"116,50 Mill. €",-,2014-07-01
20,,Cardiff City,,-,,"56,40 Mill. €",32,"56,40 Mill. €",-,2014-07-01
 , ,Total value of all clubs, ,-,0.0,"7,80 Bill. € -",0,"7,80 Bill. €",-,2014-07-01
1,,Manchester City,Premier League,"483,25 Mill. €",28,"1,07 Bill. €",32,"585,25 Mill. €","121,1 %",2012-07-01
2,,Chelsea FC,Premier League,"373,50 Mill. €",27,"967,75 Mill. €",37,"594,25 Mill. €","159,1 %",2012-07-01
3,,Liverpool FC,Premier League,"235,00 Mill. €",24,"912,50 Mill. €",32,"677,50 Mill. €","288,3 %",2012-07-01
4,,Manchester United,Premier League,"391,75 Mill. €",30,"851,00 Mill. €",31,"459,25 Mill. €","117,2 %",2012-07-01
5,,Tottenham Hotspur,Premier League,"277,00 Mill. €",30,"834,50 Mill. €",28,"557,50 Mill. €","201,3 %",2012-07-01
6,,Arsenal FC,Premier League,"312,25 Mill. €",31,"582,70 Mill. €",32,"270,45 Mill. €","86,6 %",2012-07-01
7,,Everton FC,Premier League,"129,00 Mill. €",23,"338,50 Mill. €",30,"209,50 Mill. €","162,4 %",2012-07-01
8,,West Ham United,Championship,"57,55 Mill. €",25,"307,50 Mill. €",30,"249,95 Mill. €","434,3 %",2012-07-01
9,,Leicester City,Championship,"30,80 Mill. €",27,"303,00 Mill. €",30,"272,20 Mill. €","883,8 %",2012-07-01
10,,Southampton FC,Championship,"32,95 Mill. €",31,"235,35 Mill. €",28,"202,40 Mill. €","614,3 %",2012-07-01
11,,Watford FC,Championship,"11,60 Mill. €",25,"189,50 Mill. €",36,"177,90 Mill. €","1,533,6 %",2012-07-01
12,,Crystal Palace,Championship,"19,83 Mill. €",30,"181,33 Mill. €",25,"161,50 Mill. €","814,6 %",2012-07-01
13,,Newcastle United,Premier League,"144,50 Mill. €",30,"174,48 Mill. €",29,"29,98 Mill. €","20,7 %",2012-07-01
14,,Burnley FC,Championship,"24,73 Mill. €",26,"156,75 Mill. €",24,"132,03 Mill. €","534,0 %",2012-07-01
15,,Brighton & Hove Albion,Championship,"17,70 Mill. €",28,"154,10 Mill. €",30,"136,40 Mill. €","770,6 %",2012-07-01
16,,AFC Bournemouth,League One,"5,78 Mill. €",34,"134,75 Mill. €",26,"128,98 Mill. €","2,233,3 %",2012-07-01
17,,Wolverhampton Wanderers,Premier League,"70,75 Mill. €",27,"117,30 Mill. €",32,"46,55 Mill. €","65,8 %",2012-07-01
18,,Huddersfield Town,League One,"11,45 Mill. €",30,"117,10 Mill. €",31,"105,65 Mill. €","922,7 %",2012-07-01
19,,Fulham FC,Premier League,"94,50 Mill. €",31,"116,50 Mill. €",20,"22,00 Mill. €","23,3 %",2012-07-01
20,,Cardiff City,Championship,"20,80 Mill. €",30,"56,40 Mill. €",32,"35,60 Mill. €","171,2 %",2012-07-01
 , ,Total value of all clubs, ,"2,74 Bill. €",567,"7,80 Bill. €  ",0,"5,05 Bill. €","184,2 %",2012-07-01
1,,Manchester City,Premier League,"498,50 Mill. €",27,"1,07 Bill. €",32,"570,00 Mill. €","114,3 %",2012-08-01
2,,Chelsea FC,Premier League,"434,00 Mill. €",30,"967,75 Mill. €",37,"533,75 Mill. €","123,0 %",2012-08-01
3,,Liverpool FC,Premier League,"236,10 Mill. €",26,"912,50 Mill. €",32,"676,40 Mill. €","286,5 %",2012-08-01
4,,Manchester United,Premier League,"399,25 Mill. €",27,"851,00 Mill. €",31,"451,75 Mill. €","113,1 %",2012-08-01
5,,Tottenham Hotspur,Premier League,"284,00 Mill. €",26,"834,50 Mill. €",28,"550,50 Mill. €","193,8 %",2012-08-01
6,,Arsenal FC,Premier League,"358,25 Mill. €",33,"582,70 Mill. €",32,"224,45 Mill. €","62,7 %",2012-08-01
7,,Everton FC,Premier League,"140,00 Mill. €",21,"338,50 Mill. €",30,"198,50 Mill. €","141,8 %",2012-08-01
8,,West Ham United,Premier League,"60,70 Mill. €",22,"307,50 Mill. €",30,"246,80 Mill. €","406,6 %",2012-08-01
9,,Leicester City,Championship,"31,05 Mill. €",25,"303,00 Mill. €",30,"271,95 Mill. €","875,8 %",2012-08-01
10,,Southampton FC,Premier League,"43,30 Mill. €",26,"235,35 Mill. €",28,"192,05 Mill. €","443,5 %",2012-08-01
11,,Watford FC,Championship,"15,73 Mill. €",29,"189,50 Mill. €",36,"173,78 Mill. €","1,105,1 %",2012-08-01
12,,Crystal Palace,Championship,"15,18 Mill. €",26,"181,33 Mill. €",25,"166,15 Mill. €","1,094,9 %",2012-08-01
13,,Newcastle United,Premier League,"148,95 Mill. €",28,"174,48 Mill. €",29,"25,53 Mill. €","17,1 %",2012-08-01
14,,Burnley FC,Championship,"18,05 Mill. €",26,"156,75 Mill. €",24,"138,70 Mill. €","768,4 %",2012-08-01
15,,Brighton & Hove Albion,Championship,"19,40 Mill. €",26,"154,10 Mill. €",30,"134,70 Mill. €","694,3 %",2012-08-01
16,,AFC Bournemouth,League One,"6,40 Mill. €",32,"134,75 Mill. €",26,"128,35 Mill. €","2,005,5 %",2012-08-01
17,,Wolverhampton Wanderers,Championship,"72,80 Mill. €",27,"117,30 Mill. €",32,"44,50 Mill. €","61,1 %",2012-08-01
18,,Huddersfield Town,Championship,"14,65 Mill. €",29,"117,10 Mill. €",31,"102,45 Mill. €","699,3 %",2012-08-01
19,,Fulham FC,Premier League,"96,50 Mill. €",28,"116,50 Mill. €",20,"20,00 Mill. €","20,7 %",2012-08-01
20,,Cardiff City,Championship,"21,50 Mill. €",25,"56,40 Mill. €",32,"34,90 Mill. €","162,3 %",2012-08-01
 , ,Total value of all clubs, ,"2,91 Bill. €",539,"7,80 Bill. €  ",0,"4,89 Bill. €","167,6 %",2012-08-01
1,,Manchester City,Premier League,"480,25 Mill. €",25,"1,07 Bill. €",32,"588,25 Mill. €","122,5 %",2013-08-01
2,,Chelsea FC,Premier League,"467,50 Mill. €",29,"967,75 Mill. €",37,"500,25 Mill. €","107,0 %",2013-08-01
3,,Liverpool FC,Premier League,"263,50 Mill. €",24,"912,50 Mill. €",32,"649,00 Mill. €","246,3 %",2013-08-01
4,,Manchester United,Premier League,"393,25 Mill. €",31,"851,00 Mill. €",31,"457,75 Mill. €","116,4 %",2013-08-01
5,,Tottenham Hotspur,Premier League,"285,50 Mill. €",26,"834,50 Mill. €",28,"549,00 Mill. €","192,3 %",2013-08-01
6,,Arsenal FC,Premier League,"303,00 Mill. €",26,"582,70 Mill. €",32,"279,70 Mill. €","92,3 %",2013-08-01
7,,Everton FC,Premier League,"157,25 Mill. €",25,"338,50 Mill. €",30,"181,25 Mill. €","115,3 %",2013-08-01
8,,West Ham United,Premier League,"87,25 Mill. €",24,"307,50 Mill. €",30,"220,25 Mill. €","252,4 %",2013-08-01
9,,Leicester City,Championship,"30,25 Mill. €",25,"303,00 Mill. €",30,"272,75 Mill. €","901,7 %",2013-08-01
10,,Southampton FC,Premier League,"96,25 Mill. €",27,"235,35 Mill. €",28,"139,10 Mill. €","144,5 %",2013-08-01
11,,Watford FC,Championship,"27,45 Mill. €",25,"189,50 Mill. €",36,"162,05 Mill. €","590,3 %",2013-08-01
12,,Crystal Palace,Premier League,"37,25 Mill. €",22,"181,33 Mill. €",25,"144,08 Mill. €","386,8 %",2013-08-01
13,,Newcastle United,Premier League,"159,50 Mill. €",26,"174,48 Mill. €",29,"14,98 Mill. €","9,4 %",2013-08-01
14,,Burnley FC,Championship,"19,48 Mill. €",23,"156,75 Mill. €",24,"137,28 Mill. €","704,9 %",2013-08-01
15,,Brighton & Hove Albion,Championship,"20,83 Mill. €",24,"154,10 Mill. €",30,"133,28 Mill. €","640,0 %",2013-08-01
16,,AFC Bournemouth,Championship,"9,90 Mill. €",30,"134,75 Mill. €",26,"124,85 Mill. €","1,261,1 %",2013-08-01
17,,Wolverhampton Wanderers,League One,"30,35 Mill. €",29,"117,30 Mill. €",32,"86,95 Mill. €","286,5 %",2013-08-01
18,,Huddersfield Town,Championship,"14,35 Mill. €",24,"117,10 Mill. €",31,"102,75 Mill. €","716,0 %",2013-08-01
19,,Fulham FC,Premier League,"72,25 Mill. €",24,"116,50 Mill. €",20,"44,25 Mill. €","61,2 %",2013-08-01
20,,Cardiff City,Premier League,"51,35 Mill. €",29,"56,40 Mill. €",32,"5,05 Mill. €","9,8 %",2013-08-01
 , ,Total value of all clubs, ,"3,01 Bill. €",518,"7,80 Bill. €  ",0,"4,79 Bill. €","159,4 %",2013-08-01
1,,Manchester City,,-,,"1,07 Bill. €",32,"1,07 Bill. €",-,2014-08-01
2,,Chelsea FC,,-,,"967,75 Mill. €",37,"967,75 Mill. €",-,2014-08-01
3,,Liverpool FC,,-,,"912,50 Mill. €",32,"912,50 Mill. €",-,2014-08-01
4,,Manchester United,,-,,"851,00 Mill. €",31,"851,00 Mill. €",-,2014-08-01
5,,Tottenham Hotspur,,-,,"834,50 Mill. €",28,"834,50 Mill. €",-,2014-08-01
6,,Arsenal FC,,-,,"582,70 Mill. €",32,"582,70 Mill. €",-,2014-08-01
7,,Everton FC,,-,,"338,50 Mill. €",30,"338,50 Mill. €",-,2014-08-01
8,,West Ham United,,-,,"307,50 Mill. €",30,"307,50 Mill. €",-,2014-08-01
9,,Leicester City,,-,,"303,00 Mill. €",30,"303,00 Mill. €",-,2014-08-01
10,,Southampton FC,,-,,"235,35 Mill. €",28,"235,35 Mill. €",-,2014-08-01
11,,Watford FC,,-,,"189,50 Mill. €",36,"189,50 Mill. €",-,2014-08-01
12,,Crystal Palace,,-,,"181,33 Mill. €",25,"181,33 Mill. €",-,2014-08-01
13,,Newcastle United,,-,,"174,48 Mill. €",29,"174,48 Mill. €",-,2014-08-01
14,,Burnley FC,,-,,"156,75 Mill. €",24,"156,75 Mill. €",-,2014-08-01
15,,Brighton & Hove Albion,,-,,"154,10 Mill. €",30,"154,10 Mill. €",-,2014-08-01
16,,AFC Bournemouth,,-,,"134,75 Mill. €",26,"134,75 Mill. €",-,2014-08-01
17,,Wolverhampton Wanderers,,-,,"117,30 Mill. €",32,"117,30 Mill. €",-,2014-08-01
18,,Huddersfield Town,,-,,"117,10 Mill. €",31,"117,10 Mill. €",-,2014-08-01
19,,Fulham FC,,-,,"116,50 Mill. €",20,"116,50 Mill. €",-,2014-08-01
20,,Cardiff City,,-,,"56,40 Mill. €",32,"56,40 Mill. €",-,2014-08-01
 , ,Total value of all clubs, ,-,0.0,"7,80 Bill. € -",0,"7,80 Bill. €",-,2014-08-01
1,,Manchester City,Premier League,"438,25 Mill. €",25,"1,07 Bill. €",32,"630,25 Mill. €","143,8 %",2015-08-01
2,,Chelsea FC,Premier League,"565,50 Mill. €",30,"967,75 Mill. €",37,"402,25 Mill. €","71,1 %",2015-08-01
3,,Liverpool FC,Premier League,"367,25 Mill. €",29,"912,50 Mill. €",32,"545,25 Mill. €","148,5 %",2015-08-01
4,,Manchester United,Premier League,"457,25 Mill. €",31,"851,00 Mill. €",31,"393,75 Mill. €","86,1 %",2015-08-01
5,,Tottenham Hotspur,Premier League,"287,10 Mill. €",28,"834,50 Mill. €",28,"547,40 Mill. €","190,7 %",2015-08-01
6,,Arsenal FC,Premier League,"409,00 Mill. €",27,"582,70 Mill. €",32,"173,70 Mill. €","42,5 %",2015-08-01
7,,Everton FC,Premier League,"178,75 Mill. €",23,"338,50 Mill. €",30,"159,75 Mill. €","89,4 %",2015-08-01
8,,West Ham United,Premier League,"144,50 Mill. €",26,"307,50 Mill. €",30,"163,00 Mill. €","112,8 %",2015-08-01
9,,Leicester City,Premier League,"78,00 Mill. €",23,"303,00 Mill. €",30,"225,00 Mill. €","288,5 %",2015-08-01
10,,Southampton FC,Premier League,"179,75 Mill. €",26,"235,35 Mill. €",28,"55,60 Mill. €","30,9 %",2015-08-01
